document_id,topic,probabilities
1324,38,"[0.00313911 0.00296666 0.00353733 0.00791903 0.004069   0.00330744
 0.00229561 0.00233037 0.00329927 0.00226372 0.00378778 0.00708205
 0.00255148 0.00262361 0.00252975 0.00183574 0.00291527 0.00310165
 0.00306663 0.00369849 0.00264668 0.00232841 0.00172837 0.00389427
 0.0040062  0.00245183 0.00708821 0.00229865 0.00254331 0.00267938
 0.00306499 0.00286152 0.00325751 0.00425742 0.00195312 0.00321647
 0.00258113 0.00301142 0.45626073 0.00330167 0.00280251 0.00477357
 0.00613377 0.00449425 0.00535793 0.00293911 0.0052011  0.00275166
 0.00376215 0.0049226  0.00196895 0.00395314 0.00119421 0.00253427
 0.00179112 0.00262886 0.00275497 0.00285675 0.00599662 0.00232819
 0.00785386 0.00287535 0.00348516 0.00270999 0.00409562 0.00260805
 0.00411711 0.00190271 0.0028659  0.00251485 0.00318272 0.00423557
 0.00258612 0.00119427 0.00223421 0.00309333 0.0055859  0.00358191
 0.00259769 0.0086059  0.00750123 0.00265717 0.0037438  0.00303084
 0.00713631 0.00359315 0.00330854 0.00390793 0.00296964 0.00522176
 0.00374496 0.00276175 0.00474651 0.00341867 0.00242675 0.00320268
 0.00118836 0.00295376 0.00245704 0.00747795 0.00633781 0.00552635
 0.00452938 0.00359056 0.00165117 0.00347366 0.00270714 0.0052242
 0.00752332 0.00326196 0.00305294 0.00298817 0.00232125 0.00398413
 0.00702838 0.00337189 0.00322721 0.00305041 0.00656305 0.00098524
 0.00402707 0.00149553 0.00254374 0.00291953 0.00383081 0.00507534
 0.00376376 0.00629538 0.00800389 0.00527113 0.00448525 0.00868717
 0.00259604 0.00607256 0.00577958 0.00403444 0.00264519]"
1325,22,"[8.39967489e-308 8.31255371e-308 1.01874411e-307 1.12862130e-307
 1.08999780e-307 8.13465104e-308 2.42268157e-307 1.90814669e-307
 9.90132954e-308 2.09576689e-307 1.14034386e-307 8.73324654e-308
 1.24682237e-307 1.63372975e-307 9.97564070e-308 2.15646365e-307
 1.08970640e-307 1.64690181e-307 1.40739522e-307 9.03663966e-308
 1.16112209e-307 1.04624104e-307 1.00000000e+000 9.53911146e-308
 1.06946982e-307 6.45237126e-308 9.10912386e-308 1.00902100e-307
 1.12398456e-307 1.95942026e-307 1.11687382e-307 8.96885476e-308
 7.84862031e-308 8.55947146e-308 6.07024769e-308 8.34323052e-308
 1.54456115e-307 9.16692070e-308 7.67071865e-308 1.33630064e-307
 1.46103048e-307 1.05697087e-307 8.17499867e-308 9.80495537e-308
 1.02622879e-307 1.11348107e-307 1.00153447e-307 1.71647000e-307
 9.95914116e-308 1.01756121e-307 7.04673514e-308 1.19155798e-307
 6.07184142e-308 1.04925010e-307 2.09215627e-307 7.17263615e-308
 9.15714906e-308 1.42551934e-307 8.26722043e-308 2.47726048e-307
 7.70930824e-308 8.87963035e-308 9.74549423e-308 6.97906700e-308
 8.64473251e-308 6.84172518e-308 9.65768816e-308 1.09978603e-307
 7.75994566e-308 2.02022759e-307 7.66357501e-308 8.34700931e-308
 1.86865348e-307 4.69250051e-308 1.13388704e-307 9.16647994e-308
 1.01688832e-307 8.32224139e-308 9.50292185e-308 7.80062775e-308
 7.68494066e-308 1.19962500e-307 1.28748902e-307 1.01802643e-307
 9.20549766e-308 7.89808729e-308 1.04712357e-307 1.02981322e-307
 8.14190621e-308 7.13148466e-308 9.26358936e-308 8.89612484e-308
 7.89523583e-308 1.00601345e-307 1.96192623e-307 6.16763085e-308
 4.64105864e-308 1.33090444e-307 7.49457296e-308 8.62021137e-308
 8.68919487e-308 8.99680646e-308 1.08710658e-307 8.72072883e-308
 6.34996532e-307 1.08201529e-307 7.89680106e-308 8.36934251e-308
 9.54810609e-308 1.11644089e-307 9.01349231e-308 1.82134830e-307
 6.97643925e-308 8.10962852e-308 9.56106021e-308 8.56072580e-308
 1.01677689e-307 1.23250927e-307 9.09734765e-308 4.28428893e-308
 9.14209941e-308 8.92737703e-308 9.69678562e-308 9.44113154e-308
 9.03552254e-308 9.55708307e-308 9.67934530e-308 8.03303475e-308
 9.32917836e-308 9.47829387e-308 1.06220943e-307 8.84513306e-308
 1.92516462e-307 7.69486118e-308 9.59683549e-308 7.92517604e-308
 1.91764471e-307]"
1326,1,"[0.00464056 0.27210529 0.00466082 0.0044992  0.0040607  0.00689359
 0.00331964 0.00430904 0.01378763 0.00327851 0.00434277 0.00490658
 0.00475088 0.00323467 0.00465125 0.00347284 0.00614578 0.00363765
 0.00378438 0.00664164 0.00328268 0.00426275 0.00273131 0.01140619
 0.0042373  0.0037966  0.00506015 0.00400688 0.00493155 0.00394508
 0.00616527 0.00623835 0.0041226  0.00785291 0.00271765 0.01696279
 0.00513903 0.00480296 0.0040733  0.00403004 0.00369366 0.00492367
 0.00472365 0.00535773 0.00579327 0.00649103 0.00540305 0.00393853
 0.00519854 0.00432237 0.00223834 0.00443937 0.00183506 0.00486705
 0.00330369 0.00388049 0.00579719 0.00542351 0.0045917  0.00398431
 0.00456228 0.00663804 0.00568489 0.00417099 0.0061488  0.00400281
 0.00441169 0.00292748 0.01642874 0.00361107 0.00555779 0.00588619
 0.00363456 0.00156885 0.00428243 0.0046526  0.00483009 0.00635687
 0.00494377 0.0034781  0.00442164 0.00572201 0.00593561 0.00578168
 0.00522489 0.01020252 0.00375609 0.0062187  0.00535076 0.00536689
 0.00498623 0.00545068 0.00664703 0.00683543 0.00389117 0.00338983
 0.00156369 0.00385605 0.01971239 0.00488699 0.00499574 0.00447345
 0.00389985 0.00589492 0.00245852 0.00610913 0.00553212 0.00583975
 0.00511382 0.0088257  0.01118853 0.00394668 0.01154401 0.00744893
 0.00450464 0.00593835 0.00774056 0.00553026 0.00591384 0.00150835
 0.00498511 0.00259286 0.00437381 0.0100943  0.00634807 0.00467196
 0.00484553 0.00447168 0.00523138 0.00589024 0.00489838 0.00523747
 0.0037145  0.00581843 0.00481005 0.0095787  0.00395698]"
1327,15,"[0.00234597 0.00251711 0.00315574 0.00284861 0.00266983 0.0024259
 0.00443394 0.00694594 0.00325443 0.00348452 0.00252242 0.00229277
 0.00434307 0.00267654 0.00323591 0.61168935 0.00364772 0.00316319
 0.00263493 0.0024362  0.00221573 0.00320528 0.00462361 0.00275479
 0.00271236 0.00179984 0.00228196 0.00315348 0.00416381 0.00406275
 0.00318531 0.00294014 0.00237453 0.00228175 0.00179046 0.002464
 0.00552461 0.00292929 0.00189285 0.00270069 0.002754   0.00271087
 0.0020595  0.00268774 0.00274659 0.00356218 0.0027037  0.0032607
 0.00273741 0.00252641 0.00176168 0.00263681 0.00151223 0.00395407
 0.00909181 0.00190901 0.00266234 0.00443837 0.00198362 0.00613855
 0.00198533 0.0025606  0.0029068  0.00184559 0.00243545 0.00188556
 0.00225442 0.00299912 0.00229504 0.00434621 0.00225762 0.0022271
 0.00335512 0.0010707  0.00411589 0.00267844 0.00249053 0.00241355
 0.00343427 0.00193206 0.00198028 0.00437958 0.00375708 0.00342129
 0.00240911 0.00226046 0.0022158  0.00294184 0.00250844 0.00188438
 0.00261187 0.003059   0.00216868 0.00281556 0.00539562 0.00149879
 0.00106217 0.00266924 0.00226079 0.00222261 0.00212982 0.00226185
 0.00259868 0.00230474 0.00365417 0.00318382 0.00242319 0.00212533
 0.00246365 0.00352271 0.00287978 0.00362078 0.00204909 0.00213773
 0.00233374 0.00266991 0.00297859 0.00396234 0.00233465 0.00110757
 0.00263532 0.00296718 0.00330785 0.00305792 0.00265691 0.00244253
 0.00262415 0.00210935 0.00235976 0.0025487  0.00299373 0.00224361
 0.00425902 0.0020555  0.00241187 0.00222946 0.00372407]"
1328,-1,"[0.00394385 0.00365802 0.00482844 0.00855192 0.00561074 0.00374984
 0.00785093 0.00654134 0.0047411  0.00743866 0.00852529 0.00506089
 0.00488216 0.00966917 0.00385378 0.0035985  0.00503481 0.02409284
 0.01063928 0.00478399 0.00625185 0.00356688 0.00344803 0.00516618
 0.00594221 0.0024189  0.00591622 0.00295457 0.00449789 0.01482058
 0.00584791 0.00378647 0.00317012 0.0044474  0.0015297  0.003834
 0.00647458 0.00400869 0.00402026 0.01325406 0.01077787 0.00759287
 0.0046414  0.0058069  0.00652127 0.0052941  0.00642526 0.0136776
 0.00549757 0.00641476 0.00178328 0.01125365 0.00123915 0.00406827
 0.00392439 0.00311153 0.00363929 0.0075445  0.00478433 0.00832295
 0.00411718 0.00360414 0.00485676 0.00272617 0.00449115 0.00264575
 0.00519029 0.00264751 0.0033386  0.00977298 0.00343673 0.00441071
 0.01221151 0.00105547 0.00387186 0.00428693 0.00773824 0.00399514
 0.00373055 0.00340397 0.00408087 0.00508064 0.00882085 0.0045393
 0.00590538 0.00365793 0.00598259 0.00587283 0.0035461  0.00312762
 0.00477954 0.00363136 0.00358252 0.00530125 0.00745209 0.00188143
 0.00104567 0.00948534 0.00301373 0.00513302 0.0053265  0.00550039
 0.00723786 0.00455766 0.00311382 0.00577694 0.00327541 0.00464451
 0.00624521 0.00577041 0.00402289 0.03097555 0.00226462 0.00402417
 0.00653018 0.00390525 0.00514662 0.00609427 0.00570807 0.00092749
 0.00465456 0.00168659 0.0038591  0.00404103 0.0045777  0.00611677
 0.00496967 0.00434099 0.00637634 0.00572219 0.006381   0.00562911
 0.01009858 0.00360434 0.00647814 0.00381457 0.01177007]"
1329,-1,"[0.00193768 0.00170895 0.00246088 0.00297688 0.00249813 0.00177516
 0.02728973 0.00517685 0.00217875 0.00571078 0.00274244 0.0021259
 0.00271892 0.00381573 0.00220518 0.00299653 0.00246605 0.00601033
 0.00341935 0.00200479 0.00247687 0.00198478 0.00366147 0.00215378
 0.00250342 0.00127055 0.00214513 0.00189618 0.00264397 0.00956912
 0.00257558 0.00192494 0.0016767  0.00178992 0.00105396 0.00176901
 0.00398422 0.00209683 0.00165291 0.00373024 0.00377052 0.00275014
 0.00185668 0.0023951  0.0025998  0.00251535 0.00260299 0.00504595
 0.00248441 0.00241684 0.00132894 0.0033177  0.00095116 0.00229555
 0.00333759 0.00156109 0.00177368 0.00363986 0.00178803 0.00748635
 0.00177158 0.00171635 0.0022341  0.00137462 0.00196399 0.00136926
 0.00205218 0.00183533 0.00159461 0.01519218 0.00165812 0.00186209
 0.0052561  0.00072532 0.00226437 0.00217385 0.00260707 0.00182419
 0.00206379 0.00160528 0.00177812 0.00279555 0.00349162 0.00229714
 0.00224899 0.00168157 0.00223786 0.00246199 0.00178527 0.00143614
 0.00217841 0.00192374 0.00163321 0.00226441 0.00769082 0.00106919
 0.00071828 0.0036418  0.00147145 0.00206605 0.00193531 0.00222371
 0.00274138 0.00194517 0.00312716 0.00252298 0.00164973 0.00178927
 0.00231621 0.00258716 0.00188798 0.00759824 0.00122297 0.00165192
 0.002308   0.00191096 0.00226007 0.00289976 0.00206165 0.0006984
 0.0021353  0.00136275 0.00220427 0.00198889 0.00203305 0.00240944
 0.00221723 0.00192994 0.00227567 0.00216982 0.00262677 0.00207946
 0.01513046 0.00160797 0.00242172 0.00171188 0.00604156]"
1330,29,"[1.28525129e-307 1.21713162e-307 1.64008054e-307 2.26702699e-307
 1.92191413e-307 1.20594018e-307 4.78682044e-307 3.60522405e-307
 1.60530110e-307 4.20859351e-307 2.12680612e-307 1.51795549e-307
 1.94920805e-307 2.59862392e-307 1.53342907e-307 1.86750250e-307
 1.74344878e-307 4.82184520e-307 2.66100247e-307 1.45002298e-307
 1.77385670e-307 1.43354492e-307 1.99541002e-307 1.62745285e-307
 1.95817230e-307 8.65188458e-308 1.57173641e-307 1.40763012e-307
 1.74014255e-307 1.00000000e+000 1.93021438e-307 1.32074042e-307
 1.13646082e-307 1.32719699e-307 7.32690241e-308 1.26818481e-307
 3.02566916e-307 1.40701354e-307 1.18964527e-307 3.06037574e-307
 2.97567435e-307 2.13081559e-307 1.31066424e-307 1.73633124e-307
 2.01262170e-307 1.85426104e-307 1.94892794e-307 4.63350979e-307
 1.76112713e-307 1.73003769e-307 8.91016272e-308 2.68906240e-307
 6.44116581e-308 1.53855037e-307 1.91782780e-307 1.01519522e-307
 1.32729500e-307 3.02056150e-307 1.30129634e-307 5.39650865e-307
 1.22908705e-307 1.29282644e-307 1.58163041e-307 9.71748027e-308
 1.37420666e-307 9.40522507e-308 1.67261930e-307 1.25537221e-307
 1.11985241e-307 6.35171930e-307 1.11263783e-307 1.31230768e-307
 4.47065658e-307 5.00203454e-308 1.52909405e-307 1.43719620e-307
 2.00376496e-307 1.26215926e-307 1.37424768e-307 1.18140244e-307
 1.22686978e-307 1.99564813e-307 2.99355432e-307 1.62295262e-307
 1.63946623e-307 1.18996583e-307 1.75377101e-307 1.82027987e-307
 1.18421141e-307 1.05716466e-307 1.49862624e-307 1.29631592e-307
 1.22629587e-307 1.66750965e-307 3.99228850e-307 8.05157557e-308
 4.95603958e-308 2.72218743e-307 1.01466814e-307 1.47610697e-307
 1.43162714e-307 1.59244907e-307 1.97974983e-307 1.38484814e-307
 1.68331040e-307 1.87581246e-307 1.11311046e-307 1.31736324e-307
 1.74186912e-307 2.01699219e-307 1.36599563e-307 9.16723867e-307
 9.17442270e-308 1.20815673e-307 1.67373845e-307 1.29952796e-307
 1.67561744e-307 2.27043963e-307 1.52262994e-307 4.66625591e-308
 1.47017137e-307 9.08750224e-308 1.43955186e-307 1.44534491e-307
 1.42937579e-307 1.77856484e-307 1.61761181e-307 1.32842430e-307
 1.69797011e-307 1.62259113e-307 1.99709514e-307 1.50843401e-307
 6.73701419e-307 1.20148873e-307 1.79769287e-307 1.21742830e-307
 6.31121853e-307]"
1331,28,"[0.00230178 0.00185099 0.00850679 0.00212395 0.00167036 0.00220189
 0.0019256  0.00257012 0.0031204  0.00145449 0.00155034 0.00208666
 0.00245024 0.0013137  0.00308828 0.00180636 0.00305405 0.00179423
 0.00142923 0.00184996 0.00115398 0.00164665 0.00125017 0.00239325
 0.00187879 0.00146118 0.00186159 0.00181324 0.01525123 0.00203196
 0.00248311 0.00351938 0.00239973 0.00160377 0.00112351 0.00191704
 0.00291866 0.00429802 0.0013994  0.00160216 0.0014114  0.00232564
 0.00168202 0.00236765 0.00241272 0.00259766 0.00262236 0.00162519
 0.00343049 0.00190867 0.00104048 0.00183108 0.00070893 0.00381619
 0.00171106 0.00158107 0.00158767 0.00285139 0.00136132 0.00212821
 0.001675   0.00156538 0.00242473 0.00141329 0.00208699 0.00156419
 0.00153214 0.00128224 0.00168222 0.00213939 0.00199651 0.00178977
 0.00156587 0.00057315 0.0020321  0.00396325 0.00189203 0.00200174
 0.00397381 0.00145142 0.00165838 0.00484565 0.00293323 0.00446911
 0.00204115 0.00180326 0.00130417 0.0024435  0.00244602 0.00145488
 0.00219704 0.00354209 0.0018558  0.002132   0.00243312 0.0009239
 0.00057    0.00158885 0.00150544 0.00199244 0.00152843 0.00173215
 0.00173934 0.00179809 0.00111989 0.00226768 0.00216156 0.00149862
 0.00213069 0.0027986  0.00269033 0.00200239 0.00128236 0.00143523
 0.00184469 0.00287085 0.0020964  0.00273685 0.00172896 0.00060231
 0.00235767 0.00115504 0.00497601 0.00264149 0.00227919 0.00218278
 0.00303972 0.00185717 0.00194485 0.00208543 0.00251518 0.00179831
 0.00228903 0.00168771 0.00191538 0.00180028 0.00170044]"
1332,-1,"[0.00348996 0.00339548 0.00481013 0.01082494 0.00414551 0.0037725
 0.00262929 0.00279518 0.00418802 0.00232621 0.00496363 0.00734536
 0.00288107 0.00285761 0.00269258 0.0017216  0.00356436 0.00372783
 0.00356298 0.00463353 0.00270242 0.00226305 0.00142199 0.00571794
 0.0045193  0.00219846 0.02352328 0.0020052  0.00310793 0.00330184
 0.00424807 0.00324337 0.00291053 0.00486253 0.0012687  0.00366966
 0.00319547 0.00340202 0.00560291 0.00404646 0.00324884 0.01139487
 0.00974514 0.00603551 0.00901552 0.00381401 0.0085474  0.00333797
 0.00531097 0.00642058 0.00132366 0.0053967  0.00083076 0.0028419
 0.00183433 0.00272481 0.00269192 0.00388255 0.00582529 0.00278981
 0.00599221 0.00280647 0.00433521 0.00247837 0.00487574 0.00240799
 0.00439014 0.00153843 0.00307072 0.00299374 0.00358044 0.0050993
 0.00309154 0.0007886  0.00236668 0.00382445 0.00987102 0.00415461
 0.0028326  0.00416812 0.00551352 0.00322683 0.00561904 0.00377248
 0.00900053 0.00377477 0.00326982 0.0051845  0.00343402 0.00366866
 0.00422297 0.00300685 0.00431692 0.00451753 0.00286037 0.00192987
 0.00078389 0.0034548  0.00256866 0.00998587 0.00745549 0.00641516
 0.00533551 0.00447196 0.00132506 0.00447553 0.00281625 0.00562717
 0.01024274 0.00440694 0.00357892 0.00373736 0.00187762 0.00416467
 0.00956244 0.00385919 0.00395511 0.00373779 0.01031035 0.00069213
 0.00450813 0.00110314 0.00286309 0.00324518 0.00462932 0.01048093
 0.00530595 0.0055172  0.01730706 0.0073343  0.00662713 0.01896333
 0.003147   0.00466763 0.00873014 0.00416443 0.00320072]"
1333,11,"[1.94809674e-307 1.65113472e-307 2.53810319e-307 5.28678261e-307
 2.70922038e-307 1.97800721e-307 1.32588173e-307 1.39781177e-307
 2.02178595e-307 1.20625710e-307 1.79647019e-307 1.00000000e+000
 1.57926427e-307 1.28409116e-307 1.57393271e-307 9.63011723e-308
 1.79213603e-307 1.75060275e-307 1.46900030e-307 2.06389024e-307
 1.19804971e-307 1.33573609e-307 8.51763397e-308 2.37304053e-307
 2.08887450e-307 1.24188432e-307 3.08403244e-307 1.34364567e-307
 1.65010869e-307 1.56183894e-307 1.88244121e-307 1.73631846e-307
 2.11017800e-307 1.93994936e-307 9.43692544e-308 1.91574460e-307
 1.61982869e-307 2.01200900e-307 3.26256964e-307 1.68800448e-307
 1.38902862e-307 3.11013792e-307 2.75622172e-307 3.55628013e-307
 5.86359243e-307 1.90833739e-307 4.55861223e-307 1.45672164e-307
 2.57173325e-307 2.77740792e-307 9.95606833e-308 2.14746608e-307
 6.08633271e-308 1.58736524e-307 9.78155404e-308 1.45350824e-307
 1.53652756e-307 1.78160390e-307 2.07052523e-307 1.33479327e-307
 7.21660905e-307 1.55972992e-307 2.46335966e-307 1.33501651e-307
 2.46117927e-307 1.34790298e-307 1.80364410e-307 1.01754967e-307
 1.64497383e-307 1.46208596e-307 1.87671171e-307 2.19989362e-307
 1.36105811e-307 5.23321735e-308 1.33678610e-307 2.05864878e-307
 3.00658177e-307 2.17069864e-307 1.63138680e-307 2.82272837e-307
 8.07408104e-307 1.67117359e-307 2.49094822e-307 1.96046545e-307
 5.50142018e-307 2.12335712e-307 1.43070209e-307 2.69459072e-307
 1.83219904e-307 2.52138618e-307 2.61201336e-307 1.72054024e-307
 2.87854249e-307 2.01514682e-307 1.42192346e-307 1.08254333e-307
 5.20731451e-308 1.56543903e-307 1.25839993e-307 9.74012473e-307
 2.42313871e-307 2.92204679e-307 2.74334106e-307 2.01731636e-307
 8.00744109e-308 2.37035507e-307 1.51778305e-307 2.14068353e-307
 4.85828463e-307 2.06871093e-307 1.77995848e-307 1.71736937e-307
 1.12018550e-307 1.72583705e-307 3.87315825e-307 2.09344568e-307
 1.94032752e-307 1.95768879e-307 2.65187277e-307 4.57977500e-308
 2.89390123e-307 7.75732823e-308 1.65881407e-307 1.77898955e-307
 2.48456998e-307 3.81176672e-307 2.32170537e-307 7.25290415e-307
 4.48401400e-307 2.90585226e-307 3.33039654e-307 3.40476661e-307
 1.57155816e-307 3.78292552e-307 3.27950116e-307 2.40288965e-307
 1.42885749e-307]"
1334,17,"[1.28410747e-307 1.13301743e-307 1.60641881e-307 2.71736717e-307
 2.03687848e-307 1.18110217e-307 3.10707389e-307 2.17582569e-307
 1.42893664e-307 2.95582258e-307 2.37858896e-307 1.66711153e-307
 1.65040892e-307 3.71753206e-307 1.34804928e-307 1.42314927e-307
 1.55991184e-307 1.00000000e+000 3.08117106e-307 1.45588330e-307
 1.96250720e-307 1.30857617e-307 1.65946569e-307 1.53295818e-307
 2.03035786e-307 8.57876719e-308 1.78354191e-307 1.26788584e-307
 1.48131744e-307 4.91377918e-307 1.75988391e-307 1.22880794e-307
 1.13423794e-307 1.34636919e-307 7.35434433e-308 1.19499321e-307
 2.08266773e-307 1.33228331e-307 1.37607531e-307 3.62685582e-307
 3.14914792e-307 2.26147159e-307 1.47140953e-307 1.81322169e-307
 2.05476418e-307 1.64299442e-307 1.99095204e-307 4.01400578e-307
 1.75526334e-307 2.13472485e-307 9.03478436e-308 3.13321357e-307
 6.24321339e-308 1.35868532e-307 1.42433133e-307 1.02568354e-307
 1.25511150e-307 2.27341491e-307 1.47942454e-307 2.82453240e-307
 1.36890615e-307 1.22548684e-307 1.54520238e-307 9.71163320e-308
 1.38639347e-307 9.33845528e-308 1.81930628e-307 1.19522912e-307
 1.05662036e-307 3.62954417e-307 1.09916483e-307 1.35803723e-307
 3.97179887e-307 5.25610265e-308 1.33734939e-307 1.41287401e-307
 2.23032973e-307 1.25572095e-307 1.24396623e-307 1.39504265e-307
 1.36293257e-307 1.61169072e-307 2.51180278e-307 1.46643021e-307
 1.83174578e-307 1.15922123e-307 1.95177724e-307 1.77664148e-307
 1.14040568e-307 1.10412959e-307 1.53243067e-307 1.19358271e-307
 1.24197485e-307 1.59820179e-307 2.56276214e-307 8.62839831e-308
 5.20309647e-308 2.93861233e-307 9.47627821e-308 1.66849060e-307
 1.61909213e-307 1.71064876e-307 2.52072022e-307 1.41077796e-307
 1.54631979e-307 1.75654618e-307 1.06370976e-307 1.42400429e-307
 1.94346755e-307 1.71934400e-307 1.25956960e-307 1.07559251e-306
 8.54245540e-308 1.23425733e-307 2.07610846e-307 1.24473951e-307
 1.55424976e-307 1.96451365e-307 1.67910508e-307 4.47709501e-308
 1.51986746e-307 8.36101593e-308 1.30822918e-307 1.28676121e-307
 1.42900003e-307 1.94698513e-307 1.65688088e-307 1.43102321e-307
 1.91681538e-307 1.76179926e-307 2.06186488e-307 1.71800637e-307
 3.70040174e-307 1.25800176e-307 1.95569231e-307 1.20510640e-307
 3.54780878e-307]"
1335,135,"[1.66460798e-307 3.71179043e-307 1.77823242e-307 1.92148998e-307
 1.57533781e-307 2.17184539e-307 1.06707409e-307 1.28884648e-307
 3.42775308e-307 1.02260054e-307 1.48160069e-307 2.43285403e-307
 1.44368786e-307 1.04422388e-307 1.43818644e-307 9.57823435e-308
 1.82007194e-307 1.25036483e-307 1.22908746e-307 2.14144066e-307
 1.03187096e-307 1.26441473e-307 7.94455296e-308 3.97442101e-307
 1.54494755e-307 1.24178576e-307 1.98742210e-307 1.23590039e-307
 1.57322963e-307 1.27271793e-307 1.87898488e-307 1.91364959e-307
 1.61847019e-307 2.36908171e-307 8.64607833e-308 5.09256439e-307
 1.54287200e-307 1.70862611e-307 1.79574719e-307 1.36594425e-307
 1.17120130e-307 1.91123712e-307 1.84575750e-307 2.12718424e-307
 2.81859942e-307 1.88824391e-307 2.51341372e-307 1.24161881e-307
 2.15040527e-307 1.62765971e-307 7.87765068e-308 1.62573743e-307
 5.71471118e-308 1.50425921e-307 9.50878201e-308 1.32247858e-307
 1.66029799e-307 1.65537322e-307 1.65204503e-307 1.19307032e-307
 2.47213593e-307 1.82396169e-307 1.98084959e-307 1.35116577e-307
 2.18621460e-307 1.32507195e-307 1.46701532e-307 8.94328571e-308
 4.32270432e-307 1.17099602e-307 1.84428561e-307 2.07162159e-307
 1.13376246e-307 5.07526829e-308 1.26510391e-307 1.67488161e-307
 1.92772533e-307 2.10782037e-307 1.59964521e-307 1.38069369e-307
 2.41437524e-307 1.78632005e-307 2.03993669e-307 1.86218808e-307
 2.33596579e-307 2.29966081e-306 1.19625326e-307 2.24575270e-307
 1.79143842e-307 3.58502135e-307 1.87422353e-307 1.78433084e-307
 6.34826387e-307 2.11137945e-307 1.22495366e-307 1.08696459e-307
 5.05937079e-308 1.31503771e-307 2.21770138e-307 2.49350282e-307
 1.85026038e-307 1.88290057e-307 1.47323498e-307 1.92550782e-307
 7.28752568e-308 2.03592808e-307 1.64456368e-307 2.04278829e-307
 2.41148529e-307 2.67753513e-307 2.68052061e-307 1.32019412e-307
 2.21245787e-307 2.14934749e-307 1.81878757e-307 2.10032252e-307
 2.24456838e-307 1.75283641e-307 2.21812211e-307 4.53164264e-308
 1.92686676e-307 7.46018053e-308 1.44136223e-307 3.37138824e-307
 2.20215371e-307 1.90241639e-307 1.73890258e-307 2.34026432e-307
 2.38457124e-307 2.21663744e-307 1.91548439e-307 2.15227276e-307
 1.22014260e-307 4.39379402e-307 2.01187897e-307 1.00000000e+000
 1.23843838e-307]"
1336,18,"[0.00436972 0.00434096 0.0050275  0.00764689 0.00559436 0.00421772
 0.00731875 0.00612656 0.00505157 0.00849549 0.0145968  0.00529701
 0.0046987  0.03027849 0.00415146 0.00450408 0.00491042 0.01202137
 0.13977877 0.00521391 0.01878749 0.00399629 0.00545975 0.00559572
 0.00701231 0.00317524 0.0068576  0.00379432 0.00457705 0.00989471
 0.00562374 0.00411165 0.00364552 0.0052827  0.00254151 0.00439897
 0.00577385 0.00417583 0.00522815 0.02279823 0.03003474 0.0074156
 0.0056105  0.00548527 0.00613304 0.00503748 0.00624246 0.01998952
 0.00585616 0.00617359 0.00313488 0.0133508  0.0021404  0.00414129
 0.00463937 0.0037869  0.0041555  0.00635472 0.006334   0.00731948
 0.00478109 0.0042079  0.00475718 0.00369404 0.00487665 0.00343334
 0.00770359 0.00353267 0.00398141 0.00818253 0.00392391 0.00506491
 0.01547291 0.0021245  0.00401772 0.00457341 0.00845718 0.00437547
 0.00394013 0.00479186 0.00471356 0.0050894  0.00712833 0.00454656
 0.00593617 0.00433606 0.01102594 0.00556863 0.00394126 0.00415994
 0.00479393 0.0039126  0.00448496 0.00537828 0.00677794 0.00378569
 0.00210246 0.01454841 0.00379807 0.00553152 0.00646524 0.00663019
 0.00689808 0.00510527 0.00521192 0.00540007 0.00377099 0.005651
 0.00654375 0.00568562 0.00443257 0.01213298 0.00335629 0.00501793
 0.00662634 0.00421508 0.0051933  0.00546845 0.00665367 0.00179542
 0.00464268 0.00268745 0.00400865 0.00445234 0.00474353 0.00638341
 0.00539112 0.00492353 0.00717467 0.0058207  0.00594335 0.00663446
 0.00767991 0.00448973 0.00732728 0.00448298 0.01380107]"
