document_id,topic,probabilities
3269,-1,"[0.00053403 0.00050958 0.00067905 0.00244543 0.00086175 0.00055467
 0.00048353 0.00049477 0.00064511 0.00048267 0.00092021 0.00108168
 0.00052597 0.00056811 0.00047743 0.00032591 0.00059161 0.00076732
 0.00070551 0.00072576 0.00053919 0.00043875 0.0002661  0.00080009
 0.0008975  0.00036519 0.00207136 0.00036192 0.00048989 0.0006268
 0.00067922 0.0005103  0.00049966 0.00079802 0.00020003 0.00055003
 0.00055958 0.00053974 0.00104787 0.00079218 0.00063718 0.00149096
 0.00111893 0.00097573 0.00122135 0.00062299 0.00117668 0.00064422
 0.00074584 0.00132001 0.0002138  0.00101173 0.00013621 0.00048251
 0.00034382 0.00041872 0.00051535 0.00067671 0.00107578 0.00050951
 0.00085478 0.00053066 0.00069555 0.0004125  0.00072475 0.00039834
 0.00083211 0.00029297 0.00046507 0.00055377 0.00051706 0.00074878
 0.00059966 0.00012583 0.000429   0.00056162 0.00171068 0.00062194
 0.00046826 0.00078569 0.0008157  0.00052945 0.00099061 0.00060171
 0.00151717 0.00055543 0.0006822  0.00084222 0.00049869 0.00060293
 0.0006877  0.0004848  0.0006755  0.00071784 0.00051404 0.00030245
 0.00012495 0.00064056 0.0004009  0.00128268 0.00136559 0.00101682
 0.00116266 0.0006853  0.00024895 0.00075713 0.00044936 0.00097244
 0.00162042 0.00069503 0.00056247 0.00073838 0.00032189 0.00069765
 0.00209024 0.00057963 0.00065775 0.00068869 0.0016391  0.00010677
 0.00073511 0.0001814  0.0004696  0.00052544 0.00071917 0.0013346
 0.00078642 0.00080372 0.00220614 0.0013142  0.00117851 0.00219899
 0.00057842 0.00075192 0.0013589  0.00061001 0.00060818]"
3270,15,"[9.93867573e-308 1.06562146e-307 1.33771281e-307 1.19687836e-307
 1.12045509e-307 1.03060050e-307 1.83651325e-307 2.89639286e-307
 1.38171302e-307 1.44129915e-307 1.05519854e-307 9.65837501e-308
 1.84272407e-307 1.11447233e-307 1.37865007e-307 1.00000000e+000
 1.55745129e-307 1.31999220e-307 1.09951774e-307 1.03073808e-307
 9.25814850e-308 1.35542555e-307 1.88927053e-307 1.16327363e-307
 1.13687142e-307 7.62413393e-308 9.60974549e-308 1.33319280e-307
 1.77255411e-307 1.68994595e-307 1.34899942e-307 1.25301565e-307
 1.00725363e-307 9.63813521e-308 7.60221448e-308 1.04202399e-307
 2.32771372e-307 1.24644941e-307 7.96767556e-308 1.12811080e-307
 1.14822836e-307 1.13932001e-307 8.68024461e-308 1.13699582e-307
 1.15526097e-307 1.51449224e-307 1.13775408e-307 1.35618923e-307
 1.15300396e-307 1.06457622e-307 7.38068811e-308 1.10393219e-307
 6.35180514e-308 1.69360304e-307 3.62525997e-307 8.07343083e-308
 1.12660361e-307 1.87116967e-307 8.35181684e-308 2.53517913e-307
 8.36001310e-308 1.08335633e-307 1.23431373e-307 7.80316212e-308
 1.03241715e-307 7.98441212e-308 9.48483704e-308 1.26139260e-307
 9.70389299e-308 1.80520497e-307 9.58845401e-308 9.41995821e-308
 1.39394229e-307 4.48845280e-308 1.75085764e-307 1.13519820e-307
 1.04581462e-307 1.02442971e-307 1.46714093e-307 8.14094773e-308
 8.33837775e-308 1.85421949e-307 1.58320405e-307 1.45828964e-307
 1.01640318e-307 9.53857247e-308 9.29463357e-308 1.24631545e-307
 1.06700521e-307 7.93552613e-308 1.10752725e-307 1.30462684e-307
 9.14203097e-308 1.19265697e-307 2.24287608e-307 6.30619417e-308
 4.45313304e-308 1.11389239e-307 9.57064559e-308 9.36225667e-308
 8.97294683e-308 9.50102928e-308 1.09059714e-307 9.74758745e-308
 1.50238859e-307 1.34993526e-307 1.03099054e-307 8.96446031e-308
 1.03699282e-307 1.48827075e-307 1.22450286e-307 1.50910376e-307
 8.64937981e-308 9.02557496e-308 9.82854932e-308 1.13564639e-307
 1.26257889e-307 1.67622686e-307 9.84654116e-308 4.65833411e-308
 1.11746370e-307 1.25831027e-307 1.41067329e-307 1.29422585e-307
 1.12812330e-307 1.02719750e-307 1.10910097e-307 8.88160731e-308
 9.92795302e-308 1.07741628e-307 1.26213400e-307 9.45333404e-308
 1.77570351e-307 8.66478063e-308 1.01335895e-307 9.40637756e-308
 1.54437171e-307]"
3271,-1,"[0.00095223 0.0008863  0.00092556 0.00074834 0.0006418  0.00127273
 0.00050442 0.00066106 0.00172663 0.00043119 0.00053473 0.00085467
 0.00082612 0.00043587 0.00103928 0.00040387 0.00209792 0.00058571
 0.00049105 0.00141482 0.00041292 0.00058394 0.00027724 0.00134484
 0.00053789 0.00049027 0.00077944 0.00048578 0.00084795 0.00062344
 0.0017569  0.00131237 0.0006858  0.00094534 0.00025509 0.00100914
 0.0008972  0.00111172 0.00054155 0.00056175 0.00048857 0.00079025
 0.00069782 0.00180542 0.00106259 0.00178183 0.00093729 0.00052814
 0.00083169 0.00080715 0.00019708 0.00066365 0.00015873 0.00092432
 0.00040856 0.00059192 0.00076826 0.00100488 0.00062194 0.00059502
 0.00064843 0.00080329 0.00212077 0.00053935 0.00142865 0.00055205
 0.00057688 0.0003333  0.0007697  0.00055921 0.00096712 0.00110161
 0.00049877 0.00012158 0.00064921 0.00097258 0.00069934 0.00143919
 0.00087143 0.0004506  0.00063744 0.00086267 0.00111934 0.00172895
 0.00110335 0.00076027 0.00047234 0.00285994 0.00098908 0.00053057
 0.00141224 0.00099347 0.00070671 0.00212464 0.00060001 0.00024134
 0.00012098 0.00052354 0.00060627 0.00081732 0.00075304 0.00059528
 0.00060872 0.00115798 0.00024848 0.00204343 0.00091978 0.00080651
 0.00086298 0.00120499 0.00153719 0.00064818 0.00041384 0.00076266
 0.00083673 0.00137989 0.00192746 0.00110541 0.00088695 0.00011706
 0.00135029 0.00023484 0.00089432 0.00097672 0.00229708 0.0007533
 0.00101085 0.00066228 0.00079634 0.0015518  0.0009186  0.00077056
 0.00063495 0.00069455 0.00069016 0.0007994  0.00053145]"
3272,11,"[0.00351348 0.0031671  0.00458365 0.00882748 0.00557019 0.00366889
 0.00235995 0.00257255 0.00393339 0.00219836 0.00317749 0.44671648
 0.00301207 0.00229    0.00294258 0.00175549 0.00338055 0.00313863
 0.00262014 0.00401301 0.00213511 0.00257661 0.0015419  0.00468799
 0.00361325 0.00220671 0.00549108 0.00258253 0.00300985 0.00284323
 0.003646   0.00323188 0.00358693 0.00374509 0.00166396 0.00374251
 0.00306158 0.00362395 0.00509528 0.00302863 0.00249127 0.00567454
 0.00501475 0.00691478 0.01464201 0.00371476 0.00783304 0.00263442
 0.00459264 0.00515783 0.00169061 0.00386534 0.00111236 0.00292142
 0.00177068 0.00261045 0.00305353 0.00338687 0.00376401 0.00244223
 0.0109712  0.00311319 0.00476179 0.0024289  0.00449802 0.00241456
 0.00330263 0.00189597 0.00315707 0.00260815 0.00338548 0.00409912
 0.00246181 0.00092649 0.00251857 0.00373246 0.00515872 0.00404897
 0.00295456 0.00437651 0.01095069 0.00308074 0.00474211 0.00369952
 0.00980744 0.004022   0.00257874 0.0051743  0.00327706 0.00456354
 0.00476305 0.00311944 0.00550345 0.00393232 0.00254652 0.00194
 0.00092192 0.00280627 0.00234333 0.01841479 0.004492   0.00468728
 0.00478057 0.00390239 0.00144073 0.00462989 0.00278253 0.00410895
 0.00758793 0.00402054 0.00343581 0.00310718 0.0021017  0.00328786
 0.0068994  0.00380143 0.00379427 0.00379394 0.00484018 0.00080431
 0.00535045 0.00142473 0.00302498 0.00339203 0.004728   0.00714946
 0.00433511 0.00903352 0.0078979  0.00584755 0.00631141 0.00585341
 0.00282386 0.00716446 0.00535689 0.00457118 0.00259166]"
3273,123,"[1.82930614e-307 4.33663048e-307 2.18849644e-307 1.78635093e-307
 1.58266239e-307 2.36228042e-307 1.35680325e-307 1.88831211e-307
 8.23231849e-307 1.23043589e-307 1.51656106e-307 2.05750419e-307
 2.10881095e-307 1.16305689e-307 1.98225218e-307 1.31437105e-307
 2.71979587e-307 1.43762859e-307 1.33930080e-307 2.14000631e-307
 1.10931921e-307 1.60875605e-307 9.38835018e-308 4.22848405e-307
 1.64066950e-307 1.27154108e-307 1.76162131e-307 1.52360667e-307
 2.54139069e-307 1.61101595e-307 2.42913682e-307 2.72864826e-307
 1.78746838e-307 2.11404978e-307 8.82862640e-308 5.03193832e-307
 2.40019629e-307 2.26294187e-307 1.42209901e-307 1.48583383e-307
 1.31129012e-307 1.95768333e-307 1.59637669e-307 2.20282440e-307
 2.56816323e-307 2.73950011e-307 2.48422303e-307 1.47298404e-307
 2.45235055e-307 1.65281082e-307 7.94304989e-308 1.70026002e-307
 6.06289956e-308 2.33591229e-307 1.32928479e-307 1.37080720e-307
 1.95542405e-307 2.42173118e-307 1.45003911e-307 1.63283591e-307
 1.79265036e-307 2.08485014e-307 2.34154486e-307 1.31761661e-307
 2.19996589e-307 1.35427173e-307 1.37100037e-307 1.03743567e-307
 4.14209992e-307 1.50072831e-307 1.94757851e-307 1.91468372e-307
 1.34467568e-307 4.89479291e-308 1.81063122e-307 2.02404732e-307
 1.83087303e-307 2.17868199e-307 2.46183571e-307 1.18047606e-307
 1.76548966e-307 3.31040501e-307 2.75256934e-307 2.74853863e-307
 2.06512166e-307 4.21149875e-307 1.19175953e-307 2.55619501e-307
 2.07898367e-307 1.91218828e-307 2.02541596e-307 2.65732968e-307
 2.76784936e-307 2.43456986e-307 1.67342437e-307 8.99583549e-308
 4.87462580e-308 1.45926670e-307 2.65419988e-307 1.96107861e-307
 1.63053339e-307 1.72071797e-307 1.51461579e-307 1.92626318e-307
 8.36035056e-308 2.48202234e-307 2.00050462e-307 1.76189313e-307
 2.17092170e-307 4.94992575e-307 4.45030667e-307 1.59522039e-307
 2.25309083e-307 1.89331971e-307 1.67470209e-307 2.51290999e-307
 2.77370704e-307 2.56740337e-307 1.93261598e-307 4.72583882e-308
 2.08687155e-307 8.88560959e-308 2.05007867e-307 1.00000000e+000
 2.43479833e-307 1.84529140e-307 1.91363181e-307 1.88695767e-307
 1.98920529e-307 2.15955051e-307 2.12843895e-307 1.83368601e-307
 1.56254007e-307 2.20356969e-307 1.87851496e-307 3.87264589e-307
 1.50025530e-307]"
3274,31,"[0.00730057 0.00553126 0.00829295 0.00392263 0.00332903 0.01024381
 0.00314889 0.00409151 0.00935107 0.00262127 0.00304458 0.00445093
 0.0046913  0.00255406 0.00835803 0.00319025 0.00996571 0.00323402
 0.00280442 0.0056191  0.00240298 0.00352051 0.00226462 0.00625419
 0.00331433 0.00430461 0.00414431 0.00357377 0.00797367 0.00350184
 0.00652025 0.17942778 0.00582633 0.00447968 0.00279084 0.00565182
 0.00496715 0.01214671 0.00318157 0.00312672 0.00277588 0.00424153
 0.00393646 0.00620609 0.00509463 0.00718337 0.00490219 0.00300644
 0.00560468 0.00407731 0.0018653  0.00358743 0.00147643 0.00752657
 0.00288041 0.00444098 0.00401316 0.00504056 0.00330136 0.0035918
 0.00375157 0.00411362 0.00738362 0.00403039 0.00725665 0.00468003
 0.0034751  0.0025093  0.00487384 0.00341413 0.00770883 0.00547678
 0.00287918 0.00117524 0.0040922  0.00930849 0.00374409 0.0073809
 0.00853515 0.00315185 0.00369241 0.00637515 0.00518264 0.01305079
 0.00490615 0.00468341 0.002817   0.00699708 0.00969323 0.00340988
 0.00660631 0.01145103 0.00442446 0.00653893 0.00379542 0.00210559
 0.00117073 0.00303656 0.00436311 0.00434768 0.00374907 0.00343973
 0.00330525 0.00544852 0.00204405 0.00606522 0.01042508 0.00392441
 0.00450327 0.00587515 0.01204646 0.00355154 0.00325517 0.00393353
 0.00413999 0.01441539 0.0062277  0.00528997 0.00427135 0.00123033
 0.00660492 0.00232105 0.00904175 0.0064957  0.00828778 0.00410896
 0.00658972 0.0039341  0.00415754 0.00559622 0.0046495  0.00411941
 0.0037336  0.00408853 0.00378587 0.00472441 0.00304682]"
3275,-1,"[0.00181696 0.00171194 0.00221467 0.00376598 0.00255229 0.001727
 0.00409155 0.00324351 0.00218016 0.00392137 0.00420063 0.00229295
 0.00223619 0.00534146 0.00177611 0.0017667  0.00229575 0.01114875
 0.0060377  0.00217879 0.00314501 0.00166077 0.00182054 0.0023798
 0.00279449 0.00112662 0.00268577 0.00143884 0.0021022  0.00803426
 0.00265291 0.00172637 0.00145198 0.0020169  0.00079636 0.00178251
 0.00310114 0.00181872 0.00182799 0.00733044 0.00632088 0.00346401
 0.00212743 0.00257794 0.00295239 0.00241389 0.00291711 0.00887348
 0.00253858 0.00282141 0.0009502  0.00561869 0.00065839 0.00185997
 0.00191187 0.00145258 0.0016762  0.00354058 0.002171   0.00420831
 0.00188773 0.00166013 0.00219331 0.00127343 0.00204568 0.00122958
 0.00245911 0.00129598 0.00156244 0.00512498 0.00158728 0.00201615
 0.00750501 0.00056273 0.00178945 0.00197541 0.00355551 0.00182767
 0.00170871 0.00159557 0.00187229 0.00235071 0.00403847 0.00205396
 0.00262805 0.00170332 0.00289313 0.00262293 0.00163941 0.00144915
 0.0021538  0.00165984 0.00165108 0.00240389 0.00376759 0.00098684
 0.0005574  0.00507652 0.00142308 0.00232114 0.00238818 0.00257051
 0.0032557  0.00208501 0.00163973 0.0025954  0.00150087 0.00209624
 0.00276407 0.00266749 0.00183532 0.01599483 0.00109205 0.00183713
 0.0028718  0.00178134 0.00234616 0.00274436 0.00258705 0.00049798
 0.00209693 0.00088837 0.00176597 0.00185935 0.00207402 0.00279904
 0.00224355 0.00199747 0.00289518 0.00250728 0.00283287 0.00255481
 0.00505463 0.00165196 0.00299601 0.00176935 0.00712112]"
3276,12,"[0.0024057  0.00274963 0.00342908 0.00375557 0.00409559 0.00267015
 0.00306049 0.00525892 0.00416119 0.00278738 0.00233146 0.0029512
 0.30154987 0.00213452 0.00393914 0.00331361 0.00482118 0.00300872
 0.00222943 0.00284386 0.00182625 0.00676422 0.00222932 0.00332972
 0.00291996 0.00170381 0.00251942 0.00653092 0.0041221  0.00355139
 0.00393696 0.00324732 0.00276879 0.00260926 0.00168645 0.00289237
 0.0079624  0.00346797 0.00205052 0.00238387 0.00228757 0.00318207
 0.00226624 0.00367116 0.00396412 0.00675842 0.00335948 0.00272804
 0.00277898 0.00323551 0.00158396 0.00251499 0.00133416 0.00580381
 0.00287318 0.00181374 0.00434633 0.00673544 0.0020962  0.00404697
 0.00230414 0.00381469 0.00471536 0.00177731 0.00278613 0.00180999
 0.0022779  0.00362754 0.00252446 0.0033268  0.00246449 0.00244699
 0.00272323 0.00084499 0.01091289 0.00278711 0.00271707 0.00289893
 0.00418357 0.00211138 0.00229742 0.00436063 0.00588882 0.00500336
 0.00301806 0.0025045  0.00203693 0.00394641 0.00271445 0.00207159
 0.00325636 0.00361652 0.00249183 0.00352344 0.00373268 0.00144021
 0.00083941 0.00224423 0.00214254 0.00269519 0.00235785 0.00237815
 0.00322238 0.00257652 0.00194379 0.00521151 0.0024544  0.00241718
 0.00279231 0.00497067 0.0033935  0.00332278 0.00197999 0.0023584
 0.00277267 0.00315393 0.0040595  0.01506725 0.00267259 0.00080163
 0.00378068 0.00254793 0.00387199 0.00351125 0.00349481 0.00297313
 0.00282589 0.00238203 0.00268579 0.0033859  0.00471309 0.0025131
 0.00357179 0.00242467 0.00263025 0.00253274 0.00299682]"
3277,44,"[1.87115628e-307 2.15192743e-307 2.82103946e-307 4.73047623e-307
 3.69038841e-307 2.07948135e-307 1.78365446e-307 2.12325736e-307
 2.96089977e-307 1.67642578e-307 2.42540938e-307 5.83204227e-307
 2.42219006e-307 1.62327822e-307 1.85590526e-307 1.23847073e-307
 2.28824920e-307 2.36253502e-307 1.91204900e-307 2.32001866e-307
 1.43403586e-307 1.86695107e-307 1.02384507e-307 3.54604696e-307
 2.95486610e-307 1.16745638e-307 3.12222702e-307 1.81128901e-307
 2.22392179e-307 2.29469133e-307 2.55962784e-307 1.96587020e-307
 1.85673507e-307 2.23296387e-307 8.58897819e-308 2.48387492e-307
 2.61492892e-307 2.15044299e-307 2.18817647e-307 2.21175851e-307
 1.82852583e-307 4.92557770e-307 2.60072483e-307 3.59096137e-307
 1.00000000e+000 2.79757582e-307 6.39093187e-307 2.10362577e-307
 3.18323533e-307 3.05983182e-307 1.00849002e-307 2.77176947e-307
 6.50979021e-308 2.05448903e-307 1.31808207e-307 1.41146516e-307
 2.06301481e-307 3.03883366e-307 2.03372222e-307 1.95593215e-307
 3.50783613e-307 2.05816751e-307 2.93730459e-307 1.27312282e-307
 2.42560370e-307 1.26656129e-307 1.85216899e-307 1.24488661e-307
 2.06493297e-307 2.04290526e-307 1.89698001e-307 2.15302648e-307
 1.92994087e-307 5.25210279e-308 1.88847106e-307 2.17892263e-307
 3.79771725e-307 2.26189600e-307 1.97877913e-307 1.82708974e-307
 3.41898176e-307 2.48997685e-307 5.06688043e-307 2.47760474e-307
 4.07593872e-307 2.55011565e-307 1.58114519e-307 3.20534261e-307
 1.93349405e-307 2.23089538e-307 2.54970608e-307 1.97711241e-307
 2.89070189e-307 2.48108530e-307 1.99669406e-307 1.04420853e-307
 5.21964358e-308 2.03267101e-307 1.54133508e-307 4.93464830e-307
 2.38518382e-307 3.08427589e-307 3.60023083e-307 2.17823989e-307
 9.36244873e-308 3.19372063e-307 1.58120872e-307 2.26135585e-307
 3.87982674e-307 3.68362188e-307 2.26529342e-307 2.43458238e-307
 1.30941527e-307 1.96131222e-307 3.36905645e-307 2.14896770e-307
 2.56032240e-307 3.45675158e-307 2.84287677e-307 4.61815013e-308
 2.72305307e-307 8.83729575e-308 1.95659378e-307 2.49286942e-307
 2.66237254e-307 5.27123072e-307 2.49486410e-307 3.48790885e-307
 4.29087055e-307 3.09045537e-307 6.12567173e-307 3.12019360e-307
 2.16057406e-307 2.84594310e-307 3.72784254e-307 2.74408267e-307
 2.10036897e-307]"
3278,40,"[0.00173275 0.00174737 0.00198927 0.00295083 0.0023806  0.0016755
 0.00335752 0.00286009 0.00209863 0.00451976 0.00508335 0.00207265
 0.00204706 0.00635347 0.0017872  0.00198327 0.00207288 0.0051082
 0.01336133 0.00209109 0.00557411 0.00170759 0.00234691 0.00229522
 0.00287105 0.00124337 0.00254457 0.00164014 0.00192432 0.00514904
 0.00239467 0.00167238 0.00145711 0.00207112 0.00100197 0.0017771
 0.00264168 0.00171096 0.00189307 0.00947218 0.03729855 0.00304701
 0.00207027 0.0022286  0.00255838 0.00215798 0.00256121 0.02432115
 0.00232663 0.00234168 0.00124127 0.00530578 0.00087078 0.00174204
 0.00204595 0.00146668 0.00174241 0.0029064  0.00228102 0.00349632
 0.0017952  0.00175115 0.00195445 0.00144994 0.00193622 0.00134999
 0.00304749 0.00148364 0.00159217 0.0038754  0.00154775 0.00196768
 0.00928361 0.00077374 0.00171184 0.00182619 0.00333864 0.00174211
 0.00163035 0.00177422 0.00177828 0.00219284 0.00320594 0.00191225
 0.00232669 0.00170506 0.00411965 0.00231067 0.00157669 0.00158761
 0.00193027 0.00160487 0.00176209 0.00223099 0.00306744 0.00136327
 0.00076637 0.00588277 0.0015015  0.00211086 0.00240599 0.00256379
 0.00268583 0.00202738 0.00213258 0.00228827 0.00151014 0.0021443
 0.00251973 0.00245864 0.00181735 0.00579612 0.00135074 0.00193301
 0.00246768 0.00169245 0.00218466 0.00240746 0.00249146 0.00070211
 0.00186015 0.00111494 0.0016684  0.0018479  0.00191189 0.00254416
 0.00216148 0.00189882 0.00270352 0.00226412 0.00247406 0.00245007
 0.00368039 0.00174912 0.00287073 0.00175529 0.00931479]"
3279,44,"[1.90127043e-307 2.18099783e-307 2.86596359e-307 4.71706497e-307
 3.65738072e-307 2.11793312e-307 1.74849105e-307 2.07357593e-307
 2.99428617e-307 1.63484371e-307 2.39774522e-307 6.27765653e-307
 2.37563477e-307 1.60234435e-307 1.85760869e-307 1.22124512e-307
 2.29553560e-307 2.31374932e-307 1.88698770e-307 2.35687500e-307
 1.42196014e-307 1.84157532e-307 1.00913792e-307 3.61366791e-307
 2.89675146e-307 1.18352826e-307 3.19094102e-307 1.78472584e-307
 2.21442909e-307 2.23643674e-307 2.56243208e-307 1.99063636e-307
 1.88938222e-307 2.27175571e-307 8.65296011e-308 2.53100235e-307
 2.55330954e-307 2.17712476e-307 2.24589391e-307 2.18417043e-307
 1.80072505e-307 4.90305046e-307 2.66307826e-307 3.67380357e-307
 1.00000000e+000 2.78764033e-307 6.53794948e-307 2.05535140e-307
 3.23183605e-307 3.08813468e-307 1.00240935e-307 2.75364261e-307
 6.47638901e-308 2.04880152e-307 1.29676135e-307 1.42997172e-307
 2.06085136e-307 2.95980210e-307 2.06329245e-307 1.91278658e-307
 3.67879305e-307 2.06364642e-307 2.96897078e-307 1.29058311e-307
 2.47546788e-307 1.28468600e-307 1.86140375e-307 1.22820716e-307
 2.09765213e-307 1.99762667e-307 1.93006434e-307 2.19739583e-307
 1.88692758e-307 5.25724179e-308 1.86268569e-307 2.20832686e-307
 3.79416913e-307 2.30465940e-307 1.98512780e-307 1.86249987e-307
 3.57502288e-307 2.46748946e-307 4.89207633e-307 2.48978839e-307
 4.22226918e-307 2.61752916e-307 1.57610248e-307 3.25063380e-307
 1.96021162e-307 2.30919838e-307 2.59095175e-307 1.99436672e-307
 3.02259574e-307 2.50743703e-307 1.95738431e-307 1.05349571e-307
 5.22543711e-308 2.00922987e-307 1.55600154e-307 5.26072221e-307
 2.42777010e-307 3.10719717e-307 3.54117731e-307 2.21281895e-307
 9.24042861e-308 3.20693531e-307 1.60280621e-307 2.30366805e-307
 4.01832870e-307 3.64531401e-307 2.29802934e-307 2.38093463e-307
 1.32095255e-307 1.99060952e-307 3.44270366e-307 2.18998347e-307
 2.57543906e-307 3.36102858e-307 2.89972308e-307 4.61672240e-308
 2.77630194e-307 8.77057077e-308 1.96186659e-307 2.51761969e-307
 2.71338685e-307 5.34699792e-307 2.53530976e-307 3.62003752e-307
 4.45805233e-307 3.15893347e-307 6.04054508e-307 3.20188705e-307
 2.11581189e-307 2.98776221e-307 3.75690569e-307 2.83174762e-307
 2.04962681e-307]"
3280,72,"[0.0018983  0.00193407 0.00230775 0.00355534 0.00295213 0.00185282
 0.00463505 0.00380888 0.00233313 0.00687384 0.00476263 0.00229932
 0.002625   0.00678673 0.0021001  0.00268024 0.00239705 0.0064645
 0.00717777 0.00225457 0.00427227 0.0021577  0.00331323 0.00251064
 0.00344177 0.001399   0.00274577 0.00208911 0.00232872 0.0069637
 0.00272089 0.00193346 0.00170452 0.00224203 0.00118979 0.00195365
 0.00336937 0.00200245 0.00205458 0.00597813 0.00863245 0.00348433
 0.00227294 0.00247818 0.00294248 0.0025537  0.00285146 0.01611661
 0.00257821 0.0027871  0.00151412 0.00445488 0.0010605  0.00213749
 0.00271775 0.00159735 0.0020689  0.00369781 0.00237804 0.00515454
 0.00197323 0.00204009 0.00226354 0.00158868 0.00210545 0.00150631
 0.00298617 0.00194238 0.00175446 0.005438   0.00173607 0.00209815
 0.09768096 0.0009215  0.00218344 0.00208149 0.00345118 0.00194286
 0.00195873 0.00202061 0.00195022 0.00263383 0.00387982 0.00228407
 0.00251471 0.00186643 0.00357416 0.00255152 0.00179667 0.00175531
 0.00214973 0.00188573 0.0019543  0.00246545 0.0040446  0.00154199
 0.00091196 0.00470653 0.00166051 0.00233    0.00251521 0.00269177
 0.00331392 0.00217394 0.0029733  0.00259846 0.00170171 0.00229058
 0.00269444 0.00283676 0.00206312 0.00743559 0.00152023 0.00209522
 0.00272828 0.00192364 0.0024263  0.00302273 0.00265679 0.00082198
 0.00213287 0.00142589 0.00200142 0.00210927 0.00214013 0.00289978
 0.00246001 0.00205981 0.00283906 0.00255643 0.00298851 0.00261435
 0.0047677  0.00192765 0.00302446 0.00191151 0.01155899]"
3281,-1,"[0.00479486 0.00206956 0.00246904 0.00182116 0.00156269 0.00389161
 0.00134026 0.00145775 0.00219561 0.00120411 0.00146703 0.00203671
 0.00155778 0.00124394 0.00256349 0.00122896 0.00227214 0.00143774
 0.00136906 0.00269104 0.00128453 0.00139487 0.00103245 0.00221516
 0.001488   0.02971748 0.00210678 0.00141505 0.00201771 0.00144991
 0.00230368 0.00307665 0.00232247 0.00217491 0.00145516 0.00214291
 0.00161569 0.00279922 0.00179444 0.00149607 0.00134767 0.00187958
 0.00229048 0.0023789  0.00207275 0.0020143  0.00198368 0.00135112
 0.00218901 0.00181189 0.00099113 0.00169744 0.00079681 0.00192146
 0.00117059 0.00596918 0.00162148 0.00171474 0.00191051 0.00138771
 0.00197152 0.00169801 0.00233086 0.00579311 0.00303607 0.03853854
 0.00199774 0.00109488 0.00202417 0.00140672 0.00437133 0.00318892
 0.00130198 0.00071644 0.00143543 0.00331772 0.00176142 0.00320388
 0.00206055 0.00177954 0.00193729 0.0017992  0.00179317 0.00251926
 0.00218913 0.00199544 0.00158836 0.00232757 0.00448322 0.00183476
 0.00251521 0.00241007 0.0020624  0.00250512 0.0014451  0.00132456
 0.00071554 0.00146058 0.00192574 0.00214463 0.00205348 0.00170565
 0.00148079 0.00301301 0.00096725 0.00204912 0.00380901 0.00209908
 0.00197901 0.00183757 0.002562   0.00149459 0.0015225  0.00202874
 0.00202398 0.0035716  0.00214164 0.00169615 0.00204719 0.00080677
 0.00232288 0.00101106 0.00231876 0.00195212 0.00271832 0.00191726
 0.00284084 0.00199359 0.00198118 0.00233182 0.00180851 0.00206189
 0.00152618 0.00207981 0.00179986 0.00205676 0.00134339]"
3282,18,"[0.003616   0.00365556 0.0041818  0.00641446 0.00468959 0.00350794
 0.0060934  0.00525997 0.00430653 0.00723114 0.0139293  0.00443022
 0.00395084 0.0156294  0.00348849 0.0036928  0.00414806 0.00994035
 0.25379679 0.00438083 0.01410521 0.00331023 0.00427138 0.00483167
 0.00606293 0.00258438 0.00577874 0.00315002 0.0038471  0.00880018
 0.00479395 0.00342577 0.00299241 0.00443731 0.00203481 0.00370782
 0.00497795 0.00347801 0.00422447 0.02436124 0.04309554 0.00653945
 0.00462353 0.00461953 0.00529738 0.0042768  0.00541418 0.021615
 0.00496343 0.00502685 0.0025122  0.01266349 0.00170431 0.00345792
 0.00382479 0.00309161 0.00346278 0.00554689 0.00518897 0.00622262
 0.00392239 0.00351178 0.0039842  0.00301937 0.00408318 0.00280326
 0.00662223 0.00284828 0.00332823 0.00699412 0.00324615 0.00422107
 0.01410984 0.00162469 0.00333394 0.00379343 0.00755504 0.00364068
 0.00328121 0.00383074 0.00386853 0.004344   0.00634813 0.0038326
 0.00499826 0.00362462 0.00941214 0.00473422 0.00327016 0.00341146
 0.00398308 0.00326161 0.00373528 0.00455501 0.00575072 0.00298436
 0.001609   0.01292646 0.00315862 0.00460059 0.00538375 0.00570511
 0.00569378 0.00426691 0.00397745 0.00459712 0.00311851 0.00469542
 0.00553127 0.00494878 0.00373491 0.01054362 0.00277347 0.00417381
 0.00544294 0.00351662 0.00441558 0.0046844  0.00560455 0.00142771
 0.00384992 0.00216209 0.00333667 0.00376443 0.00396794 0.00547278
 0.00451683 0.00409954 0.00614064 0.0048419  0.00509115 0.00557837
 0.00658513 0.00372064 0.00640053 0.0037486  0.01365813]"
