document_id,topic,probabilities
17,33,"[0.00562457 0.01535808 0.00501829 0.00860727 0.01256731 0.00559563
 0.04994292 0.01009178 0.00931928 0.02444637 0.01179788 0.01212714
 0.01741253 0.00878147 0.01263441 0.00644686 0.00673717 0.00835076
 0.00517479 0.01627705 0.01950818 0.00862616 0.01109156 0.004272
 0.0072691  0.01470117 0.01037216 0.00404951 0.00947292 0.00828407
 0.02009914 0.00773646 0.01080266 0.09120572 0.01446374 0.01007213
 0.00913927 0.00898766 0.02391615 0.00732366 0.0102291  0.01268386
 0.0137096  0.05013049 0.0045432  0.01447897 0.00947304 0.00642999
 0.02610147 0.00941848 0.0103186 ]"
18,32,"[4.30930974e-308 1.48089336e-307 4.42705396e-308 3.09179683e-307
 6.47555789e-308 5.36651696e-308 1.05712658e-307 1.85231844e-307
 5.72106726e-308 9.59674297e-308 8.75712100e-308 7.43586705e-308
 7.03541981e-308 9.15198958e-308 5.71727296e-308 1.17622330e-307
 6.70820749e-308 4.83330029e-308 3.60395940e-308 1.43472591e-307
 9.33675484e-308 5.18748713e-308 9.84382303e-308 3.13771249e-308
 6.80564953e-308 7.48539552e-308 2.69584314e-307 4.86975357e-308
 1.37717815e-307 1.61437434e-307 7.78591656e-308 6.28157715e-308
 1.00000000e+000 8.34033869e-308 7.34814768e-308 6.28347853e-308
 2.20160934e-307 5.66513504e-308 1.23797317e-307 5.42333825e-308
 7.87955072e-308 7.58719455e-308 8.16395965e-308 7.82228978e-308
 6.06753115e-308 1.56906538e-307 2.17440613e-307 4.47572246e-308
 1.02657968e-307 8.81838017e-308 6.34794432e-308]"
19,16,"[3.87478468e-308 5.55436663e-308 4.77475462e-308 6.54076779e-308
 6.46147071e-308 1.05464884e-307 5.25993235e-308 8.31150363e-308
 6.09465578e-308 5.91763958e-308 6.58253501e-308 8.31411739e-308
 4.87781845e-308 6.73919117e-308 4.71723163e-308 6.25445852e-308
 1.00000000e+000 4.76254838e-308 4.67342755e-308 7.41689151e-308
 5.28251337e-308 5.06391627e-308 9.93310832e-308 2.56984925e-308
 6.53212837e-308 8.16503060e-308 6.37321281e-308 3.97733021e-308
 4.94339631e-308 5.63418298e-308 6.38293317e-308 6.54029763e-308
 6.35185743e-308 5.32156763e-308 7.60743919e-308 6.59964691e-308
 6.38480197e-308 4.91822230e-308 5.52919638e-308 1.22845092e-307
 9.98364765e-308 7.94749967e-308 7.21332081e-308 5.06625951e-308
 4.43933728e-308 8.90811702e-308 8.40023635e-308 6.28208982e-308
 6.39121754e-308 8.70938469e-308 7.26853825e-308]"
20,16,"[3.87314990e-308 5.56321976e-308 4.76705791e-308 6.55883463e-308
 6.45768420e-308 1.04884315e-307 5.26690827e-308 8.34710477e-308
 6.08730101e-308 5.91773558e-308 6.58026185e-308 8.29781202e-308
 4.88008744e-308 6.76639072e-308 4.71621996e-308 6.27019190e-308
 1.00000000e+000 4.75874136e-308 4.67008291e-308 7.43816394e-308
 5.28917676e-308 5.06084018e-308 9.92285558e-308 2.57284790e-308
 6.51823680e-308 8.15644441e-308 6.39249406e-308 3.98426590e-308
 4.95774828e-308 5.65426644e-308 6.38081418e-308 6.52308369e-308
 6.36972935e-308 5.32553136e-308 7.60343046e-308 6.59217545e-308
 6.40670596e-308 4.91834449e-308 5.53803540e-308 1.22235848e-307
 9.96218562e-308 7.94024545e-308 7.20833477e-308 5.07141027e-308
 4.44842811e-308 8.91030398e-308 8.43003013e-308 6.26690697e-308
 6.39395780e-308 8.69037497e-308 7.25319805e-308]"
21,4,"[4.67230477e-308 8.03618558e-308 4.39134164e-308 5.26036698e-308
 1.00000000e+000 5.44289144e-308 9.11480135e-308 5.89262378e-308
 8.73113547e-308 1.33965408e-307 8.40724738e-308 1.05732368e-307
 8.83567747e-308 5.12387233e-308 8.56579641e-308 4.33617613e-308
 6.30439553e-308 7.24239669e-308 5.42132522e-308 7.57217845e-308
 8.83058812e-308 8.11887499e-308 1.05718442e-307 3.09837338e-308
 5.66483875e-308 1.33905500e-307 6.20909442e-308 2.85791554e-308
 4.86019464e-308 4.78556960e-308 9.73376588e-308 6.17491815e-308
 5.88920795e-308 9.67217235e-308 9.16027218e-308 1.04379809e-307
 5.55779095e-308 8.89075868e-308 7.62249666e-308 8.26141896e-308
 8.94238888e-308 1.44248253e-307 8.52693232e-308 1.03993416e-307
 3.15668842e-308 8.80215974e-308 6.22688584e-308 6.99733341e-308
 9.52756349e-308 7.19170072e-308 9.81493611e-308]"
22,16,"[0.00436171 0.00609266 0.0054455  0.00708977 0.00723692 0.01277099
 0.00576704 0.00885299 0.00695076 0.00658127 0.00739224 0.00935391
 0.00540957 0.00713136 0.00527935 0.00682117 0.45513313 0.00537987
 0.00530145 0.00803373 0.0057817  0.0057293  0.01132533 0.00281802
 0.00745527 0.00914031 0.00684    0.00434287 0.00532374 0.00601066
 0.00707639 0.00746014 0.00686083 0.00584615 0.00843181 0.00753023
 0.00681795 0.00553799 0.00603668 0.01460761 0.01146703 0.00902105
 0.00801047 0.005544   0.00483215 0.0099167  0.00901388 0.00711618
 0.00706871 0.00996293 0.00817481]"
23,8,"[0.00730289 0.0082611  0.00739306 0.0066905  0.01184198 0.00820951
 0.00879677 0.0075666  0.36873914 0.01198817 0.01122844 0.01296945
 0.01252363 0.00687115 0.01670862 0.00607139 0.00879443 0.03247011
 0.01668988 0.0104606  0.00884471 0.04230452 0.01337177 0.00341673
 0.00893459 0.01514017 0.00661194 0.00398895 0.00589905 0.00571115
 0.01208378 0.00967878 0.00696041 0.00936104 0.0114266  0.05360649
 0.00615352 0.0168437  0.00904434 0.01565744 0.01449606 0.02497289
 0.01110981 0.00855318 0.00428246 0.01135317 0.00750655 0.00948476
 0.01200364 0.01101979 0.01254607]"
24,-1,"[0.00380684 0.00659273 0.00315589 0.00409941 0.00837758 0.00327543
 0.00881701 0.00452815 0.00969026 0.01481124 0.00735033 0.00695098
 0.03380704 0.0041439  0.02930018 0.00333902 0.0037282  0.00966551
 0.00413883 0.00740465 0.00810104 0.01009756 0.00662401 0.00200634
 0.00441797 0.00866395 0.00437902 0.00200385 0.00396951 0.00362841
 0.01023423 0.00473766 0.00465571 0.00988718 0.00693992 0.0096646
 0.00391349 0.00904724 0.00823336 0.00481228 0.00633936 0.01039783
 0.00743332 0.00868041 0.00218791 0.00695769 0.00440804 0.00404972
 0.01225162 0.00552407 0.00628701]"
25,0,"[0.22506848 0.01073008 0.0163384  0.00872514 0.00980647 0.00833606
 0.00977818 0.00840987 0.01142456 0.01192152 0.01177625 0.01003845
 0.01151111 0.00715422 0.01179078 0.00769661 0.00804436 0.01077556
 0.00814892 0.01053073 0.00892666 0.01116504 0.01114921 0.00507764
 0.0119072  0.00983893 0.00833493 0.00591852 0.00725351 0.00712425
 0.01024605 0.0105673  0.00910445 0.00977832 0.00922108 0.01139899
 0.0077238  0.01174366 0.00912455 0.00900281 0.0095252  0.01110886
 0.0095706  0.0093721  0.00641944 0.01168506 0.00919893 0.0088344
 0.01104951 0.01234599 0.00981451]"
26,-1,"[0.00162127 0.00537369 0.00175355 0.01341526 0.00284221 0.00238911
 0.00434835 0.01144478 0.00241064 0.00379916 0.00368651 0.00321777
 0.00284379 0.00439968 0.00237579 0.00565273 0.0030883  0.00204685
 0.00147246 0.0058851  0.0037288  0.0021882  0.00417568 0.00128051
 0.00289285 0.00325019 0.01210824 0.00216394 0.00626475 0.00887512
 0.00325411 0.00269093 0.01978954 0.00351801 0.00323065 0.00264248
 0.01583333 0.00238119 0.00490617 0.00233375 0.00339715 0.00320664
 0.00346769 0.00339086 0.0027546  0.00601058 0.01136622 0.00191378
 0.00401616 0.003671   0.00276971]"
27,-1,"[0.00463212 0.00668893 0.00587582 0.00536102 0.0109162  0.00751723
 0.00674047 0.00604845 0.01027774 0.0094789  0.00768193 0.02296442
 0.00771022 0.00552801 0.00841683 0.00465322 0.00825139 0.00878233
 0.00587779 0.00742637 0.00751532 0.00847224 0.01106808 0.00229823
 0.00879497 0.0156546  0.00601606 0.00281857 0.00479871 0.00486961
 0.01162207 0.01179778 0.00575682 0.00797897 0.01162979 0.0110491
 0.00547368 0.00712872 0.00677368 0.01316007 0.01111919 0.01255404
 0.01010953 0.00746451 0.00307058 0.00966364 0.00639985 0.02734251
 0.00973601 0.01090111 0.05061918]"
28,-1,"[0.00159096 0.0052648  0.00172077 0.01328664 0.00277735 0.00233997
 0.0042408  0.0109509  0.00235704 0.00371119 0.0036119  0.00314141
 0.00277983 0.00428042 0.00232341 0.00552311 0.00301634 0.00200235
 0.00144073 0.00571057 0.00363991 0.00214045 0.00408091 0.00125488
 0.00283719 0.0031697  0.01169697 0.00212835 0.00603959 0.00856048
 0.00317577 0.00263551 0.01939287 0.00343091 0.00314881 0.00258252
 0.0152058  0.00233008 0.00478329 0.00227996 0.003317   0.00313044
 0.0033886  0.00330755 0.00271288 0.00586429 0.01100366 0.00187161
 0.00391661 0.00359359 0.00270588]"
29,3,"[0.00609946 0.01276118 0.0065405  0.22220471 0.007643   0.0079484
 0.01059808 0.02185978 0.00702914 0.00990289 0.01155566 0.00890862
 0.00790995 0.01141297 0.00673613 0.02904494 0.00973515 0.0059808
 0.00499136 0.01524476 0.00932454 0.0063632  0.01208729 0.00441538
 0.00922462 0.00870024 0.01951739 0.00937591 0.01372838 0.0176062
 0.008819   0.00819515 0.03554391 0.00895619 0.00872554 0.00757796
 0.02128278 0.00680548 0.01233741 0.00736336 0.00994176 0.00887189
 0.00993445 0.00837295 0.01259297 0.01618722 0.02430418 0.00586876
 0.01073777 0.01122388 0.00766696]"
30,3,"[0.00487978 0.01189336 0.00510619 0.07577228 0.00655041 0.00611963
 0.0099964  0.01911903 0.00593877 0.00920478 0.01022047 0.00776175
 0.00705391 0.00955422 0.00580506 0.01574545 0.00774558 0.00500632
 0.00405626 0.01439631 0.00866167 0.00533416 0.0105234  0.00345865
 0.00738076 0.00764828 0.0186857  0.00622733 0.01167331 0.01406268
 0.00796625 0.00672057 0.05113261 0.00814935 0.00765005 0.00644502
 0.01786671 0.00569565 0.01236554 0.00607904 0.00864613 0.00774799
 0.00902302 0.00746782 0.00791625 0.01477787 0.020276   0.00479686
 0.01024281 0.00944185 0.00651685]"
31,4,"[0.01043592 0.01722763 0.00919368 0.0110413  0.20512694 0.01075255
 0.02004788 0.01217627 0.01964596 0.02728751 0.01750849 0.01907461
 0.02151585 0.01083242 0.02126741 0.00918435 0.01210886 0.01726063
 0.01231564 0.01593351 0.01887677 0.0197953  0.01962556 0.00696726
 0.01160886 0.0238778  0.01277406 0.00598749 0.01051501 0.01014604
 0.01950297 0.01243284 0.01235705 0.02089752 0.01761985 0.02302309
 0.01150599 0.02316711 0.01630225 0.01576279 0.01706534 0.02831518
 0.01671095 0.02315738 0.00656871 0.01733938 0.01262368 0.0137751
 0.01934869 0.01418887 0.0182237 ]"
32,3,"[0.00569771 0.01362363 0.00587004 0.09032824 0.00736186 0.0069529
 0.01108831 0.02129565 0.00659608 0.00993842 0.01054502 0.00832571
 0.00777399 0.01098435 0.00650532 0.02028702 0.00854699 0.00564999
 0.00467902 0.01470272 0.0096083  0.00602361 0.01095998 0.00439086
 0.00814556 0.00827234 0.02257969 0.00810745 0.01530369 0.01976649
 0.00852087 0.00739993 0.04783684 0.00898797 0.00826936 0.00713862
 0.02429195 0.00652738 0.01307077 0.00670767 0.0090762  0.00839805
 0.00933548 0.00847629 0.01059785 0.01495076 0.02223513 0.00547116
 0.01060115 0.00997606 0.00719779]"
33,2,"[0.01597083 0.00896234 0.24953594 0.00857745 0.00873172 0.01140953
 0.00786702 0.00832136 0.01061278 0.00979387 0.01090353 0.01124895
 0.00862948 0.00678222 0.00893692 0.00797579 0.00952759 0.00911472
 0.00751661 0.00932951 0.00773271 0.00931909 0.01252481 0.00408937
 0.0229566  0.00995116 0.00791949 0.00585928 0.00646109 0.00666947
 0.00949947 0.01663878 0.00847281 0.00812553 0.00921201 0.01070467
 0.00742802 0.00890007 0.0078136  0.01024713 0.01071567 0.01071007
 0.00969472 0.00755751 0.00638107 0.0121328  0.00945541 0.01031642
 0.01003448 0.01875594 0.01108105]"
34,10,"[0.00763474 0.01183473 0.0076871  0.01155507 0.01097908 0.00846668
 0.01241735 0.01102534 0.01123276 0.01647382 0.23873765 0.01245468
 0.01174336 0.00792718 0.01027765 0.00914123 0.0095196  0.00879915
 0.00632719 0.01464814 0.01007146 0.00952414 0.01898505 0.00369088
 0.01089502 0.01240245 0.00946514 0.00525083 0.00736091 0.00742496
 0.01292225 0.01018089 0.0114065  0.01108691 0.01130372 0.01195325
 0.00861055 0.00972366 0.01239117 0.00991049 0.01617479 0.01483774
 0.01591389 0.00956796 0.005949   0.01797388 0.01101498 0.00676118
 0.01610029 0.01436443 0.00974211]"
35,35,"[5.54723932e-308 7.86936648e-308 5.47619940e-308 5.73595482e-308
 1.22926398e-307 6.50268659e-308 8.26868944e-308 6.53466938e-308
 4.47614613e-307 1.20233286e-307 9.83925186e-308 1.20633100e-307
 1.11173253e-307 5.63128265e-308 1.37935542e-307 4.98405485e-308
 7.07558139e-308 1.79652145e-307 9.34575693e-308 9.49601041e-308
 8.25002691e-308 2.72032922e-307 1.36821923e-307 2.66044761e-308
 7.32107499e-308 1.57741335e-307 5.88356281e-308 2.98883404e-308
 5.05697682e-308 4.86888773e-308 1.09603669e-307 7.87711993e-308
 6.16366760e-308 8.63035456e-308 1.00664435e-307 1.00000000e+000
 5.37356653e-308 1.71406423e-307 8.18380776e-308 1.19047819e-307
 1.29512381e-307 4.61514969e-307 9.40792586e-308 7.91696066e-308
 3.26130309e-308 1.05760594e-307 6.68767242e-308 7.44332224e-308
 1.14666890e-307 9.61346815e-308 1.10197973e-307]"
36,26,"[0.00571838 0.01853308 0.00592937 0.017267   0.00951184 0.00747496
 0.01270657 0.01828249 0.00723361 0.01203505 0.00975209 0.01042086
 0.00859952 0.01159976 0.00722651 0.01095285 0.00990524 0.00620547
 0.00507697 0.01352412 0.01361518 0.00660142 0.01220559 0.00489663
 0.00854399 0.01049009 0.11209459 0.00609038 0.01525257 0.02281089
 0.01015033 0.00833102 0.02473058 0.01089288 0.00970222 0.00796131
 0.04054967 0.00717122 0.01344455 0.0078019  0.00986695 0.00977721
 0.01062141 0.01145264 0.00730346 0.01609223 0.02090184 0.00694844
 0.01178747 0.01074832 0.00935447]"
