document_id,topic,probabilities
395,44,"[3.06535399e-308 4.07683339e-308 3.28379274e-308 7.28215866e-308
 3.17436981e-308 3.75690186e-308 3.94406606e-308 6.72912647e-308
 3.14302058e-308 3.65617550e-308 4.21376728e-308 3.56375043e-308
 3.34612289e-308 5.60555285e-308 3.03148044e-308 9.61738169e-308
 4.39274274e-308 2.82391369e-308 2.64684513e-308 5.50413341e-308
 3.51365503e-308 2.92926721e-308 4.16403745e-308 2.60225996e-308
 3.78572371e-308 3.52892178e-308 5.06230562e-308 4.09648414e-307
 5.62000041e-308 6.39551738e-308 3.57259388e-308 3.46107030e-308
 5.87875967e-308 3.64532799e-308 3.73823927e-308 3.26948315e-308
 5.83086147e-308 3.02616080e-308 4.39843435e-308 3.48048845e-308
 3.87369297e-308 3.54831880e-308 3.82553248e-308 3.48783102e-308
 1.00000000e+000 4.78576665e-308 6.21901067e-308 2.85408403e-308
 3.99886607e-308 4.12921119e-308 3.24096076e-308]"
396,43,"[4.52067073e-308 1.21109389e-307 4.04602717e-308 6.81324585e-308
 1.20841691e-307 4.63521045e-308 2.56419892e-307 8.02802358e-308
 7.73565580e-308 1.70105939e-307 8.80531410e-308 1.00250866e-307
 1.31311748e-307 7.41541741e-308 1.05758607e-307 5.24723792e-308
 5.57917571e-308 7.13871221e-308 4.29623190e-308 1.15879706e-307
 1.52646509e-307 7.32358215e-308 8.84610257e-308 3.77051049e-308
 6.02803078e-308 1.19633752e-307 8.57214284e-308 3.22851034e-308
 7.93816275e-308 6.99100267e-308 1.48928354e-307 6.45644707e-308
 8.41597404e-308 5.30641611e-307 1.16680828e-307 8.38476741e-308
 7.65774748e-308 7.66447710e-308 1.52044405e-307 6.06234875e-308
 8.03274055e-308 1.01956563e-307 1.04002130e-307 1.00000000e+000
 3.59560800e-308 1.07933316e-307 7.67599405e-308 5.66537478e-308
 1.62650699e-307 7.58794639e-308 9.01683555e-308]"
397,1,"[0.00573831 0.02868594 0.0050322  0.00891008 0.01124079 0.00535571
 0.02736702 0.00939416 0.00894745 0.0372932  0.01119917 0.01042272
 0.01599755 0.00751592 0.01096354 0.0062803  0.00634405 0.00763944
 0.00501884 0.0143891  0.02561364 0.00833745 0.01166763 0.00377378
 0.00707604 0.01191082 0.01126253 0.00381033 0.00884022 0.00792536
 0.01412921 0.00724752 0.01192229 0.01929921 0.01007053 0.00998637
 0.00907484 0.00943612 0.02193572 0.00679235 0.00953108 0.01252241
 0.01126922 0.01775361 0.00433268 0.01762381 0.00987625 0.00587312
 0.02517246 0.00942899 0.00893928]"
398,1,"[0.00545835 0.03584131 0.00492429 0.01028194 0.00919411 0.00527987
 0.02264893 0.01041911 0.00805696 0.02427156 0.01098671 0.00958875
 0.01304285 0.00776683 0.00919018 0.00680398 0.00632642 0.00679192
 0.00462351 0.01540057 0.02027458 0.00741039 0.01164239 0.0035737
 0.00705874 0.01047748 0.01293377 0.00395741 0.00967154 0.00870307
 0.01225187 0.00702856 0.01489284 0.01511176 0.00927311 0.00898771
 0.01006428 0.00832763 0.02190599 0.00638973 0.00924754 0.01117032
 0.01055272 0.01368598 0.00456409 0.01967136 0.01123588 0.00539414
 0.02092867 0.00951288 0.00811537]"
399,2,"[0.0146488  0.00833199 0.195473   0.00797606 0.00814937 0.01067473
 0.00732683 0.00775521 0.00988466 0.00913285 0.01015461 0.01056769
 0.00803252 0.00632164 0.00831979 0.00741148 0.00890904 0.00848372
 0.00698663 0.00869671 0.00720456 0.00866298 0.01170271 0.00380164
 0.02174214 0.00932353 0.00737518 0.00544412 0.00601275 0.0062081
 0.00889124 0.01575492 0.00788422 0.00758431 0.00863089 0.00997885
 0.00691846 0.00825577 0.00727847 0.00959174 0.01002253 0.00999813
 0.00906647 0.00704956 0.00592975 0.01131559 0.00880976 0.00969335
 0.00936992 0.0176614  0.01041878]"
400,-1,"[0.00239493 0.00589731 0.00241672 0.0040519  0.00634054 0.00291387
 0.00888816 0.00471693 0.00543237 0.01235077 0.00668074 0.00835624
 0.01040023 0.00436051 0.00728172 0.00312399 0.00361765 0.00485643
 0.00257526 0.00769871 0.00978527 0.00475143 0.00600874 0.00146194
 0.00405817 0.00946706 0.0047053  0.00170792 0.00396977 0.00368074
 0.02516531 0.00459867 0.00481126 0.01407311 0.00941139 0.00564382
 0.00408234 0.00434748 0.01057287 0.00421594 0.00656644 0.00717475
 0.01331554 0.00941336 0.0018975  0.00782239 0.00440002 0.00360264
 0.01843699 0.00537653 0.00662268]"
401,13,"[0.00331418 0.00611181 0.00340147 0.00863186 0.0047859  0.00437486
 0.00665402 0.01922594 0.00443878 0.0058497  0.00564056 0.00561189
 0.00513706 0.02993453 0.00437506 0.00699809 0.00672994 0.0038491
 0.00337534 0.01337366 0.00593007 0.00400798 0.00610274 0.00299733
 0.0043763  0.00597914 0.00863078 0.00489155 0.01068981 0.01215845
 0.00598895 0.00432831 0.00923854 0.0062923  0.00666461 0.00474647
 0.00974662 0.00406203 0.00820567 0.00509006 0.00595975 0.00555787
 0.00617637 0.00595741 0.00573036 0.00751602 0.00970696 0.00386792
 0.00701517 0.00549602 0.00486663]"
402,-1,"[0.0023873  0.00605192 0.0024004  0.00406142 0.00651444 0.00290597
 0.00920929 0.00472579 0.00536108 0.01260839 0.00653351 0.00826309
 0.0102506  0.00436538 0.00718418 0.00311941 0.00361068 0.00479136
 0.0025709  0.00761698 0.01043916 0.00471677 0.00599909 0.00148304
 0.00401257 0.00945866 0.00479509 0.00170377 0.00402338 0.00372399
 0.02261235 0.00453875 0.00485849 0.01479009 0.00918102 0.00561832
 0.00414292 0.00436598 0.01075555 0.00418747 0.00645243 0.0071691
 0.01240042 0.00995958 0.00189468 0.00771732 0.00443469 0.00361741
 0.01772202 0.00531092 0.00662052]"
403,1,"[0.00642924 0.03677023 0.0056146  0.01001225 0.01178974 0.00588591
 0.02628336 0.01031394 0.00971357 0.03570295 0.0121621  0.01111423
 0.01677802 0.00815253 0.01167647 0.00700338 0.00691836 0.0082749
 0.00547754 0.01543398 0.02568254 0.00907247 0.01282788 0.00411704
 0.00786555 0.01244165 0.01260253 0.00422129 0.00974986 0.00877848
 0.01454443 0.00796922 0.01354765 0.01887885 0.01055132 0.01084822
 0.01006149 0.01037527 0.02221558 0.00734291 0.01028232 0.01338691
 0.01187961 0.01758321 0.00481052 0.01958304 0.01108529 0.00637178
 0.02489883 0.0104646  0.00958397]"
404,-1,"[0.00155426 0.00380143 0.0015604  0.00258566 0.00406351 0.00186974
 0.00576418 0.0030121  0.00351037 0.00791371 0.00423923 0.00542539
 0.00671733 0.00278849 0.00473062 0.00199702 0.00231336 0.00314803
 0.00165913 0.00490438 0.00631051 0.00307439 0.00386853 0.00095833
 0.00262697 0.00616137 0.00300543 0.00110378 0.00254597 0.00235717
 0.01674547 0.00298283 0.00306985 0.00933847 0.00611313 0.0036468
 0.00261152 0.00281059 0.00677062 0.00270032 0.00418546 0.00462201
 0.00837727 0.0061857  0.00122575 0.00501867 0.00281227 0.00232427
 0.01174583 0.00347319 0.0043118 ]"
405,27,"[2.84751576e-308 3.52159050e-308 2.99501375e-308 5.78322052e-308
 2.86289829e-308 3.39813409e-308 3.48244205e-308 5.62250065e-308
 2.88448229e-308 3.24385942e-308 3.74648812e-308 3.20081136e-308
 3.03353710e-308 5.03287312e-308 2.77978878e-308 7.45148764e-308
 3.95095249e-308 2.61734114e-308 2.47741636e-308 4.79979560e-308
 3.11609917e-308 2.69975138e-308 3.66153314e-308 2.49706261e-308
 3.37748913e-308 3.18188339e-308 4.24457127e-308 1.00000000e+000
 4.77800877e-308 5.27906829e-308 3.21664606e-308 3.11535126e-308
 4.83616617e-308 3.26433266e-308 3.39234378e-308 2.97852638e-308
 4.79461237e-308 2.76099269e-308 3.86052594e-308 3.18955919e-308
 3.47523554e-308 3.19313860e-308 3.42933733e-308 3.12478815e-308
 3.52609642e-307 4.10908138e-308 5.12849902e-308 2.61427125e-308
 3.55251199e-308 3.64304750e-308 2.92986550e-308]"
406,-1,"[0.00601028 0.0171629  0.00624214 0.01143614 0.01226885 0.00714786
 0.01993606 0.01256961 0.01244258 0.02876969 0.01854066 0.02005423
 0.02056661 0.01002038 0.01406831 0.0082266  0.00873382 0.01031516
 0.00556287 0.0216838  0.0220735  0.01054011 0.01733806 0.00327458
 0.0113366  0.01973416 0.01268515 0.0042776  0.00969462 0.00920325
 0.0344015  0.0122906  0.01403498 0.02240165 0.01795848 0.01324293
 0.01055319 0.01005071 0.02755998 0.0094085  0.01650146 0.01724362
 0.02935555 0.01624713 0.00485682 0.03205112 0.0123538  0.00773665
 0.08424885 0.01664484 0.01478245]"
407,10,"[5.65941436e-308 8.99705142e-308 5.46160692e-308 8.00209197e-308
 8.32000532e-308 5.76028021e-308 9.82661675e-308 7.64772432e-308
 8.34018346e-308 1.37941576e-307 1.00000000e+000 9.16539407e-308
 9.61484280e-308 5.69814610e-308 8.08252070e-308 6.23027494e-308
 6.49442393e-308 6.64249811e-308 4.60624318e-308 1.07866786e-307
 7.84202569e-308 7.14341332e-308 1.27581550e-307 2.72996690e-308
 7.62020396e-308 9.24362737e-308 6.86952391e-308 3.69564078e-308
 5.36923073e-308 5.34182444e-308 1.01441924e-307 7.28999234e-308
 8.22710912e-308 8.73568241e-308 8.35709727e-308 8.79540840e-308
 6.16898519e-308 7.28928684e-308 9.72516245e-308 6.98236087e-308
 1.11450132e-307 1.09211008e-307 1.22548659e-307 7.45695217e-308
 4.17273057e-308 1.28632478e-307 7.64067395e-308 4.93261138e-308
 1.29227438e-307 1.00217895e-307 7.19686942e-308]"
408,5,"[0.00611113 0.00703572 0.0086594  0.0077736  0.00830815 0.46729262
 0.00647617 0.00849627 0.0084788  0.00756186 0.00873685 0.01022291
 0.00623266 0.00656259 0.00631324 0.00780901 0.01611852 0.00666041
 0.00668371 0.0081232  0.00638261 0.0071475  0.0129462  0.00342731
 0.01127796 0.00980495 0.00720364 0.00516345 0.00577631 0.00624313
 0.00776452 0.01059496 0.00741373 0.0065057  0.00893204 0.00918688
 0.00710198 0.00699477 0.0064917  0.01327409 0.01289768 0.01030041
 0.00843278 0.00613487 0.00567306 0.01079832 0.00935802 0.00877386
 0.00781088 0.01307879 0.00935704]"
409,5,"[4.07664386e-308 4.70397273e-308 5.81042976e-308 5.18254810e-308
 5.52211514e-308 1.00000000e+000 4.30535894e-308 5.67235582e-308
 5.64304738e-308 5.02927222e-308 5.79346003e-308 6.83977635e-308
 4.14091473e-308 4.35992451e-308 4.19062812e-308 5.18957924e-308
 1.08183037e-307 4.41763924e-308 4.42316925e-308 5.41975973e-308
 4.24748584e-308 4.74838449e-308 8.73756177e-308 2.26907288e-308
 7.60793582e-308 6.52488914e-308 4.81489932e-308 3.41702659e-308
 3.84315114e-308 4.15799676e-308 5.16147261e-308 7.11238711e-308
 4.94969491e-308 4.32428587e-308 5.93294704e-308 6.12643904e-308
 4.74022555e-308 4.65501252e-308 4.31305334e-308 8.85869831e-308
 8.55284318e-308 6.88960657e-308 5.58450118e-308 4.07882254e-308
 3.76060254e-308 7.25353965e-308 6.29493399e-308 5.87448262e-308
 5.20818645e-308 8.87159531e-308 6.26211652e-308]"
410,-1,"[0.0050786  0.01074174 0.0045698  0.00653721 0.05669747 0.00561571
 0.01448918 0.00727443 0.00971674 0.0167317  0.0096701  0.01003626
 0.01365874 0.00660099 0.0124501  0.00531285 0.00646026 0.00895721
 0.00585009 0.00972531 0.01252415 0.00985277 0.00995656 0.00367638
 0.00627006 0.0125228  0.00780076 0.00315444 0.00667921 0.00626006
 0.01171955 0.00666577 0.00754629 0.01533921 0.01012595 0.01097698
 0.00700484 0.01142644 0.01068385 0.00768608 0.00885054 0.0132698
 0.00953354 0.01929956 0.00346861 0.00993631 0.00736387 0.00703841
 0.01202984 0.0076477  0.00953184]"
411,-1,"[0.00162197 0.00488801 0.00195415 0.00501576 0.00326485 0.00281357
 0.00402897 0.00514472 0.00316673 0.0047118  0.00519341 0.00504823
 0.00333264 0.0030704  0.00276277 0.00339338 0.00356104 0.00244051
 0.00157671 0.00563081 0.00398948 0.002641   0.00897558 0.00088422
 0.00401277 0.00475058 0.00463317 0.00141309 0.00296726 0.00314427
 0.00440542 0.00384126 0.00552616 0.00369402 0.00412337 0.00358745
 0.0039725  0.00269376 0.00450886 0.00305059 0.00617832 0.00482763
 0.00505934 0.00319097 0.00166008 0.0218525  0.0061886  0.00219586
 0.00577172 0.0068095  0.00373954]"
412,4,"[4.71267163e-308 8.13422237e-308 4.45224565e-308 5.31635048e-308
 1.00000000e+000 5.55026391e-308 9.00163139e-308 5.92219713e-308
 8.82945466e-308 1.35226075e-307 8.57808833e-308 1.06578058e-307
 8.76502774e-308 5.11169273e-308 8.47210224e-308 4.38107047e-308
 6.41362503e-308 7.23974267e-308 5.44777764e-308 7.56901962e-308
 8.75024203e-308 8.16936789e-308 1.09710344e-307 3.07017841e-308
 5.76227017e-308 1.32845310e-307 6.25566219e-308 2.87072740e-308
 4.84724909e-308 4.79247152e-308 9.61817197e-308 6.26111654e-308
 5.93655386e-308 9.42538871e-308 9.02584642e-308 1.05983877e-307
 5.58899334e-308 9.02121835e-308 7.57788852e-308 8.40657116e-308
 9.10313608e-308 1.49269609e-307 8.54393040e-308 1.00592713e-307
 3.17402333e-308 8.95516091e-308 6.30140124e-308 7.01951911e-308
 9.52892114e-308 7.34010192e-308 9.81563491e-308]"
413,0,"[0.03389895 0.00556372 0.00968347 0.00449131 0.00527993 0.00456661
 0.00502594 0.00438689 0.00654381 0.00645815 0.00654374 0.0056339
 0.00606628 0.00366321 0.00636881 0.00394107 0.00435956 0.00593249
 0.00433982 0.00563534 0.00464502 0.00619384 0.00637375 0.00241806
 0.00688322 0.00544865 0.00427506 0.00292753 0.00362881 0.00358287
 0.0055781  0.00603975 0.00467737 0.00509164 0.00500217 0.00649176
 0.00393305 0.0063237  0.00474213 0.00502671 0.00534877 0.00631112
 0.0052244  0.00479393 0.00319142 0.00646474 0.00482999 0.00483595
 0.00606913 0.00724884 0.00547599]"
414,-1,"[0.00212683 0.00586932 0.00252087 0.00710016 0.00419844 0.00378843
 0.0049555  0.00830687 0.00391414 0.00547293 0.00637717 0.00569787
 0.00393697 0.00427787 0.00336465 0.0048961  0.00501311 0.00300374
 0.00203985 0.0084164  0.00442594 0.00328755 0.01142143 0.00116379
 0.00475005 0.00558844 0.00601576 0.00191691 0.00402068 0.00433622
 0.00499371 0.00434928 0.00735457 0.00446882 0.0051165  0.00447689
 0.00550976 0.00344838 0.00514514 0.00398608 0.00708349 0.00604245
 0.00545751 0.00396252 0.00226955 0.01939282 0.01013163 0.00275716
 0.00622587 0.00778467 0.0043635 ]"
415,3,"[0.00571584 0.0137353  0.00589706 0.10108745 0.0073887  0.00698613
 0.01113179 0.02146842 0.00663116 0.01001023 0.01063665 0.00838223
 0.00781298 0.01099434 0.00653096 0.02026607 0.00859532 0.00567081
 0.0046896  0.01488649 0.00965257 0.00604842 0.01108696 0.00436334
 0.008206   0.00832366 0.02273093 0.00804271 0.01520695 0.01956023
 0.0085744  0.00744649 0.05032438 0.00902394 0.00831541 0.00718113
 0.02414176 0.00655223 0.01314005 0.0067431  0.00915406 0.00845919
 0.0094021  0.00849542 0.01049787 0.01523139 0.02267302 0.00548881
 0.01070023 0.01008664 0.00723341]"
416,-1,"[0.00283498 0.01036386 0.0031602  0.00822403 0.00509897 0.00401355
 0.00675674 0.00829367 0.00468722 0.00769061 0.00672344 0.00636037
 0.00517313 0.00483033 0.0043004  0.00531933 0.00479544 0.0036911
 0.00244176 0.00995013 0.0062223  0.0040666  0.01060437 0.00148687
 0.00565756 0.00633391 0.0086739  0.0022424  0.00535165 0.00558364
 0.00605881 0.00513492 0.01102636 0.0058249  0.00567787 0.00537998
 0.00715327 0.00445624 0.00671313 0.00420331 0.00673198 0.00695487
 0.0059339  0.00529332 0.00265707 0.04880093 0.01328516 0.00335986
 0.0080071  0.00872237 0.00521872]"
417,41,"[5.47699461e-308 1.01313955e-307 5.52853364e-308 6.95426777e-308
 1.84191195e-307 7.17763986e-308 1.08659672e-307 7.96658905e-308
 2.34162696e-307 1.78246113e-307 1.32811097e-307 1.66838934e-307
 1.29851416e-307 6.54240710e-308 1.37177059e-307 5.78123509e-308
 8.26647570e-308 1.38698448e-307 7.31487745e-308 1.19990507e-307
 1.06074440e-307 1.71377981e-307 2.08301334e-307 2.80644362e-308
 8.37123290e-308 2.49199965e-307 7.30903205e-308 3.20102916e-308
 5.93475590e-308 5.75831886e-308 1.47256985e-307 9.04977368e-308
 7.56408670e-308 1.12656982e-307 1.29966262e-307 3.53366711e-307
 6.56708920e-308 1.49215188e-307 1.05462595e-307 1.27594505e-307
 1.77987831e-307 1.00000000e+000 1.25650033e-307 1.01363425e-307
 3.54163465e-308 1.45910569e-307 8.15837116e-308 7.84003219e-308
 1.59710512e-307 1.17928066e-307 1.34630135e-307]"
418,-1,"[0.00565802 0.02450823 0.00568876 0.03016409 0.00908297 0.00679677
 0.01624961 0.02068489 0.00780117 0.01456044 0.01256757 0.01016438
 0.01005983 0.01133547 0.00800824 0.01363984 0.00837824 0.00658696
 0.00466554 0.01931644 0.01364031 0.00708599 0.01351212 0.00396721
 0.00900648 0.01029089 0.03310013 0.00571105 0.01672935 0.01793028
 0.01099524 0.00837297 0.10546948 0.012117   0.00997053 0.00858618
 0.02422835 0.0078275  0.01830439 0.00706365 0.01056273 0.01052508
 0.01135877 0.01133453 0.00698341 0.02107214 0.02356338 0.00586897
 0.01490793 0.01175278 0.00860497]"
419,27,"[2.84966168e-308 3.52586005e-308 2.99867020e-308 5.79630732e-308
 2.86629628e-308 3.40421886e-308 3.48595969e-308 5.63535782e-308
 2.88765342e-308 3.24729344e-308 3.75136336e-308 3.20514319e-308
 3.03586701e-308 5.03817580e-308 2.78188983e-308 7.47893003e-308
 3.95838655e-308 2.61958846e-308 2.47977495e-308 4.80713744e-308
 3.11905366e-308 2.70237870e-308 3.66792926e-308 2.49777758e-308
 3.38264219e-308 3.18600985e-308 4.25092599e-308 1.00000000e+000
 4.78276298e-308 5.28671336e-308 3.21993704e-308 3.11972947e-308
 4.84438618e-308 3.26736656e-308 3.39638295e-308 2.98216056e-308
 4.80298925e-308 2.76388927e-308 3.86400458e-308 3.19418219e-308
 3.48054565e-308 3.19744756e-308 3.43307727e-308 3.12753422e-308
 3.56360925e-307 4.11674378e-308 5.14135011e-308 2.61736243e-308
 3.55635220e-308 3.64906507e-308 2.93357632e-308]"
420,-1,"[0.00153766 0.00378081 0.00153862 0.0025963  0.00399063 0.00184827
 0.00580524 0.00302971 0.00346039 0.0077314  0.00425043 0.00516748
 0.00679037 0.00281374 0.0046775  0.00200078 0.0022999  0.00310343
 0.00165219 0.00497851 0.00631163 0.00303784 0.00379243 0.00095574
 0.00256515 0.00591278 0.00300726 0.00110466 0.00256072 0.00236468
 0.01484734 0.00289394 0.00308551 0.00915336 0.00593237 0.0035902
 0.00261199 0.00278358 0.00702937 0.00266913 0.00414498 0.00454282
 0.00828475 0.0060736  0.00122694 0.00494361 0.0028053  0.00226615
 0.01171896 0.00338864 0.00411906]"
421,6,"[0.00566094 0.01731877 0.00483475 0.00848205 0.01128943 0.00512648
 0.08852773 0.00914738 0.00781431 0.0243087  0.01155651 0.00948393
 0.01403786 0.00742838 0.0101531  0.00611219 0.00603974 0.00690447
 0.00473527 0.01377864 0.01627644 0.00733676 0.0100188  0.00421504
 0.00643373 0.01097276 0.01007984 0.00399545 0.00870207 0.00769057
 0.01355726 0.0065813  0.0109555  0.0265416  0.01026353 0.00848506
 0.00868763 0.00818709 0.02035573 0.00637057 0.00860621 0.0106967
 0.01081456 0.02457398 0.0045285  0.01333788 0.00893044 0.00549012
 0.01920239 0.00827297 0.00808127]"
422,-1,"[0.00644389 0.01568706 0.00712642 0.0736942  0.00970791 0.0096008
 0.01314481 0.03266382 0.00920193 0.01277533 0.01569471 0.01149792
 0.00996191 0.01387255 0.00846153 0.02981764 0.01227842 0.00756107
 0.00566167 0.0229226  0.01133993 0.00817326 0.0176041  0.0041642
 0.0114544  0.01132643 0.021744   0.00818554 0.01512694 0.01800534
 0.01119866 0.01009488 0.03882392 0.0110557  0.0112205  0.01009644
 0.02219525 0.00878584 0.01487878 0.00910602 0.01365469 0.01211379
 0.01256926 0.01016578 0.01037964 0.02556276 0.03607464 0.00677514
 0.01400643 0.01507203 0.00959406]"
423,10,"[5.62210988e-308 8.68237418e-308 5.52024262e-308 8.03820509e-308
 8.20209363e-308 5.93123129e-308 9.40024660e-308 7.73327636e-308
 8.39927992e-308 1.28869126e-307 1.00000000e+000 9.13090277e-308
 9.15726528e-308 5.70821138e-308 7.90596930e-308 6.34685773e-308
 6.66600971e-308 6.62837229e-308 4.65289856e-308 1.07080673e-307
 7.55645560e-308 7.14848300e-308 1.31206549e-307 2.70655591e-308
 7.71589662e-308 9.20438049e-308 6.77513403e-308 3.73445179e-308
 5.32303521e-308 5.31724499e-308 9.83623172e-308 7.33396501e-308
 8.11355349e-308 8.41622476e-308 8.34329755e-308 8.86971285e-308
 6.13196038e-308 7.26182478e-308 9.34036585e-308 7.13486621e-308
 1.15101116e-307 1.09707392e-307 1.19688919e-307 7.21296439e-308
 4.21431983e-308 1.28208576e-307 7.68872808e-308 4.93668773e-308
 1.23375340e-307 1.01287704e-307 7.15788434e-308]"
424,26,"[0.00512857 0.01746866 0.00529821 0.02048843 0.00813849 0.00660534
 0.01198686 0.01964974 0.00652886 0.01116919 0.00945644 0.00920448
 0.00789917 0.01080251 0.00649764 0.01103541 0.00878091 0.00553296
 0.00446938 0.01403055 0.01185897 0.00591091 0.01150812 0.00408495
 0.00772821 0.00925843 0.1450397  0.00562333 0.01457138 0.02111698
 0.00922824 0.00738517 0.03650367 0.00983303 0.00873785 0.00719843
 0.04115079 0.00641742 0.01353189 0.0068825  0.0091957  0.00889759
 0.00985639 0.00977438 0.0068626  0.01651478 0.02310739 0.00580981
 0.01139234 0.01001134 0.00797443]"
425,38,"[0.00428614 0.01536256 0.00410327 0.00948122 0.00890042 0.00487114
 0.02740701 0.0106316  0.00820331 0.0210874  0.01150971 0.01026838
 0.01550494 0.0089223  0.01005012 0.00661504 0.00611885 0.00717342
 0.00424431 0.016918   0.02235489 0.00747827 0.01040711 0.00309253
 0.00663565 0.01148034 0.01107855 0.00360784 0.00976194 0.00850383
 0.01587063 0.00690505 0.01251529 0.01971752 0.01106321 0.00878151
 0.0092385  0.00766715 0.40465083 0.00619424 0.00968505 0.01083133
 0.01370191 0.01535615 0.00410316 0.01545031 0.00946579 0.00504817
 0.03522855 0.00872773 0.00845506]"
426,9,"[0.00661291 0.02368754 0.00598364 0.01014501 0.01669916 0.00663778
 0.02870381 0.01072038 0.01267802 0.13853672 0.01604679 0.01570571
 0.02438151 0.00885749 0.01635781 0.00738998 0.00783879 0.01080633
 0.00602675 0.0167924  0.03137318 0.011593   0.01601737 0.00392981
 0.00943027 0.01798037 0.01237165 0.00409351 0.00941883 0.00875071
 0.02316198 0.00994954 0.0128034  0.02735364 0.01400909 0.01398685
 0.01015399 0.01254637 0.02577818 0.00881665 0.01303856 0.01847556
 0.01727049 0.02309291 0.00461505 0.02190266 0.0110295  0.00766921
 0.03773659 0.0126704  0.0132596 ]"
427,45,"[5.62078794e-308 1.75034263e-307 6.52203012e-308 1.43884864e-307
 9.76188030e-308 8.28086194e-308 1.23496489e-307 1.50687971e-307
 9.73332522e-308 1.46623670e-307 1.29454192e-307 1.40893583e-307
 1.02380529e-307 9.07893834e-308 8.64776349e-308 9.88692511e-308
 9.85650120e-308 7.57809550e-308 4.81741744e-308 1.78265175e-307
 1.19981578e-307 8.29047182e-308 2.33463139e-307 2.87943627e-308
 1.24816606e-307 1.35805483e-307 1.49987937e-307 4.32857348e-308
 9.50030516e-308 9.98359815e-308 1.25857220e-307 1.13149365e-307
 1.77855514e-307 1.13011026e-307 1.15745984e-307 1.11569759e-307
 1.26215312e-307 8.81007378e-308 1.27303270e-307 8.65386149e-308
 1.40328527e-307 1.44866505e-307 1.19794789e-307 1.01378668e-307
 5.09733767e-308 1.00000000e+000 2.31045571e-307 6.89889560e-308
 1.63557472e-307 2.08548279e-307 1.13992133e-307]"
428,23,"[0.00336431 0.00459049 0.00295039 0.00406837 0.0047095  0.00317724
 0.00512717 0.00461529 0.00354384 0.00437468 0.00382035 0.00372115
 0.00412671 0.00457181 0.00392549 0.00369913 0.00359005 0.00343901
 0.00323087 0.00454062 0.0044129  0.00357583 0.00383359 0.53107324
 0.00316242 0.00400489 0.00459509 0.0034839  0.00530325 0.0049209
 0.00403752 0.00317027 0.00442342 0.00489932 0.00407448 0.00372746
 0.00470093 0.00391424 0.00460243 0.00349891 0.00358815 0.00394125
 0.00373495 0.00554959 0.0036789  0.00405869 0.00427622 0.00335029
 0.0042697  0.00348924 0.00362674]"
429,23,"[0.00378983 0.00518589 0.00332324 0.00459894 0.0053175  0.00358304
 0.00581034 0.00521688 0.00400742 0.00494702 0.00431975 0.00419869
 0.00467433 0.0051785  0.00444244 0.00418187 0.00405093 0.00388994
 0.00365594 0.00514081 0.00499497 0.00404635 0.0043283  0.35811092
 0.00356411 0.00452524 0.00518629 0.00393788 0.0060163  0.00556551
 0.00456447 0.00357378 0.00500073 0.00554153 0.00460474 0.00421515
 0.00530666 0.00442831 0.00521991 0.00395011 0.00405666 0.00445438
 0.00422205 0.00627289 0.00415724 0.00458555 0.00482832 0.00377201
 0.00483503 0.00393538 0.00408819]"
430,23,"[2.39847959e-308 3.26563990e-308 2.10488725e-308 2.90718433e-308
 3.33255793e-308 2.26575724e-308 3.63977777e-308 3.29234650e-308
 2.52213471e-308 3.10937705e-308 2.72030881e-308 2.64823245e-308
 2.93729858e-308 3.27131332e-308 2.79229505e-308 2.64645355e-308
 2.56027083e-308 2.44868058e-308 2.30210934e-308 3.23645438e-308
 3.14187324e-308 2.54431085e-308 2.72741898e-308 1.00000000e+000
 2.25544789e-308 2.84789407e-308 3.27733857e-308 2.50317352e-308
 3.79711021e-308 3.52288120e-308 2.87467228e-308 2.26018005e-308
 3.15692387e-308 3.47890965e-308 2.89970294e-308 2.65043772e-308
 3.35617315e-308 2.78048836e-308 3.28156923e-308 2.49136306e-308
 2.55610311e-308 2.80118966e-308 2.66241430e-308 3.92943649e-308
 2.64044157e-308 2.88917868e-308 3.04858330e-308 2.38477920e-308
 3.04026313e-308 2.48647836e-308 2.58056670e-308]"
431,49,"[2.28745483e-308 3.52733742e-308 3.74059924e-308 3.34179235e-308
 3.26506137e-308 4.03810606e-308 3.02497329e-308 3.29648634e-308
 3.67326817e-308 4.06134258e-308 4.72099379e-308 6.07955740e-308
 3.12340581e-308 2.45454764e-308 2.97234300e-308 2.82586161e-308
 3.69672378e-308 2.87170913e-308 1.83722813e-308 3.68726377e-308
 3.10775539e-308 2.98717952e-308 7.43920492e-308 9.31756600e-309
 1.60841679e-307 4.71473325e-308 3.12058581e-308 1.43783394e-308
 2.26518123e-308 2.38749884e-308 4.20007040e-308 1.10314588e-307
 3.37337365e-308 3.15426932e-308 3.93405508e-308 3.93392938e-308
 2.82849619e-308 2.81729583e-308 3.15198847e-308 3.69719778e-308
 5.70673068e-308 4.67224072e-308 4.66720894e-308 2.80047901e-308
 1.62324625e-308 7.40497856e-308 3.85312732e-308 3.12099071e-308
 4.55841421e-308 3.89775877e-001 5.10477423e-308]"
