Variable,Coefficient,Std_Error,t_statistic,p_value
topic_47_lag1,0.8374348047816988,1.9171780355619181,0.4368059665028708,0.6622532480570313
topic_9_lag1,-0.8309334939410542,1.917178606276044,-0.4334147539623716,0.6647146500356111
topic_94_lag1,0.6978814760399333,1.9171774806884356,0.36401506019637386,0.7158477233715831
topic_395_lag1,-0.6836752547359642,1.355649401687901,-0.5043156836013274,0.6140409440544636
topic_213_lag1,0.6746949984078072,0.7827271439503625,0.8619798145783912,0.38870120405070036
topic_19_lag1,0.6723081184528372,0.4519243604619199,1.487656292229211,0.13684549293296858
topic_46_lag1,0.6623766773416015,1.1068973602760632,0.598408399109745,0.5495691534783178
topic_171_lag1,-0.661288205789172,1.1070041849835766,-0.5973673945947936,0.5502638048567533
topic_4_lag1,-0.6392156358216474,1.0012233094087843,-0.6384346327285368,0.5231926163434926
topic_61_lag1,0.6371026223682015,1.9171775690471788,0.33231278763856814,0.7396539537635674
topic_458_lag1,-0.6354323849999267,1.9171780107842675,-0.33144151530299887,0.7403118769770896
topic_277_lag1,-0.6062388076294746,1.106883347545183,-0.5476989142297382,0.5839001826215844
topic_207_lag1,-0.6000664530270053,0.8797217286522622,-0.6821093915075963,0.49517175327897217
topic_298_lag1,-0.597079595374977,0.9585890703114288,-0.6228733603033846,0.5333695171365389
topic_412_lag1,-0.5970795953749701,0.9585890703114052,-0.6228733603033927,0.5333695171365335
topic_106_lag1,0.595710809988939,1.9171776800006117,0.31072279643311357,0.7560121733017329
topic_243_lag1,0.5941234070397076,0.9586679868157464,0.6197384446028201,0.5354317619531309
topic_249_lag1,0.5431707394164735,0.9586668624026198,0.5665896681305683,0.5709945823086592
topic_467_lag1,-0.5196184290150989,1.3556497035997026,-0.3832984491755787,0.7014995053635517
topic_73_lag1,0.4924359944691033,1.48503964017759,0.3315978787005408,0.7401937884001308
topic_146_lag1,-0.48326521118874133,1.9171780355618842,-0.25207111818757433,0.800986739819099
topic_287_lag1,-0.40740638221323916,0.724693533875133,-0.5621774766427494,0.5739966773723567
topic_266_lag1,0.39493310257350317,1.9171774597488833,0.20599715512263142,0.8367936566279981
topic_93_lag1,-0.37241972630159836,0.9834952710851821,-0.37866956481719827,0.7049342596783515
topic_118_lag1,-0.3205050608053142,0.4801470332908309,-0.667514404095423,0.5044455335688909
topic_262_lag1,-0.28146074745473604,1.3556494980487945,-0.20762058914184417,0.8355257542316561
topic_396_lag1,-0.27609437028734146,1.106884063848827,-0.24943386512162227,0.8030258312702254
topic_1_lag1,-0.1984179213162091,1.1068835600970541,-0.17925816993687335,0.8577354433626144
topic_59_lag1,0.19678318351064472,1.9171773228300382,0.10264214017520484,0.9182472531517101
