cv_test_mean,cv_test_std,npmi_test_mean,npmi_test_std,topic_diversity_mean,topic_diversity_std,intra_topic_similarity_mean,intra_topic_similarity_std,inter_topic_similarity_mean,inter_topic_similarity_std,test_silhouette_mean,test_silhouette_std,test_outlier_ratio_mean,test_outlier_ratio_std,test_topic_count_mean,test_topic_count_std
0.4767968105858738,0.008115261235755102,-0.021851100398921474,0.008364024175203008,0.8317552943844566,0.0022492308485571964,0.5553034102928728,0.004123369970728373,0.31249768535296124,0.004604418568354288,0.07357991238435109,0.006163048330985912,0.5893560958327798,0.015631284370408234,529.1111111111111,17.1058794310936
