Model,Seeds (n),Coherence C_v (test),Coherence NPMI (test),Topic Diversity (test),Intra-topic Similarity (test),Inter-topic Similarity (test),"Silhouette (test, cosine)",Outlier Ratio (test),Topic Count (test)
BERTopic (best CV config),9,0.4768 ± 0.0081,-0.0219 ± 0.0084,0.8318 ± 0.0022,0.5553 ± 0.0041,0.3125 ± 0.0046,0.0736 ± 0.0062,0.5894 ± 0.0156,529.11 ± 17.11
