trial,fold,random_seed,n_neighbors,n_components,min_cluster_size,min_samples,ngram_range,n_topics,cv_val,npmi_val,topic_diversity,intra_topic_similarity,inter_topic_similarity,fit_seconds
5,1,42,15,5,20,1,"(1, 2)",24,0.5272240883896009,-0.08996264442900402,0.9416666666666667,0.31603712898989517,0.6073963046073914,58.48709730000701
5,2,42,15,5,20,1,"(1, 2)",186,0.4661369144794524,-0.03144814428303062,0.8650537634408603,0.471929972106851,0.4187459349632263,43.820720400020946
5,3,42,15,5,20,1,"(1, 2)",379,0.4452431976005382,-0.025611962559594206,0.8274406332453826,0.4685787799528667,0.38315001130104065,59.26758909999626
6,1,42,15,5,20,3,"(1, 2)",21,0.5581895096265956,-0.06047505729107239,0.9285714285714286,0.32241774953546976,0.6065924167633057,58.767033799987985
6,2,42,15,5,20,3,"(1, 2)",161,0.4760843050377549,-0.01628443646919935,0.8565217391304348,0.4771537153549444,0.4192066490650177,44.13728210001136
6,3,42,15,5,20,3,"(1, 2)",328,0.44109529703534284,-0.0225768296932094,0.8317073170731707,0.46414398535640533,0.3831464350223541,58.615203300025314
7,1,42,15,10,10,1,"(1, 2)",34,0.5216486099082493,-0.07693174725089377,0.9382352941176471,0.3125378941044663,0.5288945436477661,58.78867320000427
7,2,42,15,10,10,1,"(1, 2)",406,0.479573889678757,-0.021685701604830125,0.8591133004926108,0.5080477062591239,0.3598156273365021,46.90860049999901
7,3,42,15,10,10,1,"(1, 2)",787,0.4628895626773892,-0.007537675841489893,0.8520965692503176,0.4983915649710945,0.33295512199401855,65.93538459998672
8,1,42,15,10,10,3,"(1, 2)",32,0.5382489522810363,-0.059879361889307654,0.93125,0.3182531830764586,0.5333981513977051,58.057541699992726
8,2,42,15,10,10,3,"(1, 2)",345,0.4779769341734694,-0.01807885828767048,0.8655072463768116,0.5176335657908492,0.351887047290802,46.81874610000523
8,3,42,15,10,10,3,"(1, 2)",662,0.46239014806896445,-0.008316709092398062,0.85392749244713,0.5034172829203677,0.3267669975757599,64.74878559997887
9,1,42,15,10,15,1,"(1, 2)",25,0.5601318729667829,-0.08058311147362435,0.928,0.31801413868864375,0.5777016282081604,57.856089400011115
9,2,42,15,10,15,1,"(1, 2)",248,0.4754907178481882,-0.01038124560924584,0.8588709677419355,0.49259409403953797,0.40356406569480896,45.67613209999399
9,3,42,15,10,15,1,"(1, 2)",505,0.44648201901731627,-0.024745487530926497,0.8358415841584158,0.48073686686552825,0.3567434251308441,63.136167500022566
10,1,42,15,10,15,3,"(1, 2)",23,0.589090769286814,-0.0699757982570072,0.9260869565217391,0.3147568872029131,0.582344114780426,58.46209240000462
10,2,42,15,10,15,3,"(1, 2)",226,0.49105419522662314,0.0012421314238094925,0.8632743362831858,0.5024392516264375,0.3978113532066345,45.47330790001433
10,3,42,15,10,15,3,"(1, 2)",435,0.443240061700992,-0.02159236672580924,0.8303448275862069,0.49132208148638407,0.35764485597610474,61.27893860000768
11,1,42,15,10,20,1,"(1, 2)",20,0.5669779614811717,-0.06294578654002686,0.955,0.30749558806419375,0.6419453620910645,57.96773810000741
11,2,42,15,10,20,1,"(1, 2)",189,0.4662259268340557,-0.023219176898044286,0.8502645502645503,0.48248457296027075,0.42234599590301514,44.53291859998717
11,3,42,15,10,20,1,"(1, 2)",363,0.4540491286582747,-0.023142407635682188,0.8209366391184573,0.47411104835971385,0.38385656476020813,60.148768300015945
12,1,42,15,10,20,3,"(1, 2)",18,0.6023810898360166,-0.024717014657561653,0.95,0.3111751700441043,0.6657254099845886,58.059547499986365
12,2,42,15,10,20,3,"(1, 2)",169,0.4775723005668445,-0.01589108240797799,0.8497041420118343,0.4888637856296871,0.41837912797927856,44.82188750000205
12,3,42,15,10,20,3,"(1, 2)",306,0.4503767900383555,-0.017222245966455576,0.826797385620915,0.47479603487466066,0.38361477851867676,59.52179850000539
