n_neighbors,n_components,min_cluster_size,min_samples,ngram_range,cv_val,npmi_val,topic_diversity,intra_topic_similarity,inter_topic_similarity,n_topics,fit_seconds,cv_val_norm,npmi_val_norm,topic_diversity_norm,intra_topic_similarity_norm,inter_topic_separation_norm,composite_score
90,4,8,6,"(1, 2)",0.5677917548620012,0.03131340123827198,0.9345663444024099,0.6120301465311694,0.34749789039293927,34.0,19.1430448666603,1.0,1.0,0.5031140973447567,0.8812820707907163,0.20588044358704413,0.7180553223445034
30,6,16,6,"(1, 2)",0.5478453911719302,-0.013093257443070295,0.9535353535353535,0.4168219844707184,0.45501725872357685,13.0,18.997261599996516,0.8939990661083106,0.8113307509061359,0.6963889628249477,0.30007483489041875,0.49730493199128456,0.6398197093442196
90,6,24,4,"(1, 2)",0.47199663116971063,-0.037002883729271685,0.9833333333333334,0.3384154140949249,0.5762210488319397,2.0,19.353945100020308,0.4909161022313352,0.7097466333100995,1.0,0.06662933976596253,0.8258201853209459,0.6186224521256686
90,6,32,4,"(1, 2)",0.47199663116971063,-0.037002883729271685,0.9833333333333334,0.3384154140949249,0.5762210488319397,2.0,19.564998200008024,0.4909161022313352,0.7097466333100995,1.0,0.06662933976596253,0.8258201853209459,0.6186224521256686
90,8,8,6,"(1, 2)",0.548114730404499,-0.006538367839548978,0.9186283741368487,0.6250887652620291,0.28685438136259717,34.666666666666664,19.57892976666335,0.8954304152318691,0.8391803152758406,0.34072242799003666,0.9201624312076565,0.04151002485598962,0.6074011229122784
90,8,32,6,"(1, 2)",0.4868474330721459,-0.06120865566365249,0.975,0.3771303660339779,0.5441539386908213,2.6666666666666665,19.51977243332658,0.5698376989272899,0.6069042905126271,0.9150918285866375,0.18189813778651737,0.7389042992571421,0.6025272510140427
90,8,32,1,"(1, 2)",0.5240428482773009,-0.030300721005868014,0.9500000000000001,0.37820966707335574,0.5144662062327067,3.0,20.177914233354386,0.7675052442251937,0.7382219126010573,0.6603673143465533,0.18511161803846932,0.6584375668179904,0.6019287312058528
90,6,32,6,"(1, 2)",0.47199663116971063,-0.037002883729271685,0.9833333333333334,0.3441423773765564,0.5209814508756002,2.0,19.19959466669631,0.4909161022313352,0.7097466333100995,1.0,0.08368063753899702,0.6760967278264975,0.5920880201813858
50,4,8,6,"(1, 2)",0.5276714226059086,-0.014733813872830084,0.9246807679941207,0.583938610153038,0.33306793371836346,37.333333333333336,19.116166566663498,0.7867885719286436,0.8043605676297946,0.4023901514013677,0.7976431284524841,0.16676895319350052,0.5915902745211581
90,6,24,6,"(1, 2)",0.4872598796843472,-0.058017198617616984,0.975,0.3694125695361032,0.5192486842473348,2.6666666666666665,19.543191200005822,0.5720295634071081,0.6204637390789258,0.9150918285866375,0.15891938975454886,0.6714001728150012,0.5875809387284442
90,6,8,6,"(1, 2)",0.5385009076569106,-0.008243581973154142,0.9107247917774234,0.6187697042157684,0.2918262283007304,34.0,19.393376933333155,0.8443396898571575,0.8319354227375352,0.26019298089959164,0.9013482383715749,0.054985903415041754,0.5785604470561803
10,8,24,6,"(1, 2)",0.5045432278181956,-0.06879175409068637,0.945359477124183,0.3799586822394452,0.5811546047528585,8.333333333333334,17.632124000015512,0.6638784372885709,0.5746862059163533,0.6130851169320531,0.19031908610486986,0.8391922784850925,0.576232224945388
