fold,n_neighbors,n_components,min_cluster_size,min_samples,ngram_range,cv_val,npmi_val,topic_diversity,intra_topic_similarity,inter_topic_similarity,n_topics,cv_val_norm,npmi_val_norm,topic_diversity_norm,intra_topic_similarity_norm,inter_topic_separation_norm,fold_score
1,90,4,8,6,"(1, 2)",0.668153137033134,0.1309506025433424,1.0,0.5817032903432846,0.40593045949935913,2.0,1.0,1.0,1.0,0.7067827152804684,0.4609415094680548,0.8335448449497045
2,30,6,16,6,"(1, 2)",0.6121373932931545,0.16796020611562948,1.0,0.45145027836163837,0.40799322724342346,3.0,0.9482776010655671,1.0,1.0,0.44772192473167016,0.2574735115677235,0.7306946074729922
3,90,6,24,1,"(1, 2)",0.6157453276122169,0.21958241030294193,1.0,0.41024447977542877,0.5075280666351318,2.0,0.8511214957243778,1.0,1.0,0.22560411033124547,0.7037003938204784,0.7560851999752204
