Model,Seeds (n),Coherence C_v (test),Coherence NPMI (test),Topic Diversity (test),Intra-topic Similarity (test),Inter-topic Similarity (test),"Silhouette (test, cosine)",Outlier Ratio (test),Topic Count (test)
BERTopic (best CV config),9,0.4967 ± 0.0148,-0.0935 ± 0.0271,0.8933 ± 0.0100,0.5243 ± 0.0136,0.2795 ± 0.0113,0.2106 ± 0.0148,0.7653 ± 0.0207,76.89 ± 3.02
