cv_test_mean,cv_test_std,npmi_test_mean,npmi_test_std,topic_diversity_mean,topic_diversity_std,intra_topic_similarity_mean,intra_topic_similarity_std,inter_topic_similarity_mean,inter_topic_similarity_std,test_silhouette_mean,test_silhouette_std,test_outlier_ratio_mean,test_outlier_ratio_std,test_topic_count_mean,test_topic_count_std
0.49667195329992037,0.01483421315157932,-0.09345294655215627,0.02709482076718408,0.89333490400427,0.009953632543326563,0.5243107841820938,0.013598031858601598,0.27947107950846356,0.011289360043026237,0.21057894660366905,0.014829406910660425,0.7652738208293763,0.020713859554783692,76.88888888888889,3.018461712712472
