Model,Seeds (n),Coherence C_v (test),Coherence NPMI (test),Topic Diversity (test),Intra-topic Similarity (test),Inter-topic Similarity (test),"Silhouette (test, cosine)",Outlier Ratio (test),Topic Count (test)
BERTopic (best CV config),9,0.5198 ± 0.0064,0.0230 ± 0.0049,0.7446 ± 0.0043,0.8434 ± 0.0021,0.6761 ± 0.0058,0.0885 ± 0.0139,0.7185 ± 0.0099,479.89 ± 10.23
