n_neighbors,n_components,min_cluster_size,min_samples,ngram_range,cv_val,npmi_val,topic_diversity,intra_topic_similarity,inter_topic_similarity,n_topics,fit_seconds,cv_val_norm,npmi_val_norm,topic_diversity_norm,intra_topic_similarity_norm,inter_topic_separation_norm,composite_score
30,5,20,1,"(1, 2)",0.5629680113080747,0.06451192464736982,0.7574223817706563,0.7840130371268388,0.750204344590505,196.66666666666666,79.4522278000004,0.6975339252056841,0.6258197000294324,0.19752728542724765,0.1665845157919681,0.8129404891886904,0.5000811831286045
50,10,15,1,"(1, 2)",0.5526958516601501,0.057794198816009085,0.7903451196600814,0.7858477489672101,0.7363409399986267,240.33333333333334,88.20745229999982,0.5062967745740989,0.5064948478357693,0.7238739721494928,0.24666446928858576,0.48126529100866156,0.49291907097132165
30,10,10,1,"(1, 2)",0.5448549358083382,0.04481426931661892,0.7954730688568236,0.7947022853397772,0.7324981292088827,418.0,84.87071616666556,0.36032217359080015,0.27593644044015675,0.8058561899847906,0.6331397976462938,0.38932791575501063,0.4929165034834104
50,10,20,1,"(1, 2)",0.5621627523685846,0.06876362760474128,0.7587312129682977,0.7859390325144427,0.741563638051351,178.66666666666666,86.79961370000092,0.6825423917417531,0.7013413631183448,0.2184520021586139,0.25064873649422886,0.6062157965061766,0.49184005800382347
15,10,10,3,"(1, 2)",0.5508189097892187,0.054616743604989686,0.7730963164583615,0.7980986063792561,0.7280998627344767,356.6666666666667,75.35437230000025,0.4713536829944651,0.45005470977046297,0.4481116571913108,0.7813795511140728,0.28410153396119037,0.4870002270063004
15,5,15,1,"(1, 2)",0.5500726351918376,0.05052285488483393,0.766583662642776,0.790778480412214,0.7471773823102316,299.3333333333333,74.5723082000004,0.4574602630629782,0.3773362513675633,0.34399170917497357,0.46187687274716366,0.7405218918997296,0.4762373976504817
50,5,15,1,"(1, 2)",0.5487003640271212,0.05109842725888738,0.787529789709626,0.7874538598074992,0.7361422379811605,249.0,87.5174659000016,0.4319126434358562,0.38755996251398445,0.678864362182392,0.3167666393245795,0.47651144208323387,0.4583230099080092
50,5,10,1,"(1, 2)",0.5480792054851612,0.04747580544815933,0.79679232125576,0.7906347877072162,0.7246493101119995,394.6666666666667,89.52786586666723,0.4203485134255815,0.3232124700782736,0.8269475139039242,0.4556050948685737,0.2015487441824656,0.4455324672917637
30,5,10,1,"(1, 2)",0.5418633723679013,0.03971381974767364,0.8003330755275032,0.7936749175128884,0.7239628632863363,429.3333333333333,84.99358139999943,0.3046281337889198,0.1853387580973588,0.8835547221406447,0.5882981140691498,0.18512583843568536,0.4293891133063517
15,5,20,1,"(1, 2)",0.548799789268907,0.05100559745943245,0.7450671428982919,0.7852442237578575,0.7575523058573405,221.66666666666666,72.1701709000002,0.4337636465930964,0.38591105596775177,0.0,0.22032231046259262,0.9887368812830678,0.4057467788613017
50,10,10,1,"(1, 2)",0.5409792342285024,0.04078498058601395,0.8076166729322835,0.7907535316631135,0.7187056938807169,392.0,92.4402287999995,0.2881681035383657,0.2043654513443363,1.0,0.46078793080881286,0.05935062262063938,0.4025344216624308
50,5,20,1,"(1, 2)",0.5511281973889566,0.05786855918704683,0.7664821062778647,0.7828564071516784,0.7396737535794576,185.0,85.67213926666712,0.47711170091151645,0.5078156877309794,0.34236809401981444,0.11610090709356083,0.561001231599098,0.4008795242709938
15,10,20,1,"(1, 2)",0.5512876711452445,0.05190010121960129,0.7534328834508631,0.7801964192318377,0.7568210363388062,208.66666666666666,72.41777920000034,0.48008062933536283,0.4017998450681552,0.13374585785097015,0.0,0.9712416144548189,0.3973735893418614
15,10,15,1,"(1, 2)",0.5393380936087934,0.041349327334187204,0.7735233109909618,0.7846217790735549,0.7486715515454611,289.3333333333333,74.67977999999918,0.2576149319896436,0.2143897652270759,0.4549381598423821,0.1931543703662981,0.7762691626314497,0.3792732780113699
15,5,10,1,"(1, 2)",0.5352864105755281,0.03660766576062005,0.7790665134327636,0.793711830706954,0.7288082639376322,481.6666666666667,78.55412866666666,0.18218460914603946,0.13016512125948113,0.543559168486082,0.5899092700006336,0.3010496874894532,0.3493735712763379
15,10,10,1,"(1, 2)",0.5255005013818268,0.029279656705072644,0.7806971913768778,0.7916257770458972,0.7271838784217834,466.3333333333333,78.58696516666653,0.0,0.0,0.5696293554759448,0.49885896090410303,0.26218705570811307,0.2661350744176322
