fold,n_neighbors,n_components,min_cluster_size,min_samples,ngram_range,cv_val,npmi_val,topic_diversity,intra_topic_similarity,inter_topic_similarity,n_topics,cv_val_norm,npmi_val_norm,topic_diversity_norm,intra_topic_similarity_norm,inter_topic_separation_norm,fold_score
1,30,10,10,3,"(1, 2)",0.6978990344303604,0.14998819557838253,0.7753623188405797,0.7881204585234324,0.7797790765762329,69.0,1.0,0.801108313995786,0.889583277454425,1.0,0.47614446855183823,0.8333672120004098
2,50,10,20,3,"(1, 2)",0.5668574413835707,0.08062784041830108,0.7893203883495146,0.7972682209647431,0.7496700286865234,103.0,1.0,1.0,0.5588315359189729,0.8211023687801368,0.7579275586119042,0.8275722926622027
3,30,10,20,3,"(1, 2)",0.5088536467120436,0.04252268450634608,0.7581818181818182,0.8160391040274367,0.7118046283721924,330.0,1.0,1.0,0.018588490770901363,0.5871140711135582,0.8655430730302591,0.6942491269829437
