cv_test_mean,cv_test_std,npmi_test_mean,npmi_test_std,topic_diversity_mean,topic_diversity_std,intra_topic_similarity_mean,intra_topic_similarity_std,inter_topic_similarity_mean,inter_topic_similarity_std,test_silhouette_mean,test_silhouette_std,test_outlier_ratio_mean,test_outlier_ratio_std,test_topic_count_mean,test_topic_count_std
0.5197890040085061,0.006368648314320807,0.023032176677793694,0.0049443384540295,0.7446380540065705,0.004296324095936181,0.8433957741106731,0.0021145988454244597,0.6761011017693414,0.005783637075051598,0.08845924793018235,0.0138794754138026,0.7185228835199371,0.009944837260894318,479.8888888888889,10.227957328377505
