trial,fold,random_seed,n_neighbors,n_components,min_cluster_size,min_samples,ngram_range,n_topics,cv_val,npmi_val,topic_diversity,intra_topic_similarity,inter_topic_similarity,fit_seconds
13,3,42,30,5,10,1,"(1, 2)",804,0.48868553693200867,0.024944976019918685,0.8296019900497512,0.5213135812448688,0.3382228910923004,94.63402639998822
14,1,42,30,5,10,3,"(1, 2)",75,0.6513599196999444,0.10658981584328066,0.8093333333333333,0.4303566909605457,0.3970765173435211,76.59479410000495
14,2,42,30,5,10,3,"(1, 2)",225,0.5097798350437653,0.007261618680214883,0.832,0.4709552129996674,0.36125448346138,49.4872985999973
14,3,42,30,5,10,3,"(1, 2)",667,0.4958838913674336,0.03230999263894472,0.8263868065967016,0.5312756516126006,0.33537760376930237,89.81269210000755
15,1,42,30,5,15,1,"(1, 2)",56,0.6197639944947672,0.10712481969570463,0.8071428571428572,0.4123942271826115,0.42802542448043823,76.31250780000119
15,2,42,30,5,15,1,"(1, 2)",174,0.502976274594021,-0.00018878941992054636,0.8454022988505747,0.4534823465292439,0.39010170102119446,48.42031820002012
15,3,42,30,5,15,1,"(1, 2)",534,0.47949025523758926,0.016621951523151195,0.8243445692883895,0.5082428892192088,0.355601966381073,87.49536299999454
16,1,42,30,5,15,3,"(1, 2)",49,0.623909859857737,0.1106586253714053,0.8346938775510204,0.41674089194698766,0.4271280765533447,75.89231210001162
16,2,42,30,5,15,3,"(1, 2)",159,0.528786688803925,0.02190740708486622,0.8477987421383648,0.47124166335581114,0.385008305311203,48.3871603999869
16,3,42,30,5,15,3,"(1, 2)",471,0.4895453641818358,0.023560608865895536,0.8180467091295117,0.5186667149877491,0.3598194122314453,86.22888640000019
17,1,42,30,5,20,1,"(1, 2)",43,0.6535318366001146,0.16073872516043547,0.7744186046511627,0.385894462868974,0.4563024938106537,76.09892309998395
17,2,42,30,5,20,1,"(1, 2)",137,0.5206234132576409,0.007236068226909805,0.8445255474452554,0.44665589699378383,0.4095665514469147,48.13088350000908
17,3,42,30,5,20,1,"(1, 2)",406,0.47615560272489144,0.013239009700548409,0.8145320197044335,0.4979140277831785,0.3724842667579651,85.0222351999837
18,1,42,30,5,20,3,"(1, 2)",38,0.6420618161978565,0.14997835725429273,0.8,0.39489351425852093,0.46092671155929565,75.91376740002306
18,2,42,30,5,20,3,"(1, 2)",121,0.529286095809799,0.011462711093256287,0.8504132231404958,0.45117657799441535,0.40257731080055237,47.6100080999895
18,3,42,30,5,20,3,"(1, 2)",363,0.48620307206805957,0.02194068197964029,0.8140495867768595,0.5071317501164772,0.3739386796951294,82.89586590000545
19,1,42,30,10,10,1,"(1, 2)",94,0.6458023857002952,0.09673188604612362,0.7659574468085106,0.4363145853082339,0.3813053369522095,76.44743000000017
19,2,42,30,10,10,1,"(1, 2)",235,0.5101752508172026,0.01580247597173822,0.8182978723404255,0.48012306836348223,0.37980517745018005,49.9750417000032
19,3,42,30,10,10,1,"(1, 2)",837,0.48236327836725934,0.021534521426920278,0.8296296296296296,0.5358363109008046,0.3201093375682831,96.7715293999936
20,1,42,30,10,10,3,"(1, 2)",79,0.6475199404363917,0.10531321741455117,0.8012658227848102,0.4470467124993984,0.37293577194213867,76.93781259999378
20,2,42,30,10,10,3,"(1, 2)",215,0.5260788608504771,0.031682055206033295,0.8302325581395349,0.4804724961911377,0.37470105290412903,50.15075840000645
20,3,42,30,10,10,3,"(1, 2)",702,0.488875593264631,0.03187050103025579,0.8274928774928775,0.5431315717991868,0.32299476861953735,93.07311910000863
