Model,Seeds (n),Coherence C_v (test),Coherence NPMI (test),Topic Diversity (test),Intra-topic Similarity (test),Inter-topic Similarity (test),"Silhouette (test, cosine)",Outlier Ratio (test),Topic Count (test)
BERTopic (best CV config),9,0.4889 ± 0.0068,-0.0011 ± 0.0074,0.8094 ± 0.0034,0.5594 ± 0.0044,0.3264 ± 0.0024,0.0788 ± 0.0052,0.5763 ± 0.0043,632.78 ± 5.09
