cv_test_mean,cv_test_std,npmi_test_mean,npmi_test_std,topic_diversity_mean,topic_diversity_std,intra_topic_similarity_mean,intra_topic_similarity_std,inter_topic_similarity_mean,inter_topic_similarity_std,test_silhouette_mean,test_silhouette_std,test_outlier_ratio_mean,test_outlier_ratio_std,test_topic_count_mean,test_topic_count_std
0.48887600660004743,0.006797237259354731,-0.001116370811492919,0.007447725208377477,0.8093958174461439,0.003412731135973395,0.5593862372449018,0.004405578265714409,0.32637718319892883,0.002435080688733482,0.07881411827272838,0.005168032006492109,0.57627021541282,0.004309721844874092,632.7777777777778,5.093568929978709
