topic_id,term_rank,term,weight
0,1,banks,0.5501577854156494
0,2,bank,0.5022915601730347
0,3,financial,0.4715424180030823
0,4,securities,0.4555937647819519
0,5,treasury,0.439541220664978
0,6,lending,0.4309592843055725
0,7,reserve,0.4250781536102295
0,8,fdic,0.417199045419693
0,9,loans,0.4065419137477875
0,10,funds,0.39644354581832886
0,11,federal,0.39262402057647705
0,12,loan,0.38838163018226624
0,13,institutions,0.3320561945438385
0,14,liquidity,0.33205291628837585
0,15,credit,0.3012736439704895
0,16,market,0.281791090965271
0,17,capital,0.26733800768852234
0,18,stock,0.25991514325141907
0,19,asset,0.23512351512908936
0,20,releases,0.2148352414369583
0,21,backed,0.20057456195354462
0,22,board,0.18488940596580505
0,23,department,0.18333078920841217
0,24,announces,0.17691607773303986
0,25,covid,0.14822646975517273
0,26,eligible,0.14454390108585358
0,27,facility,0.13671419024467468
0,28,states,0.1292181760072708
0,29,report,0.12557148933410645
0,30,primary,0.12104108929634094
0,31,rate,0.1154063418507576
0,32,will,0.09774718433618546
0,33,term,0.09317397326231003
0,34,to,0.0907440185546875
0,35,under,0.08891226351261139
0,36,program,0.08790984749794006
0,37,it,0.08521672338247299
0,38,for,0.08400285243988037
0,39,through,0.08299898356199265
0,40,new,0.0775243490934372
0,41,at,0.07369419187307358
0,42,billion,0.07253614068031311
0,43,purchase,0.07181359082460403
0,44,on,0.06652858853340149
0,45,up,0.06570706516504288
0,46,in,0.06520464271306992
0,47,act,0.06334690749645233
0,48,preferred,0.05994434654712677
0,49,that,0.05500346049666405
0,50,also,0.050770606845617294
1,1,banks,0.5131198167800903
1,2,bank,0.497183620929718
1,3,financial,0.484944224357605
1,4,securities,0.4650339186191559
1,5,funds,0.4561430513858795
1,6,lending,0.4560536742210388
1,7,loans,0.4549657106399536
1,8,loan,0.4527171850204468
1,9,fdic,0.4525098204612732
1,10,treasury,0.44944894313812256
1,11,reserve,0.4466773271560669
1,12,federal,0.4054296016693115
1,13,market,0.36123937368392944
1,14,liquidity,0.33355996012687683
1,15,stock,0.3252190947532654
1,16,credit,0.31920623779296875
1,17,asset,0.2772504687309265
1,18,institutions,0.25195378065109253
1,19,backed,0.24223008751869202
1,20,facility,0.23239636421203613
1,21,capital,0.20799463987350464
1,22,purchase,0.18485629558563232
1,23,board,0.1827688068151474
1,24,releases,0.18175707757472992
1,25,eligible,0.17746171355247498
1,26,rate,0.15878187119960785
1,27,primary,0.1509053260087967
1,28,department,0.15062308311462402
1,29,billion,0.1487923115491867
1,30,announces,0.1453298181295395
1,31,total,0.1184217631816864
1,32,term,0.10605165362358093
1,33,new,0.10530317574739456
1,34,also,0.10452879220247269
1,35,percent,0.09897598624229431
1,36,its,0.08818872272968292
1,37,program,0.08526856452226639
1,38,states,0.08475461602210999
1,39,at,0.08448904007673264
1,40,for,0.08400818705558777
1,41,will,0.08109032362699509
1,42,to,0.08072835206985474
1,43,it,0.0777667984366417
1,44,through,0.07737068086862564
1,45,preferred,0.07620018720626831
1,46,on,0.07573260366916656
1,47,up,0.07465920597314835
1,48,under,0.07042720913887024
1,49,in,0.0694514662027359
1,50,report,0.06809338927268982
2,1,covid,0.5866501331329346
2,2,states,0.19594711065292358
2,3,billion,0.1748323142528534
2,4,report,0.1493052840232849
2,5,announces,0.1391734778881073
2,6,federal,0.13325907289981842
2,7,eligible,0.12744034826755524
2,8,facility,0.12727707624435425
2,9,for,0.10967930406332016
2,10,releases,0.10945332050323486
2,11,department,0.10377451777458191
2,12,the,0.09116902947425842
2,13,reserve,0.08437886834144592
2,14,to,0.0841212272644043
2,15,with,0.07998259365558624
2,16,new,0.0794706791639328
2,17,percent,0.07690473645925522
2,18,have,0.0747782438993454
2,19,through,0.07161672413349152
2,20,and,0.07095886021852493
2,21,treasury,0.06414298713207245
2,22,its,0.0605735145509243
2,23,in,0.060483939945697784
2,24,that,0.05898842215538025
2,25,of,0.05857900157570839
2,26,as,0.05780711770057678
2,27,also,0.05714110657572746
2,28,act,0.056871023029088974
2,29,from,0.054816994816064835
2,30,or,0.048880528658628464
2,31,by,0.047262825071811676
2,32,program,0.0469457171857357
2,33,it,0.046093910932540894
2,34,funds,0.044787902384996414
2,35,capital,0.04317323490977287
2,36,purchase,0.041673894971609116
2,37,will,0.040755122900009155
2,38,at,0.039353251457214355
2,39,an,0.03866388276219368
2,40,on,0.03820856288075447
2,41,under,0.03750639408826828
2,42,up,0.03620722517371178
2,43,total,0.032245881855487823
2,44,preferred,0.02925688400864601
2,45,rate,0.029206572100520134
2,46,institutions,0.028017641976475716
2,47,is,0.02547159418463707
2,48,their,0.023120108991861343
2,49,lending,0.01771416887640953
2,50,stock,0.01633094809949398
3,1,treasury,0.5626040697097778
3,2,stock,0.40662097930908203
3,3,securities,0.40468305349349976
3,4,banks,0.34955108165740967
3,5,financial,0.33362850546836853
3,6,bank,0.33130717277526855
3,7,reserve,0.30873221158981323
3,8,funds,0.30809396505355835
3,9,market,0.27861660718917847
3,10,backed,0.2781069278717041
3,11,rate,0.2677874267101288
3,12,federal,0.2661798894405365
3,13,lending,0.2526383399963379
3,14,capital,0.24135302007198334
3,15,purchase,0.22791847586631775
3,16,fdic,0.22770684957504272
3,17,loan,0.22340264916419983
3,18,loans,0.2204866111278534
3,19,total,0.21549659967422485
3,20,preferred,0.2112598419189453
3,21,percent,0.20325355231761932
3,22,billion,0.20031635463237762
3,23,department,0.19040396809577942
3,24,credit,0.1622546911239624
3,25,liquidity,0.1607721447944641
3,26,releases,0.15895044803619385
3,27,asset,0.15755799412727356
3,28,announces,0.14393781125545502
3,29,states,0.12827259302139282
3,30,primary,0.12356456369161606
3,31,institutions,0.1218254566192627
3,32,board,0.08241073042154312
3,33,facility,0.06285020709037781
3,34,program,0.05890842527151108
3,35,it,0.054982028901576996
3,36,eligible,0.05452992394566536
3,37,up,0.052353449165821075
3,38,as,0.05045294389128685
3,39,their,0.0494002103805542
3,40,the,0.04718013480305672
3,41,in,0.046173810958862305
3,42,at,0.04495229572057724
3,43,covid,0.04411779344081879
3,44,also,0.04271528124809265
3,45,will,0.0419822633266449
3,46,with,0.034531086683273315
3,47,through,0.030662110075354576
3,48,to,0.028716955333948135
3,49,and,0.022397076711058617
3,50,its,0.019728010520339012
4,1,fdic,0.4696982800960541
4,2,federal,0.39483585953712463
4,3,funds,0.3548020124435425
4,4,financial,0.3369766175746918
4,5,rate,0.3261839747428894
4,6,reserve,0.3168086111545563
4,7,banks,0.292322039604187
4,8,securities,0.28756433725357056
4,9,bank,0.274141401052475
4,10,treasury,0.2675054669380188
4,11,percent,0.26010745763778687
4,12,lending,0.2497314214706421
4,13,stock,0.23573702573776245
4,14,loans,0.22981759905815125
4,15,market,0.22738702595233917
4,16,loan,0.21881261467933655
4,17,credit,0.21259915828704834
4,18,liquidity,0.19267705082893372
4,19,primary,0.17905279994010925
4,20,capital,0.157120019197464
4,21,institutions,0.1471288502216339
4,22,backed,0.13961057364940643
4,23,asset,0.11398648470640182
4,24,total,0.1074896976351738
4,25,board,0.1041659265756607
4,26,as,0.0818612203001976
4,27,under,0.08120398968458176
4,28,releases,0.07892383635044098
4,29,it,0.07482319325208664
4,30,billion,0.06743083149194717
4,31,eligible,0.0665312260389328
4,32,preferred,0.0664106011390686
4,33,its,0.06308740377426147
4,34,will,0.06052694469690323
4,35,up,0.05869002267718315
4,36,to,0.05438913032412529
4,37,also,0.05406302958726883
4,38,that,0.05393605679273605
4,39,at,0.053436409682035446
4,40,of,0.049533694982528687
4,41,new,0.04924045503139496
4,42,on,0.04747701436281204
4,43,through,0.04665733128786087
4,44,purchase,0.04550756514072418
4,45,covid,0.037733957171440125
4,46,facility,0.03629462048411369
4,47,report,0.035566072911024094
4,48,act,0.031264614313840866
4,49,department,0.031125780194997787
4,50,for,0.0254182331264019
5,1,treasury,0.45105788111686707
5,2,federal,0.4149667024612427
5,3,report,0.33010047674179077
5,4,banks,0.3171791434288025
5,5,securities,0.31295329332351685
5,6,releases,0.3050699532032013
5,7,financial,0.29989004135131836
5,8,bank,0.2807764708995819
5,9,fdic,0.2775605320930481
5,10,announces,0.2706844210624695
5,11,department,0.258256733417511
5,12,reserve,0.2542860507965088
5,13,funds,0.25124669075012207
5,14,loans,0.2395605742931366
5,15,loan,0.2348073273897171
5,16,lending,0.23243260383605957
5,17,institutions,0.2143488973379135
5,18,credit,0.2052546739578247
5,19,stock,0.1966118961572647
5,20,facility,0.18608435988426208
5,21,market,0.179974764585495
5,22,states,0.16283318400382996
5,23,covid,0.14729046821594238
5,24,liquidity,0.14142543077468872
5,25,backed,0.1391611397266388
5,26,new,0.13523975014686584
5,27,program,0.13460379838943481
5,28,in,0.112611323595047
5,29,it,0.11240758746862411
5,30,through,0.10630546510219574
5,31,purchase,0.10425833612680435
5,32,board,0.10276874154806137
5,33,its,0.09320375323295593
5,34,asset,0.08821846544742584
5,35,billion,0.08556010574102402
5,36,capital,0.08104205131530762
5,37,percent,0.07974027097225189
5,38,rate,0.07850760221481323
5,39,primary,0.07517625391483307
5,40,from,0.07181441783905029
5,41,under,0.06945066154003143
5,42,that,0.06939832121133804
5,43,the,0.06687691807746887
5,44,to,0.06172894313931465
5,45,their,0.06139036640524864
5,46,by,0.0577922984957695
5,47,on,0.05428697168827057
5,48,term,0.05303523689508438
5,49,for,0.05279729887843132
5,50,is,0.05209079384803772
6,1,treasury,0.5206727385520935
6,2,loan,0.3560904264450073
6,3,loans,0.35032233595848083
6,4,financial,0.3263353705406189
6,5,lending,0.31811147928237915
6,6,federal,0.30680352449417114
6,7,funds,0.29600954055786133
6,8,securities,0.2931506633758545
6,9,banks,0.27844372391700745
6,10,department,0.26705700159072876
6,11,bank,0.2534005045890808
6,12,backed,0.2517803907394409
6,13,announces,0.248907670378685
6,14,asset,0.22891728579998016
6,15,releases,0.21349020302295685
6,16,fdic,0.2043592929840088
6,17,reserve,0.20328658819198608
6,18,report,0.19850917160511017
6,19,program,0.19818764925003052
6,20,credit,0.19781649112701416
6,21,stock,0.1920548975467682
6,22,institutions,0.17904289066791534
6,23,liquidity,0.1732085645198822
6,24,billion,0.16166527569293976
6,25,market,0.1443709433078766
6,26,states,0.1353214681148529
6,27,purchase,0.13389186561107635
6,28,facility,0.13046318292617798
6,29,capital,0.1204538643360138
6,30,eligible,0.11969079077243805
6,31,up,0.11844851076602936
6,32,for,0.1079418733716011
6,33,through,0.1066560447216034
6,34,percent,0.10592584311962128
6,35,rate,0.10349807143211365
6,36,covid,0.09597630798816681
6,37,act,0.09479524940252304
6,38,it,0.09399691969156265
6,39,total,0.0924040675163269
6,40,to,0.08737801015377045
6,41,will,0.08612092584371567
6,42,is,0.08562849462032318
6,43,primary,0.07751109451055527
6,44,by,0.07734937965869904
6,45,in,0.07688850164413452
6,46,term,0.07629115879535675
6,47,new,0.07549119740724564
6,48,are,0.07328151166439056
6,49,its,0.07237274199724197
6,50,also,0.07000033557415009
7,1,lending,0.4788897633552551
7,2,loans,0.4664430618286133
7,3,loan,0.441386342048645
7,4,banks,0.42859524488449097
7,5,bank,0.39909592270851135
7,6,reserve,0.39260396361351013
7,7,financial,0.36237889528274536
7,8,funds,0.30361208319664
7,9,federal,0.28171706199645996
7,10,treasury,0.2814016342163086
7,11,fdic,0.273090124130249
7,12,credit,0.2715420126914978
7,13,securities,0.2683326005935669
7,14,eligible,0.2156800478696823
7,15,backed,0.1873283088207245
7,16,institutions,0.18389040231704712
7,17,liquidity,0.17890843749046326
7,18,market,0.1712706983089447
7,19,facility,0.14464524388313293
7,20,program,0.1423424482345581
7,21,department,0.13879969716072083
7,22,stock,0.13684602081775665
7,23,purchase,0.13611093163490295
7,24,asset,0.13334186375141144
7,25,releases,0.12352719902992249
7,26,primary,0.11570631712675095
7,27,capital,0.10457970947027206
7,28,for,0.09868967533111572
7,29,rate,0.09149366617202759
7,30,board,0.0908551886677742
7,31,will,0.08968965709209442
7,32,announces,0.08700094372034073
7,33,new,0.0796881765127182
7,34,their,0.07103904336690903
7,35,its,0.0701289176940918
7,36,total,0.06785505264997482
7,37,it,0.0638226643204689
7,38,up,0.0635782927274704
7,39,also,0.058935750275850296
7,40,billion,0.056512393057346344
7,41,under,0.05504326522350311
7,42,term,0.05478702113032341
7,43,covid,0.05248021334409714
7,44,at,0.051236145198345184
7,45,act,0.050297532230615616
7,46,states,0.04891381040215492
7,47,percent,0.04700642079114914
7,48,through,0.040981218218803406
7,49,preferred,0.03392236679792404
7,50,on,0.027943221852183342
8,1,treasury,0.4048512876033783
8,2,financial,0.39413192868232727
8,3,lending,0.38724207878112793
8,4,loans,0.381599485874176
8,5,banks,0.37280359864234924
8,6,loan,0.3680121898651123
8,7,funds,0.35172414779663086
8,8,bank,0.3516782522201538
8,9,securities,0.32844769954681396
8,10,fdic,0.2915133535861969
8,11,federal,0.26530396938323975
8,12,backed,0.2617894411087036
8,13,credit,0.2511730194091797
8,14,reserve,0.22580207884311676
8,15,stock,0.22147056460380554
8,16,billion,0.217095285654068
8,17,market,0.214378222823143
8,18,asset,0.18744777143001556
8,19,institutions,0.1844249814748764
8,20,percent,0.1695568859577179
8,21,rate,0.16638924181461334
8,22,liquidity,0.16301044821739197
8,23,capital,0.16260825097560883
8,24,purchase,0.15401697158813477
8,25,total,0.15252585709095
8,26,announces,0.1435486227273941
8,27,department,0.1387176364660263
8,28,releases,0.12933854758739471
8,29,report,0.12704449892044067
8,30,through,0.12411284446716309
8,31,eligible,0.11000364273786545
8,32,up,0.10772136598825455
8,33,new,0.10707914084196091
8,34,to,0.10693185776472092
8,35,board,0.0985221266746521
8,36,have,0.09201930463314056
8,37,it,0.08763149380683899
8,38,covid,0.08542203903198242
8,39,term,0.08315889537334442
8,40,for,0.08209116756916046
8,41,from,0.07594713568687439
8,42,its,0.07548382133245468
8,43,will,0.071583591401577
8,44,that,0.06508642435073853
8,45,by,0.06413973122835159
8,46,under,0.06399111449718475
8,47,as,0.06391571462154388
8,48,in,0.06034992262721062
8,49,with,0.05979519337415695
8,50,program,0.058817729353904724
9,1,fdic,0.7315164804458618
9,2,banks,0.5028576850891113
9,3,bank,0.4777713716030121
9,4,financial,0.4130033850669861
9,5,federal,0.3787980377674103
9,6,funds,0.37086033821105957
9,7,lending,0.31465741991996765
9,8,loans,0.31450748443603516
9,9,loan,0.30662235617637634
9,10,reserve,0.30304059386253357
9,11,treasury,0.2960277497768402
9,12,securities,0.286447674036026
9,13,institutions,0.2463744431734085
9,14,asset,0.21306383609771729
9,15,credit,0.21251250803470612
9,16,liquidity,0.20953169465065002
9,17,market,0.1701233983039856
9,18,backed,0.165985107421875
9,19,stock,0.15454821288585663
9,20,facility,0.13412202894687653
9,21,rate,0.12099981307983398
9,22,department,0.11655502021312714
9,23,board,0.11454074084758759
9,24,capital,0.11248347163200378
9,25,releases,0.11119885742664337
9,26,percent,0.11017207056283951
9,27,primary,0.09884858876466751
9,28,announces,0.0918581560254097
9,29,total,0.08337975293397903
9,30,eligible,0.08175793290138245
9,31,billion,0.07946070283651352
9,32,will,0.07593091577291489
9,33,purchase,0.07545249164104462
9,34,states,0.06985942274332047
9,35,through,0.06834515184164047
9,36,report,0.06337009370326996
9,37,new,0.05471687391400337
9,38,it,0.04562590271234512
9,39,its,0.04552708938717842
9,40,on,0.04447169974446297
9,41,or,0.04269199073314667
9,42,term,0.04241848364472389
9,43,to,0.040773242712020874
9,44,at,0.03698936104774475
9,45,preferred,0.030958041548728943
9,46,their,0.029405822977423668
9,47,in,0.027903098613023758
9,48,program,0.02129245176911354
9,49,that,0.020331038162112236
9,50,act,0.01895548403263092
