cv_test_mean,cv_test_std,npmi_test_mean,npmi_test_std,topic_diversity_mean,topic_diversity_std,intra_topic_similarity_mean,intra_topic_similarity_std,inter_topic_similarity_mean,inter_topic_similarity_std,test_silhouette_mean,test_silhouette_std,test_outlier_ratio_mean,test_outlier_ratio_std,test_topic_count_mean,test_topic_count_std
0.5007124856967338,0.009792946570683837,-0.0336100063862301,0.009668540256651677,0.8734145236026838,0.006325797393979383,0.4431117175964616,0.007096187718941042,0.4061342246002621,0.009966640217618276,0.05525476112961769,0.006180206390713912,0.3469563717882393,0.025866528711846866,74.0,3.391164991562634
