seed,cv_test,npmi_test,topic_diversity_test,intra_topic_similarity_test,inter_topic_similarity_test,test_silhouette,test_outlier_ratio,test_topic_count
42,0.5140821987463513,-0.02163940410799084,0.8712328767123287,0.44917254883851576,0.4154277741909027,0.047874562442302704,0.371960682876358,73
7,0.5110791639020785,-0.023649559111720665,0.8791666666666667,0.45481342533903735,0.3960917890071869,0.0602511391043663,0.30212105535437145,72
123,0.5036625614398741,-0.020356094347541917,0.8649350649350649,0.4404043794974037,0.4049663841724396,0.058470457792282104,0.3435075012933264,77
2024,0.4992862784922853,-0.03581941925945112,0.8723684210526316,0.4297369005887405,0.4012243151664734,0.05512666329741478,0.35437144335230214,76
99,0.49257216371477625,-0.04489401450825582,0.8666666666666667,0.44542095209989285,0.4059732258319855,0.06496010720729828,0.37247801345059495,78
11,0.508317638315064,-0.03202035047631556,0.8685714285714285,0.44211694528348744,0.4157956838607788,0.05246971920132637,0.34919813760993273,70
77,0.49143449810148565,-0.043531804406770354,0.8743589743589744,0.44684942483025436,0.40083929896354675,0.048311006277799606,0.3781686497672012,78
314,0.5013784940782203,-0.03838482216119482,0.8826086956521739,0.43966874728600186,0.3923262655735016,0.060631852596998215,0.31867563372995344,69
2718,0.4845993744804679,-0.042194589096829827,0.8808219178082192,0.43982213460482084,0.4225632846355438,0.04919734224677086,0.3321262286601138,73
