cv_test_mean,cv_test_std,npmi_test_mean,npmi_test_std,topic_diversity_mean,topic_diversity_std,intra_topic_similarity_mean,intra_topic_similarity_std,inter_topic_similarity_mean,inter_topic_similarity_std,test_silhouette_mean,test_silhouette_std,test_outlier_ratio_mean,test_outlier_ratio_std,test_topic_count_mean,test_topic_count_std
0.4671387983917208,0.005145063401749276,-0.0367882605474732,0.005133525336837783,0.7834820293448828,0.004193860362263071,0.603842156434578,0.0039066075696005086,0.3051861524581909,0.0029057873615195066,0.14523004823260838,0.004629326911727893,0.5535738009831275,0.0057916366671226065,422.0,8.215838362577491
