fold,n_neighbors,n_components,min_cluster_size,min_samples,ngram_range,cv_val,npmi_val,topic_diversity,intra_topic_similarity,inter_topic_similarity,n_topics,cv_val_norm,npmi_val_norm,topic_diversity_norm,intra_topic_similarity_norm,inter_topic_separation_norm,fold_score
1,30,5,20,3,"(1, 2)",0.5846469716658926,-0.03159086905511973,0.9555555555555556,0.36962060464753044,0.6418023109436035,9.0,0.769560902111028,0.8368604195930456,1.0,0.0,1.0,0.7212842643408147
2,50,5,20,3,"(1, 2)",0.4751279560467562,-0.021879008454658712,0.8233576642335766,0.5729016559879955,0.35148897767066956,137.0,1.0,1.0,0.45781399103185466,0.48547895396329804,0.48030173730832676,0.6847189364606959
3,50,10,10,3,"(1, 2)",0.4463244556886505,-0.03286661476002148,0.8299568965517241,0.591567937284708,0.3037731647491455,464.0,0.8091739353997511,0.8081781274873742,0.7138979738372065,1.0,0.0,0.6662500073448664
