trial,fold,random_seed,n_neighbors,n_components,min_cluster_size,min_samples,ngram_range,n_topics,cv_val,npmi_val,topic_diversity,intra_topic_similarity,inter_topic_similarity,fit_seconds
1,1,42,15,5,10,1,"(1, 2)",48,0.443069308012597,-0.15525718263101654,0.9,0.4104121911029021,0.4836556315422058,71.93688769999426
1,2,42,15,5,10,1,"(1, 2)",397,0.4506162992655048,-0.04523984525964257,0.8327455919395466,0.5665593190923245,0.3549789488315582,47.68919390000519
1,3,42,15,5,10,1,"(1, 2)",809,0.43351007887885906,-0.0447811284846578,0.8411619283065513,0.5570838071594809,0.3245963156223297,70.08274859999074
2,1,42,15,5,10,3,"(1, 2)",44,0.4302000576463498,-0.16846401933284996,0.9227272727272727,0.41469981927763333,0.46801576018333435,64.40842409999459
2,2,42,15,5,10,3,"(1, 2)",353,0.4678456423031728,-0.0362694285807255,0.8308781869688385,0.5852915613921648,0.34763970971107483,48.144622799998615
2,3,42,15,5,10,3,"(1, 2)",656,0.44320345935453254,-0.03612056019037948,0.8344512195121951,0.571412825612278,0.3200424909591675,65.3585362000158
3,1,42,15,5,15,1,"(1, 2)",31,0.4600483160702192,-0.10778287767511696,0.9064516129032258,0.3966354247062437,0.503207802772522,64.31309840001632
3,2,42,15,5,15,1,"(1, 2)",284,0.45567946070465576,-0.05155856816616246,0.8105633802816902,0.5586243640864268,0.3734971582889557,47.05537039999035
3,3,42,15,5,15,1,"(1, 2)",507,0.43630234764463105,-0.041684833481591535,0.8106508875739645,0.54850890148472,0.3413446843624115,63.661786400014535
4,1,42,15,5,15,3,"(1, 2)",24,0.5217502142604218,-0.09458262646312539,0.9125,0.4097904997567336,0.5120388865470886,64.36721709999256
4,2,42,15,5,15,3,"(1, 2)",252,0.46564207127837803,-0.0295520428122465,0.8107142857142857,0.5750648886096635,0.3657350540161133,46.519833300000755
4,3,42,15,5,15,3,"(1, 2)",433,0.43906707495661657,-0.04174119230499293,0.8092378752886836,0.5579288701345394,0.34614449739456177,62.01617620000616
5,1,42,15,5,20,1,"(1, 2)",17,0.5215144120419161,-0.07106795093945346,0.9176470588235294,0.4058612295809914,0.5555974245071411,63.80539550000685
5,2,42,15,5,20,1,"(1, 2)",213,0.4535454761507197,-0.04773026262087221,0.8023474178403756,0.5536108686373784,0.3842848241329193,45.90891070000362
5,3,42,15,5,20,1,"(1, 2)",384,0.4289350197989849,-0.04701140151711894,0.79765625,0.5317458676200517,0.35425373911857605,61.797251000010874
6,1,42,15,5,20,3,"(1, 2)",17,0.630894913109862,-0.020374757545041297,0.8705882352941177,0.41104132112334757,0.5401090383529663,64.42342459998326
6,2,42,15,5,20,3,"(1, 2)",180,0.4631273861811035,-0.03455796489995072,0.8055555555555556,0.5607070058035705,0.3768862783908844,45.34586000000127
6,3,42,15,5,20,3,"(1, 2)",336,0.43340406094230555,-0.04079917263046701,0.7985119047619048,0.5409110491794925,0.35282453894615173,61.07846150000114
7,1,42,15,10,10,1,"(1, 2)",36,0.4647161645040438,-0.14258203879441833,0.9194444444444444,0.42412693585668293,0.510168731212616,63.9684654000157
7,2,42,15,10,10,1,"(1, 2)",399,0.4465214596503181,-0.05706416692472179,0.8358395989974937,0.5720177895602692,0.344034343957901,48.115808699978516
7,3,42,15,10,10,1,"(1, 2)",775,0.4360870917716399,-0.0441741110821977,0.8345806451612903,0.5708967005293215,0.3208376467227936,68.20659409998916
8,1,42,15,10,10,3,"(1, 2)",33,0.48334675178196046,-0.10834489582593033,0.9333333333333333,0.42004848970100284,0.49037089943885803,64.5850122999982
8,2,42,15,10,10,3,"(1, 2)",347,0.4472166898804976,-0.05245269843690637,0.8331412103746397,0.5801350563764572,0.34038031101226807,47.45860320000793
8,3,42,15,10,10,3,"(1, 2)",642,0.44320130861859874,-0.03666273081889751,0.8263239875389408,0.5792002942924406,0.32424819469451904,67.48951009998564
9,1,42,15,10,15,1,"(1, 2)",26,0.5223969772845044,-0.08947949661102843,0.8961538461538462,0.4122341823577881,0.534419059753418,64.10951690000365
9,2,42,15,10,15,1,"(1, 2)",279,0.45271413037823083,-0.05067105796430227,0.8118279569892473,0.5658738542170751,0.363030344247818,46.90115300001344
9,3,42,15,10,15,1,"(1, 2)",475,0.43990288388794646,-0.0469446111247622,0.8002105263157895,0.5589834800411215,0.35469433665275574,64.45290259999456
10,1,42,15,10,15,3,"(1, 2)",27,0.5213330862589088,-0.09440953822579853,0.9074074074074074,0.421337923178306,0.5173008441925049,64.33997609998914
10,2,42,15,10,15,3,"(1, 2)",252,0.4511670129452145,-0.052678982078352914,0.8178571428571428,0.5718517724586569,0.35595983266830444,46.6140996000031
10,3,42,15,10,15,3,"(1, 2)",444,0.4523635630190348,-0.03273635828147635,0.8065315315315316,0.5616431086126602,0.3481009900569916,63.70100920001278
11,1,42,15,10,20,1,"(1, 2)",21,0.5107041931883053,-0.09167389397289884,0.9238095238095239,0.41461844245592755,0.5479093194007874,64.03263000000152
11,2,42,15,10,20,1,"(1, 2)",217,0.4523869141438142,-0.053112834920801086,0.8013824884792626,0.5593162598598063,0.3784656226634979,46.56261000002269
