Model,Seeds (n),Coherence C_v (test),Coherence NPMI (test),Topic Diversity (test),Intra-topic Similarity (test),Inter-topic Similarity (test),"Silhouette (test, cosine)",Outlier Ratio (test),Topic Count (test)
BERTopic (best CV config),9,0.4694 ± 0.0061,-0.0328 ± 0.0077,0.7873 ± 0.0037,0.8349 ± 0.0029,0.6765 ± 0.0050,0.0759 ± 0.0169,0.6763 ± 0.0114,378.00 ± 6.46
