cv_test_mean,cv_test_std,npmi_test_mean,npmi_test_std,topic_diversity_mean,topic_diversity_std,intra_topic_similarity_mean,intra_topic_similarity_std,inter_topic_similarity_mean,inter_topic_similarity_std,test_silhouette_mean,test_silhouette_std,test_outlier_ratio_mean,test_outlier_ratio_std,test_topic_count_mean,test_topic_count_std
0.4694458215095806,0.006117809334533381,-0.03280467070880761,0.00769449618515475,0.7873457710402357,0.0037421714468434237,0.8349461225544815,0.0028682068044740268,0.6764620343844095,0.00501991478294542,0.0758654127518336,0.0168803512993484,0.6762986581639431,0.011392381498359054,378.0,6.461423991660043
