trial,fold,random_seed,n_neighbors,n_components,min_cluster_size,min_samples,ngram_range,n_topics,cv_val,npmi_val,topic_diversity,intra_topic_similarity,inter_topic_similarity,fit_seconds
27,1,42,50,5,15,1,"(1, 2)",11,0.7962590276899878,0.08628638185340506,0.8454545454545455,0.7027006506919861,0.8428290486335754,65.97237210001913
27,2,42,50,5,15,1,"(1, 2)",218,0.46556844929316193,-0.027760481620587613,0.8261467889908257,0.7916852674063515,0.6961304545402527,61.91945010001655
27,3,42,50,5,15,1,"(1, 2)",398,0.42849463019464895,-0.04475329172137801,0.8417085427135679,0.7968677981508093,0.6898635029792786,93.62317019997863
28,1,42,50,5,15,3,"(1, 2)",12,0.8107237403729576,0.07762406814727478,0.8333333333333334,0.7031854716214266,0.8416520953178406,66.79417119998834
28,2,42,50,5,15,3,"(1, 2)",154,0.5118546930033875,0.017402420495313424,0.8344155844155844,0.7959723604576928,0.6923376321792603,62.993565600016154
28,3,42,50,5,15,3,"(1, 2)",292,0.4667431935394929,-0.0009299721377053642,0.827054794520548,0.8086014407522538,0.6947197318077087,95.890554099984
29,1,42,50,5,20,1,"(1, 2)",5,0.7630978151105173,0.13112930999061698,0.98,0.6840614795684814,0.8256400227546692,75.92614799999865
29,2,42,50,5,20,1,"(1, 2)",143,0.4961217617082037,-0.010930912014641525,0.7916083916083916,0.7900319594670745,0.698919415473938,71.77927599998657
29,3,42,50,5,20,1,"(1, 2)",279,0.4422659431967926,-0.029222663254734525,0.8232974910394265,0.7925951513461769,0.706549882888794,133.61532230000012
30,1,42,50,5,20,3,"(1, 2)",5,0.7630978151105173,0.13112930999061698,0.98,0.6842114925384521,0.8279227018356323,90.7716439999931
30,2,42,50,5,20,3,"(1, 2)",114,0.4981163988424009,-0.008914455212055328,0.8271929824561404,0.7931136045980891,0.6979941129684448,86.45264400000451
30,3,42,50,5,20,3,"(1, 2)",225,0.46056761586985484,-0.011445615971380246,0.8164444444444444,0.8037231524373584,0.6936658620834351,137.1959463999956
31,1,42,50,10,10,1,"(1, 2)",12,0.7932954124907037,0.059331422907487795,0.8666666666666667,0.7289849936962127,0.841539740562439,89.28722960001323
31,2,42,50,10,10,1,"(1, 2)",359,0.45474840246633985,-0.03435461618958331,0.8637883008356546,0.7927828461539989,0.6776720881462097,92.28972239998984
31,3,42,50,10,10,1,"(1, 2)",652,0.4213134061449184,-0.05486791841161627,0.8697852760736197,0.8027241379630808,0.6607435941696167,149.05462119998992
32,1,42,50,10,10,3,"(1, 2)",12,0.7952490360756646,0.059659216078427876,0.8583333333333333,0.7312182247638702,0.8409357666969299,88.89965029997984
32,2,42,50,10,10,3,"(1, 2)",235,0.49363692983207247,-0.0022231680231661376,0.8472340425531915,0.8067629770503018,0.6825846433639526,88.4659647999797
32,3,42,50,10,10,3,"(1, 2)",456,0.4705399763798996,-0.007213444880776089,0.8517543859649123,0.8165361134769817,0.6592315435409546,144.25583099998767
33,1,42,50,10,15,1,"(1, 2)",10,0.8025560865228525,0.061926337951122304,0.88,0.6990304787953695,0.8384328484535217,88.65905730001396
33,2,42,50,10,15,1,"(1, 2)",201,0.5002713997468367,-0.0032058829597697864,0.8258706467661692,0.789894723561075,0.6971890926361084,88.62579459999688
33,3,42,50,10,15,1,"(1, 2)",392,0.433707634941019,-0.04889413257838924,0.8275510204081633,0.8007374595025343,0.683870792388916,143.74956470000325
34,1,42,50,10,15,3,"(1, 2)",10,0.8040325612719533,0.06269663529095681,0.87,0.7015260656674703,0.8393396139144897,88.6513372999907
34,2,42,50,10,15,3,"(1, 2)",159,0.49696403128282785,0.006199939416277885,0.8301886792452831,0.8074914852198023,0.6916167140007019,88.48021860001609
34,3,42,50,10,15,3,"(1, 2)",287,0.46012871248738246,-0.016511359154385237,0.818815331010453,0.8141483611021286,0.6823617815971375,142.78141030002735
35,1,42,50,10,20,1,"(1, 2)",7,0.816288887948723,0.11281521665625278,0.9714285714285714,0.7070549981934684,0.8398465514183044,88.6671560999821
35,2,42,50,10,20,1,"(1, 2)",130,0.49476861350204,-0.01241223017136194,0.8076923076923077,0.7876280890247687,0.7002952694892883,75.9694262999983
35,3,42,50,10,20,1,"(1, 2)",283,0.43288116109793756,-0.047335776281614866,0.8095406360424028,0.7975504996720701,0.7042630314826965,144.36084600002505
36,1,42,50,10,20,3,"(1, 2)",5,0.7630978151105173,0.13112930999061698,0.98,0.684346616268158,0.8219135403633118,88.42613099998562
36,2,42,50,10,20,3,"(1, 2)",112,0.48897335565455363,-0.02334583384299887,0.8151785714285714,0.8065418168610218,0.6991737484931946,86.04110450000735
36,3,42,50,10,20,3,"(1, 2)",196,0.47090130472353037,0.0018616106352895756,0.8030612244897959,0.8130331917437251,0.7211523056030273,141.4287403000053
