Variable,Coefficient,Std_Error,t_statistic,p_value
topic_498_lag1,-0.23348438835986152,1.9166798590395442,-0.12181710328863239,0.9030441738075518
topic_74_lag1,-0.21570797074735898,0.6393110258770994,-0.3374069302987846,0.7358110447255898
topic_86_lag1,0.20900962809781706,1.9166818809641741,0.10904763600763845,0.9131649805487692
topic_211_lag1,0.19818819249395633,1.9166794183009475,0.10340184727899959,0.9176443048352967
topic_88_lag1,-0.19527962415926003,0.532233635887534,-0.366905830432191,0.7136902310232836
topic_323_lag1,0.1714993787816203,0.4000753844051532,0.4286676598126922,0.6681662512724628
topic_203_lag1,0.1423186893298618,1.3555192660987756,0.10499200777828793,0.9163824133043011
topic_17_lag1,0.13750914769563446,0.3264881259768046,0.4211765658681377,0.6736272846040365
topic_188_lag1,-0.1367045664538859,1.9166794060085122,-0.0713236475674215,0.943140353099895
topic_302_lag1,-0.12725426254552213,1.9166805622293424,-0.06639304694440544,0.947065071348611
topic_141_lag1,0.12103714571986239,1.9166802782459602,0.06314936669073931,0.9496477212782686
topic_612_lag1,-0.1073818924328837,1.9723337657418891,-0.05444407751772795,0.9565814978461082
topic_144_lag1,0.07883173291133486,0.6061672059935699,0.1300494849141857,0.8965276022076055
topic_470_lag1,0.07654436733476336,1.9166806970212005,0.03993589931474992,0.9681443298918516
topic_92_lag1,0.06865132566666163,1.91668011924226,0.03581783156064781,0.971427703872442
topic_264_lag1,-0.06139726922778012,1.9166792264748178,-0.03203314794656736,0.9744456959912047
C(ticker)[T.MS],0.050266404504488736,0.04895025384450772,1.0268875144991447,0.3044765336187001
C(ticker)[T.GS],0.04758954929213117,0.048966648526961844,0.9718767921379707,0.3311147800803243
C(ticker)[T.BCMXY],0.04727186028900133,0.0711504281247563,0.6643931953032537,0.5064405985810577
C(ticker)[T.JPM],0.04097421009349442,0.049012969209268786,0.8359871020779911,0.4031646516555955
C(ticker)[T.BK],0.03072165957707481,0.04891657053278204,0.628041975192973,0.5299782325503646
Intercept,0.02706284417469474,0.034592369975426605,0.782335647829836,0.4340196537462681
C(ticker)[T.BAC],0.026834494741315686,0.04895366006826151,0.5481611528922941,0.5835827803980669
topic_190_lag1,-0.02678335300595147,1.9166802782459744,-0.013973824069636652,0.9888508991510562
topic_133_lag1,-0.02635565165360988,1.3552974889925884,-0.01944639598882486,0.98448504716184
C(ticker)[T.MUFG],0.025039681599148447,0.04890763357687807,0.511979005481598,0.6086671138891339
C(ticker)[T.SCBFF],0.023959022459141995,0.05172232413430128,0.46322401129791496,0.6432050648945874
topic_131_lag1,-0.02381364919796617,0.8572211621868626,-0.027780052859655274,0.9778376445092143
topic_0_lag1,-0.023042049171149957,0.85760539341811,-0.026867892095818736,0.9785651695649589
topic_33_lag1,-0.02293923002054612,0.35686992008141516,-0.06427896757259013,0.948748260589206
C(ticker)[T.C],0.02088124407238144,0.04894402755006958,0.42663518140226603,0.6696462147671928
C(ticker)[T.ING],0.020454195417360037,0.04890786296008661,0.4182189566134299,0.6757881577571208
C(ticker)[T.SMFG],0.0178761425467724,0.04893389389608806,0.36531207969536794,0.7148794264477476
C(ticker)[T.STT],0.017547025289771697,0.048920478188168935,0.3586846641661675,0.71983194713303
C(ticker)[T.UBS],0.01690796237836653,0.048933836772282226,0.3455270114430056,0.7296991140053053
C(ticker)[T.RY],0.014043391855342507,0.04891273942009527,0.2871111293671058,0.7740279731028364
