cv_test_mean,cv_test_std,npmi_test_mean,npmi_test_std,topic_diversity_mean,topic_diversity_std,intra_topic_similarity_mean,intra_topic_similarity_std,inter_topic_similarity_mean,inter_topic_similarity_std,test_silhouette_mean,test_silhouette_std,test_outlier_ratio_mean,test_outlier_ratio_std,test_topic_count_mean,test_topic_count_std
0.5092089826102736,0.004249959916976804,0.007424560916741158,0.005064149871048036,0.7765783903026926,0.00368875224413754,0.6249021932075736,0.003184712979331707,0.30286933647261727,0.002965119780122359,0.14008648693561554,0.003786909804177741,0.5746087867478558,0.008402939843031169,595.6666666666666,12.98075498574717
