trial,fold,random_seed,n_neighbors,n_components,min_cluster_size,min_samples,ngram_range,n_topics,cv_val,npmi_val,topic_diversity,intra_topic_similarity,inter_topic_similarity,fit_seconds
21,3,42,30,10,15,1,"(1, 2)",615,0.4591325168598075,-0.009856587075605064,0.803089430894309,0.5733344466007007,0.3364492654800415,95.17410889999883
22,1,42,30,10,15,3,"(1, 2)",56,0.6592087998954564,0.12891415058265926,0.7785714285714286,0.4827014337170799,0.4745786190032959,84.06132189999335
22,2,42,30,10,15,3,"(1, 2)",163,0.5182737992916938,0.03218302192918731,0.8171779141104294,0.5407627217130724,0.38395386934280396,50.6531621000031
22,3,42,30,10,15,3,"(1, 2)",528,0.47295368935605897,0.0028324936974887522,0.7945075757575758,0.5833185104335227,0.3318096101284027,93.79918069999258
23,1,42,30,10,20,1,"(1, 2)",40,0.6619114113704979,0.12941782908879768,0.7925,0.45330274626612665,0.5118954181671143,84.03891149999981
23,2,42,30,10,20,1,"(1, 2)",129,0.5151252751609066,0.03876049921871939,0.8217054263565892,0.5263727527808367,0.39631298184394836,50.086339600005886
23,3,42,30,10,20,1,"(1, 2)",458,0.4623273785937901,-0.0037465910108173558,0.7899563318777293,0.5682531329916745,0.3461928367614746,92.52410519999103
24,1,42,30,10,20,3,"(1, 2)",38,0.669196120991458,0.13256059457323205,0.7842105263157895,0.4509588958401429,0.5115382671356201,84.37062200000219
24,2,42,30,10,20,3,"(1, 2)",122,0.5052350277835129,0.022251321026940524,0.8426229508196721,0.5338906142218359,0.3859877288341522,50.47278280000319
24,3,42,30,10,20,3,"(1, 2)",412,0.47341743854241797,0.006757183684873737,0.779126213592233,0.5772667262022213,0.3441110849380493,95.74718310000026
25,1,42,50,5,10,1,"(1, 2)",97,0.5930227192628518,0.06366869673754172,0.7927835051546391,0.5280649578067619,0.4155818819999695,86.2785237999924
25,2,42,50,5,10,1,"(1, 2)",249,0.49615376026513563,0.0076965550826839126,0.8257028112449799,0.5420498269934987,0.35811281204223633,59.10701610000979
25,3,42,50,5,10,1,"(1, 2)",814,0.4799181948101163,0.008488206367592082,0.8271498771498772,0.5760653801956532,0.3234209418296814,122.37265969999135
26,1,42,50,5,10,3,"(1, 2)",74,0.6556559595799494,0.11141782856997302,0.7864864864864864,0.5224322974681854,0.43273910880088806,85.69812119999551
26,2,42,50,5,10,3,"(1, 2)",214,0.5004309521426261,0.013698680050988898,0.8355140186915888,0.5486340268569834,0.35353973507881165,59.248048699999345
26,3,42,50,5,10,3,"(1, 2)",658,0.4798666622985225,0.00941311823577282,0.817629179331307,0.5938812407354513,0.319085031747818,117.68189569999231
27,1,42,50,5,15,1,"(1, 2)",55,0.6637000559929402,0.13821790149733376,0.7654545454545455,0.4930550584606096,0.48776185512542725,85.78328180000244
27,2,42,50,5,15,1,"(1, 2)",170,0.5074640715073344,0.017310773964858552,0.8176470588235294,0.5426168165175743,0.38585224747657776,58.040701799996896
27,3,42,50,5,15,1,"(1, 2)",574,0.47234036807407553,0.00041081944161150305,0.8015679442508711,0.5670020512337577,0.34154775738716125,116.09868129999086
28,1,42,50,5,15,3,"(1, 2)",51,0.6273143688517213,0.09342424443322116,0.8058823529411765,0.47757805062800035,0.482662171125412,85.41801100000157
28,2,42,50,5,15,3,"(1, 2)",163,0.5164968218283852,0.03670858489452637,0.8122699386503067,0.5544190554768889,0.3746525049209595,57.51364669999748
28,3,42,50,5,15,3,"(1, 2)",457,0.4858792663093261,0.011677893338004345,0.7986870897155361,0.5793027275147077,0.33861052989959717,114.95395120000467
29,1,42,50,5,20,1,"(1, 2)",39,0.6840269377279211,0.1534355944628946,0.7666666666666667,0.46079988529284793,0.5043653845787048,85.19441530000768
29,2,42,50,5,20,1,"(1, 2)",120,0.5285310870844243,0.044206679058778495,0.8208333333333333,0.5325402213179546,0.39378124475479126,57.729415800000424
29,3,42,50,5,20,1,"(1, 2)",432,0.4727351935292237,0.004397147447010822,0.7972222222222223,0.5600179565167919,0.35449790954589844,113.62497900000017
30,1,42,50,5,20,3,"(1, 2)",38,0.6761467568709291,0.14584898015375022,0.7842105263157895,0.46900238861908783,0.4949302673339844,84.98731389999739
30,2,42,50,5,20,3,"(1, 2)",112,0.5273307412476106,0.04661510901329939,0.8267857142857142,0.5357083887140327,0.3902324140071869,57.41902780000237
30,3,42,50,5,20,3,"(1, 2)",364,0.48637659852851445,0.016206610846000596,0.7873626373626373,0.5705452637498962,0.34820109605789185,112.0670867000008
31,1,42,50,10,10,1,"(1, 2)",85,0.6383787381644452,0.09040446215445377,0.7811764705882352,0.5432004173037032,0.4261285066604614,85.49875179999799
31,2,42,50,10,10,1,"(1, 2)",245,0.49988513239304566,0.011804765769681178,0.813469387755102,0.5610734240004891,0.3585926294326782,60.54801589999988
31,3,42,50,10,10,1,"(1, 2)",816,0.4680692301055354,-0.0018280177335854044,0.83125,0.5881504427092944,0.3195681571960449,124.56171259999974
32,1,42,50,10,10,3,"(1, 2)",68,0.6717774433750143,0.12064930535645783,0.825,0.5367492323830014,0.422031968832016,85.46670049999375
32,2,42,50,10,10,3,"(1, 2)",210,0.5181013266375718,0.034842477420351174,0.8223809523809524,0.5769652389628547,0.34727051854133606,59.76537209999515
32,3,42,50,10,10,3,"(1, 2)",660,0.4922933601255823,0.02197035898584912,0.8206060606060606,0.6059547617525873,0.313763290643692,120.22464559999935
