fold,n_neighbors,n_components,min_cluster_size,min_samples,ngram_range,cv_val,npmi_val,topic_diversity,intra_topic_similarity,inter_topic_similarity,n_topics,cv_val_norm,npmi_val_norm,topic_diversity_norm,intra_topic_similarity_norm,inter_topic_separation_norm,fold_score
1,50,10,10,3,"(1, 2)",0.6717774433750143,0.12064930535645783,0.825,0.5367492323830014,0.422031968832016,68.0,0.8653964117321816,0.6347619229668786,1.0,0.944682677092496,0.05283214615260683,0.6995346315888327
2,50,10,20,3,"(1, 2)",0.5451004150264633,0.06127179389621498,0.8377192982456141,0.5476548597216606,0.374690443277359,114.0,1.0,1.0,0.8735415775210406,0.5505166321825008,0.446203708777952,0.7740523836962987
3,50,10,10,3,"(1, 2)",0.4922933601255823,0.02197035898584912,0.8206060606060606,0.6059547617525873,0.313763290643692,660.0,1.0,1.0,0.7957949694853056,1.0,0.0,0.7591589938970611
