document_id,topic,probabilities
1551,14,"[0.00419315 0.01001926 0.00942392 0.00435794 0.00869469 0.00635251
 0.00710161 0.00506343 0.00784769 0.01582507 0.00591115 0.00339365
 0.00597521 0.00487527 0.41526942 0.00820124 0.00999079 0.01540706
 0.01119817 0.00538423 0.00759354 0.00820865 0.00651101 0.00680029
 0.01197949 0.01093759 0.0100272  0.00854616 0.00769722 0.00571013
 0.00763492 0.02097695 0.00232647 0.01222235 0.00792002 0.00376427
 0.0061277  0.00721453 0.00519048 0.00428871 0.0125437  0.00771438
 0.02754235 0.00503105 0.00428019 0.00512145 0.01170712 0.01520434
 0.00615657 0.00476922 0.00529965 0.00467421 0.00692941 0.0045896
 0.02348312 0.0018774  0.00536672 0.0049263  0.01616037 0.00834349
 0.01439641 0.00909318 0.00837769 0.009876   0.00553006 0.01552607
 0.00882832]"
1552,23,"[5.47409241e-308 9.47508572e-308 1.03873732e-307 6.15747094e-308
 8.76063703e-308 5.90557208e-308 1.35192438e-307 7.02467566e-308
 7.54230216e-308 6.35522634e-308 9.93234150e-308 5.31686303e-308
 1.06720727e-307 8.89848550e-308 9.08023673e-308 1.34800975e-307
 5.15633470e-308 6.58427643e-308 7.24992471e-308 8.45414607e-308
 1.38295881e-307 1.50268730e-307 8.52745748e-308 1.00000000e+000
 6.96207888e-308 1.18473608e-307 1.94299478e-307 1.54596698e-307
 1.39584417e-307 6.57602778e-308 5.88766091e-308 6.76356876e-308
 2.85238303e-308 6.43628170e-308 1.09297821e-307 6.45719858e-308
 2.21085081e-307 1.00314908e-307 4.02911187e-308 8.18312827e-308
 6.21484269e-308 2.90706597e-307 8.11485363e-308 7.62468563e-308
 7.32211855e-308 7.25355961e-308 9.39332247e-308 6.10400803e-308
 6.86667564e-308 8.37613204e-308 8.61577335e-308 7.90754906e-308
 8.54890858e-308 3.71190966e-308 6.83673378e-308 2.40340262e-308
 7.85717408e-308 7.75222863e-308 7.35436418e-308 1.23905226e-307
 8.68557139e-308 1.02628694e-307 2.39976205e-307 1.56589644e-307
 1.74656908e-307 7.15262712e-308 7.29926955e-308]"
1553,23,"[5.46277270e-308 9.32764247e-308 1.02779545e-307 6.13106764e-308
 8.62430194e-308 5.82592639e-308 1.32157002e-307 6.99359698e-308
 7.42458692e-308 6.29595226e-308 9.80372680e-308 5.30146065e-308
 1.07048099e-307 8.94373298e-308 8.93762475e-308 1.32504823e-307
 5.10002931e-308 6.49793783e-308 7.17201741e-308 8.41579196e-308
 1.37734628e-307 1.47533412e-307 8.43534544e-308 1.00000000e+000
 6.87768284e-308 1.16817430e-307 1.88303144e-307 1.53108245e-307
 1.35467683e-307 6.53638276e-308 5.81265508e-308 6.66525201e-308
 2.84522029e-308 6.36256195e-308 1.07337140e-307 6.40357081e-308
 2.17256416e-307 9.94727872e-308 3.99825536e-308 8.12475837e-308
 6.13336509e-308 2.72693939e-307 7.96897661e-308 7.61101157e-308
 7.24861795e-308 7.21097024e-308 9.20789280e-308 6.03839153e-308
 6.78708639e-308 8.32910666e-308 8.57373113e-308 7.83649969e-308
 8.39367097e-308 3.68613647e-308 6.75244694e-308 2.39837483e-308
 7.82210562e-308 7.69521721e-308 7.25467267e-308 1.20820977e-307
 8.54299130e-308 1.00399227e-307 2.27589788e-307 1.53156810e-307
 1.73731092e-307 7.03910767e-308 7.18549149e-308]"
1554,23,"[5.49524551e-308 9.50500915e-308 1.04539010e-307 6.17070765e-308
 8.74938578e-308 5.87674354e-308 1.34263738e-307 7.05371047e-308
 7.51749343e-308 6.34203361e-308 9.92432876e-308 5.31359592e-308
 1.07548213e-307 8.92365558e-308 9.06508527e-308 1.35614924e-307
 5.14901323e-308 6.58091360e-308 7.24831813e-308 8.44522471e-308
 1.39712744e-307 1.51348582e-307 8.50830177e-308 1.00000000e+000
 6.96931524e-308 1.18785158e-307 1.94766098e-307 1.56523137e-307
 1.37402197e-307 6.57703628e-308 5.86965200e-308 6.74443802e-308
 2.85437535e-308 6.43830603e-308 1.09003078e-307 6.44351946e-308
 2.14415739e-307 1.00749261e-307 4.02354480e-308 8.14567614e-308
 6.20711951e-308 2.80292071e-307 8.09045432e-308 7.62996303e-308
 7.27643600e-308 7.23926285e-308 9.38162281e-308 6.09971229e-308
 6.85968015e-308 8.39495015e-308 8.59440849e-308 7.87070972e-308
 8.49076763e-308 3.71005972e-308 6.82486333e-308 2.40326732e-308
 7.85550638e-308 7.75833890e-308 7.35825710e-308 1.22931071e-307
 8.68683914e-308 1.02018850e-307 2.35420919e-307 1.57123176e-307
 1.70869790e-307 7.13692507e-308 7.27144614e-308]"
1555,27,"[0.00681992 0.01620533 0.02940817 0.00725157 0.01074391 0.00727497
 0.01482897 0.00862881 0.00959009 0.00985275 0.01514341 0.00617563
 0.01205713 0.00938103 0.01336937 0.02420837 0.00807676 0.01115843
 0.01220392 0.00935594 0.01548209 0.02028288 0.01043498 0.01835903
 0.0137272  0.01893043 0.02317785 0.07058376 0.01189607 0.00877974
 0.00764558 0.01072973 0.0039672  0.01264134 0.01322036 0.00693916
 0.0136591  0.01693757 0.00536035 0.00850476 0.00954166 0.01691294
 0.01176819 0.00891535 0.00727849 0.00858925 0.0150684  0.01094679
 0.00877976 0.0142556  0.00936258 0.0079328  0.01021057 0.00521033
 0.01146268 0.00302689 0.00935088 0.00847963 0.01309295 0.01310154
 0.0176092  0.01259261 0.01527618 0.01737763 0.01215014 0.01117368
 0.00937084]"
1556,2,"[0.00750867 0.02228241 0.17234447 0.00705063 0.01252719 0.0077117
 0.01162589 0.00859315 0.00994989 0.01058616 0.01253184 0.00677632
 0.01175357 0.0086365  0.01668437 0.021112   0.00889418 0.01300941
 0.01744551 0.00902343 0.01678486 0.02233434 0.01076189 0.01302228
 0.01615323 0.02633625 0.02272609 0.03241068 0.01112073 0.00960252
 0.00861123 0.01253117 0.00416213 0.01443511 0.01394636 0.00656347
 0.01018121 0.02085143 0.00615726 0.00740602 0.01064555 0.01358811
 0.0138964  0.00882084 0.00692888 0.00850083 0.0231482  0.01243821
 0.00880252 0.01100003 0.00865836 0.00791634 0.00964209 0.00593173
 0.01363842 0.00315734 0.00948212 0.00792838 0.01652994 0.01171539
 0.02771285 0.01251368 0.01327675 0.01929284 0.00913812 0.01342207
 0.01012843]"
1557,55,"[0.00265116 0.00260986 0.00249612 0.0027095  0.00247498 0.00247572
 0.00249279 0.00270672 0.00256618 0.00237011 0.00241851 0.00227506
 0.00249625 0.00237991 0.00254753 0.00245313 0.00269047 0.00263752
 0.00250048 0.0023972  0.00248232 0.00253011 0.00251916 0.00241712
 0.00252393 0.00244576 0.00251641 0.00247968 0.00248503 0.00260494
 0.0024127  0.0025454  0.002387   0.00250157 0.00250001 0.0023209
 0.00236106 0.00242923 0.00240206 0.00240536 0.00269554 0.00246849
 0.00261526 0.00239849 0.00248685 0.00233002 0.00258627 0.00247628
 0.00256596 0.00238562 0.00242766 0.00232555 0.00248744 0.00239567
 0.00249234 0.33068339 0.00240155 0.00261358 0.00258685 0.00253401
 0.00255317 0.00257056 0.00247902 0.00252053 0.00230251 0.00261982
 0.00250561]"
1558,48,"[5.33307171e-04 8.40701337e-04 6.13595502e-04 7.65791909e-04
 1.09461249e-03 9.46242979e-04 7.54315752e-04 7.46114232e-04
 3.52303313e-03 4.76183123e-04 6.14633969e-04 4.10868021e-04
 5.52474590e-04 4.89439762e-04 6.68706677e-04 6.93528627e-04
 6.43639786e-04 7.63122446e-04 5.60400557e-04 5.64139108e-04
 6.40714837e-04 6.89616883e-04 6.42188243e-04 6.26007464e-04
 6.46942442e-04 6.21388774e-04 8.32583282e-04 6.16927974e-04
 7.61725923e-04 5.30557427e-04 8.37205731e-04 6.92545438e-04
 2.74832836e-04 5.92876465e-04 7.26378007e-04 8.39326119e-04
 5.41259790e-04 5.72124831e-04 4.86745568e-04 5.45997124e-04
 8.51634884e-04 7.04243458e-04 9.34751163e-04 5.01899593e-04
 6.29975783e-04 5.24456370e-04 9.39530563e-04 5.39799360e-04
 9.30002315e-01 4.93658672e-04 5.60820023e-04 6.08235485e-04
 1.00661469e-03 4.48990894e-04 5.73037006e-04 2.34714682e-04
 5.30578437e-04 9.45697050e-04 7.51372408e-04 9.63626576e-04
 7.01439937e-04 9.59923420e-04 8.25232613e-04 7.86545056e-04
 5.04050563e-04 8.80620952e-04 1.36169602e-03]"
1559,53,"[3.71671905e-308 5.15509866e-308 4.65984279e-308 3.77589070e-308
 4.57472091e-308 5.37095951e-308 3.98147706e-308 3.90814720e-308
 5.13667951e-308 5.91799000e-308 3.70065325e-308 2.88650220e-308
 3.45876048e-308 3.07983117e-308 6.09317343e-308 4.36029720e-308
 1.09898525e-307 7.95518897e-308 5.64507316e-308 3.32101628e-308
 3.86431284e-308 4.08164255e-308 3.77353510e-308 3.71676698e-308
 6.61013382e-308 4.60502302e-308 4.49074010e-308 4.28509282e-308
 3.94903710e-308 3.63630768e-308 6.19136364e-308 7.54726141e-308
 3.02909504e-308 7.20740703e-308 3.99524959e-308 3.74249016e-308
 3.53179909e-308 4.07142798e-308 1.62790075e-307 3.36727023e-308
 8.04219353e-308 3.93719572e-308 7.34050672e-308 3.17849024e-308
 3.46111202e-308 3.25145047e-308 5.42880193e-308 7.63950417e-308
 4.88151600e-308 3.38857763e-308 3.33451302e-308 3.42953572e-308
 4.38270527e-308 1.00000000e+000 6.95497213e-308 2.39032972e-308
 3.31190049e-308 3.80711730e-308 6.96063507e-308 4.36104428e-308
 6.07844744e-308 4.55631607e-308 4.13916053e-308 4.27299798e-308
 3.36683309e-308 7.18206243e-308 5.31107975e-308]"
1560,-1,"[0.00360487 0.00887312 0.00720384 0.00503476 0.00927255 0.00535126
 0.02247354 0.00556347 0.00883226 0.00432975 0.01006903 0.00335385
 0.00716028 0.00613021 0.00699401 0.01018595 0.0042067  0.00551892
 0.00476796 0.00738446 0.009106   0.01212492 0.00871959 0.01130862
 0.00545642 0.00759632 0.01436555 0.00839962 0.01538033 0.00559754
 0.00477427 0.00563863 0.00166206 0.00492307 0.0136071  0.00443116
 0.0083735  0.00666862 0.00250779 0.0061184  0.00543821 0.0174508
 0.00783433 0.00607154 0.00607425 0.00638393 0.00930451 0.00449067
 0.00699943 0.00609341 0.00746999 0.00644196 0.01143274 0.00232169
 0.00504739 0.00139036 0.00659387 0.00734766 0.00596682 0.03111199
 0.00711723 0.01890612 0.0198885  0.0132493  0.00718087 0.00660529
 0.00809022]"
1561,-1,"[0.00579511 0.00838215 0.00841966 0.00622054 0.00963621 0.00566803
 0.01131086 0.00687114 0.00757158 0.0054119  0.0105763  0.0083575
 0.01784753 0.02351288 0.00796865 0.00879826 0.00467755 0.00564867
 0.00592911 0.05434781 0.01463058 0.01240242 0.02419172 0.00973831
 0.00565338 0.00890308 0.0112997  0.00860394 0.01193059 0.013904
 0.00518896 0.00601903 0.00246292 0.00527912 0.02445069 0.00427278
 0.00801135 0.00902459 0.0031453  0.00754864 0.00547336 0.01087925
 0.00711545 0.03933592 0.00730479 0.02375148 0.00826412 0.00512544
 0.00646968 0.00775865 0.02267514 0.01129941 0.00879235 0.00294978
 0.00583583 0.00207167 0.04647168 0.00746376 0.00607081 0.01115052
 0.00715607 0.01122119 0.010004   0.0130885  0.0073615  0.00649126
 0.0078249 ]"
1562,35,"[0.00242637 0.00347793 0.00292736 0.00358669 0.00377935 0.00363551
 0.00423428 0.00335365 0.00471729 0.00229506 0.00353379 0.0021137
 0.00265811 0.00250749 0.00285432 0.00369039 0.00266108 0.00309655
 0.00246088 0.00276094 0.00297518 0.00341782 0.00286919 0.00359802
 0.00302716 0.00287863 0.00374183 0.00311971 0.00377678 0.00230521
 0.00342895 0.00286734 0.00147798 0.00281917 0.0032967  0.75773743
 0.00339252 0.00277605 0.00218145 0.00343936 0.00323315 0.0038441
 0.00347201 0.00244464 0.00367444 0.00260597 0.00348253 0.00252212
 0.00517587 0.00303804 0.0028546  0.00326567 0.00450504 0.00208641
 0.00256175 0.00128776 0.00254046 0.00454402 0.00316588 0.00455877
 0.00310231 0.00403436 0.00429005 0.00361485 0.00326949 0.00324711
 0.00402306]"
1563,4,"[0.00577058 0.01086327 0.00817376 0.00669252 0.17683063 0.00782573
 0.00944074 0.00746064 0.01472446 0.0058021  0.00768484 0.00471663
 0.00777344 0.0064219  0.00988798 0.00914178 0.00598519 0.00792276
 0.00653051 0.00786057 0.01026052 0.01106346 0.00878982 0.00803276
 0.00707631 0.00865352 0.01216792 0.00797098 0.01117503 0.00663052
 0.00820872 0.00771624 0.00258847 0.006399   0.01242463 0.00592479
 0.00665309 0.00724437 0.0042221  0.00566155 0.00794075 0.00957556
 0.01155085 0.00681491 0.00608493 0.0073548  0.01235199 0.00602796
 0.01038524 0.00565449 0.00702392 0.00746948 0.01024593 0.00387271
 0.00678049 0.00211657 0.00738147 0.0081141  0.00820944 0.01239986
 0.00866179 0.01316774 0.01139755 0.01493542 0.00603062 0.00933078
 0.01681033]"
1564,23,"[0.00247959 0.00484767 0.00460064 0.00296789 0.00467932 0.00300093
 0.00805877 0.00335868 0.00416038 0.00275639 0.00489891 0.00235902
 0.0045148  0.00374746 0.00428767 0.00664396 0.00242937 0.00318645
 0.00322564 0.00395211 0.00609763 0.0073245  0.00427281 0.0136601
 0.00327544 0.00523347 0.01222001 0.00638064 0.00792462 0.00304622
 0.00292874 0.00326704 0.00123234 0.00297333 0.00592245 0.0031276
 0.00669863 0.00445186 0.00182612 0.00387953 0.00304763 0.01735905
 0.0042299  0.00340866 0.00364392 0.00336605 0.00506453 0.00276294
 0.00363393 0.00368601 0.00406793 0.00390211 0.00479727 0.00168126
 0.00311997 0.00103503 0.00360807 0.00400655 0.00354703 0.00818885
 0.00422403 0.00606525 0.01725789 0.00854337 0.00547217 0.00362409
 0.00390746]"
1565,-1,"[0.00354866 0.00369474 0.00330707 0.00414286 0.00346222 0.00186393
 0.00306752 0.00739336 0.00282377 0.00185147 0.00275075 0.00142574
 0.00480742 0.00288265 0.00299505 0.00329475 0.00188697 0.00240496
 0.00213534 0.00284016 0.00502652 0.00549361 0.0029021  0.00318693
 0.00230783 0.00284672 0.00391765 0.00343631 0.002939   0.00265552
 0.00179356 0.00212788 0.00083598 0.00208949 0.00359402 0.00151877
 0.00236909 0.00268237 0.0011415  0.00190767 0.00237818 0.0030998
 0.00275088 0.00275904 0.00178467 0.00242536 0.00309714 0.00192429
 0.0025922  0.00245601 0.00259051 0.00197716 0.00240734 0.00108809
 0.00206414 0.00068341 0.00273846 0.00432608 0.00254401 0.00318733
 0.0027387  0.00317422 0.00329692 0.00606634 0.00216282 0.00245308
 0.00252113]"
1566,55,"[0.00291084 0.00287429 0.0027501  0.00297668 0.00272772 0.00273774
 0.0027474  0.002972   0.00283047 0.0026179  0.00266461 0.00251219
 0.00274737 0.00262266 0.00280876 0.00270241 0.00296999 0.00290814
 0.0027606  0.00264354 0.00273356 0.00278422 0.00277888 0.00266285
 0.00278268 0.00269736 0.00277328 0.00273075 0.00274034 0.00287312
 0.00266638 0.00281096 0.00262964 0.00275919 0.00275551 0.00255813
 0.0026028  0.00267873 0.00265865 0.00265252 0.00297182 0.00272072
 0.00288424 0.00264414 0.00274505 0.00257032 0.0028514  0.00273361
 0.00282951 0.00262659 0.00267806 0.00256701 0.00274549 0.00264956
 0.00275191 0.70950577 0.00264825 0.00287488 0.00285206 0.00279383
 0.00281434 0.00283449 0.00273256 0.00277427 0.00253875 0.00289246
 0.00276592]"
1567,-1,"[0.00375346 0.00953499 0.00719074 0.00498278 0.01075112 0.00853486
 0.01484988 0.00535641 0.0137846  0.00522761 0.00894019 0.00357365
 0.00608531 0.00540699 0.00858884 0.0082108  0.00572657 0.0074049
 0.0056075  0.0072366  0.00735974 0.00900665 0.00970955 0.00731064
 0.00661177 0.00752648 0.01050204 0.00700316 0.01207999 0.00635482
 0.00713721 0.0082175  0.00185145 0.00610931 0.01323424 0.00424431
 0.00644042 0.00639626 0.00312972 0.00571959 0.0075704  0.0102901
 0.01254563 0.00590392 0.00640439 0.00667702 0.01226444 0.00563374
 0.00816894 0.00550801 0.00713343 0.00664213 0.01765916 0.00289446
 0.00645794 0.00153362 0.00659118 0.00666036 0.00765678 0.03161706
 0.00879918 0.07011359 0.01122066 0.01008435 0.005734   0.01034621
 0.01334057]"
1568,44,"[0.00309365 0.00407696 0.00367674 0.00402753 0.00443544 0.00511462
 0.00941146 0.00383322 0.00529379 0.00300783 0.00608316 0.0042504
 0.00417162 0.00466114 0.0038688  0.00462954 0.00300297 0.00340126
 0.00323218 0.00629985 0.00422741 0.00457089 0.00661949 0.0048393
 0.00330817 0.00385592 0.00488102 0.00394282 0.00708935 0.0043716
 0.00398878 0.00369929 0.00177973 0.00315559 0.00669223 0.0042332
 0.00479875 0.00394966 0.00236573 0.01269361 0.00347148 0.00608068
 0.00428348 0.00485169 0.17006939 0.00567328 0.00446909 0.00300377
 0.00439112 0.00469526 0.00818527 0.00939295 0.00865844 0.00222655
 0.00329869 0.00159242 0.00520779 0.00547407 0.00348792 0.00894419
 0.00387899 0.00781452 0.00580719 0.00467808 0.00452128 0.00399956
 0.00494154]"
1569,-1,"[0.00263633 0.00407595 0.00415429 0.00279867 0.00423374 0.00251318
 0.004309   0.00322773 0.00334833 0.00261192 0.0042306  0.00321133
 0.00867846 0.00730873 0.00395748 0.0039719  0.00230648 0.00277831
 0.00302249 0.00927733 0.00679863 0.00593881 0.01087767 0.00393706
 0.00275546 0.00422567 0.00502148 0.00401514 0.00470273 0.00994343
 0.00225864 0.00294391 0.00096156 0.00257463 0.00852624 0.00150385
 0.0032174  0.00457747 0.00133264 0.00266465 0.00267895 0.00434558
 0.00342161 0.01110706 0.00262417 0.00680731 0.00413693 0.00250986
 0.0028982  0.00341297 0.00703024 0.00354312 0.00357707 0.00123335
 0.00287471 0.00080915 0.01276714 0.00318992 0.00299795 0.00447514
 0.00355613 0.00474546 0.00406145 0.00593537 0.00295691 0.00321173
 0.00342193]"
1570,3,"[0.00971063 0.00647935 0.00537418 0.06517553 0.00705434 0.00500745
 0.00664842 0.02679349 0.00763673 0.00388974 0.00569184 0.00386881
 0.00647641 0.00541805 0.00551617 0.00578367 0.00465491 0.0053468
 0.00423422 0.00576834 0.00644926 0.0070476  0.00588653 0.00571672
 0.00481922 0.00492511 0.00632937 0.00553365 0.00610563 0.00532924
 0.00465924 0.00471682 0.00277568 0.00447386 0.00653146 0.00573351
 0.00484303 0.00475096 0.00338348 0.00551472 0.00574387 0.00587989
 0.00598815 0.0053762  0.00552907 0.00518718 0.00605639 0.0041337
 0.0077162  0.00503919 0.00563498 0.0051995  0.00613872 0.00333802
 0.00432208 0.00232942 0.00535163 0.02297581 0.00530619 0.00723017
 0.00526595 0.00704509 0.00632883 0.00752786 0.00454719 0.00549215
 0.00627316]"
1571,28,"[5.54058712e-308 9.51294987e-308 8.79713602e-308 6.64047774e-308
 1.20143008e-307 8.70506565e-308 1.71078414e-307 7.07132222e-308
 1.09492837e-307 6.62428642e-308 1.05828791e-307 6.14885166e-308
 9.27201120e-308 8.77208601e-308 1.02135981e-307 1.04873314e-307
 5.94399510e-308 7.26017975e-308 7.25105147e-308 1.10774694e-307
 1.10297106e-307 1.22537615e-307 1.24888926e-307 1.37400668e-307
 6.87021736e-308 9.95195346e-308 1.49282517e-307 9.63023242e-308
 1.00000000e+000 8.14383392e-308 7.44826679e-308 8.12580646e-308
 2.88649697e-308 6.44820006e-308 1.69038133e-307 6.74097887e-308
 1.36447619e-307 8.63769513e-308 4.38070203e-308 9.54569050e-308
 7.26016263e-308 2.48462792e-307 1.04869693e-307 8.91463134e-308
 1.07230045e-307 9.78591017e-308 1.13409977e-307 6.29842541e-308
 8.45821242e-308 7.56078980e-308 1.11382762e-307 1.12577524e-307
 1.50157042e-307 3.94136490e-308 7.35470858e-308 2.47306756e-308
 9.69992487e-308 8.78754647e-308 7.59848131e-308 2.07218959e-307
 8.93650533e-308 1.80194776e-307 2.43525481e-307 1.44954202e-307
 1.17342534e-307 8.85154621e-308 1.12121896e-307]"
1572,61,"[6.23800030e-308 1.44323462e-307 1.11881437e-307 8.25985948e-308
 1.72686054e-307 1.30669732e-307 2.86681332e-307 8.78255242e-308
 2.06102682e-307 8.09944679e-308 1.52798081e-307 6.15297317e-308
 1.01406075e-307 9.16881358e-308 1.31401861e-307 1.34498757e-307
 8.47772882e-308 1.08467077e-307 8.59611474e-308 1.25883086e-307
 1.21963823e-307 1.49150245e-307 1.65119233e-307 1.23318544e-307
 9.93918872e-308 1.18193242e-307 1.70963664e-307 1.12572694e-307
 2.17383794e-307 1.02229407e-307 1.09242501e-307 1.19301706e-307
 3.07328518e-308 9.18896275e-308 2.34357061e-307 7.27704719e-308
 1.08307958e-307 1.02135364e-307 4.94748645e-308 1.03138187e-307
 1.10142474e-307 1.77743289e-307 1.74941015e-307 9.97317191e-308
 1.15303690e-307 1.14734481e-307 1.76862817e-307 8.51446144e-308
 1.27216457e-307 9.20177846e-308 1.24672286e-307 1.22584852e-307
 3.07557920e-307 4.59167724e-308 9.73384524e-308 2.54500835e-308
 1.11610954e-307 1.13341153e-307 1.12817615e-307 8.16910708e-307
 1.30753046e-307 1.00000000e+000 1.93331550e-307 1.67644935e-307
 9.61887315e-308 1.44262941e-307 2.02110725e-307]"
1573,-1,"[0.00199798 0.00484966 0.00404345 0.0027964  0.00498378 0.00365966
 0.0173088  0.00298378 0.00539895 0.00268109 0.00719861 0.00204563
 0.0037866  0.00348776 0.00414432 0.00530201 0.00264508 0.00336977
 0.00282382 0.00477879 0.00446076 0.0057498  0.00612619 0.00480391
 0.00332288 0.00414191 0.00595814 0.004262   0.00753521 0.00358169
 0.00310583 0.00364951 0.00094755 0.00306436 0.00917014 0.00225764
 0.00414429 0.00376004 0.00145129 0.00423282 0.00333144 0.00716119
 0.00487126 0.00372635 0.00418672 0.00428141 0.00537405 0.00279952
 0.00386668 0.00389218 0.00500124 0.00451224 0.00895188 0.00135655
 0.00315221 0.00077746 0.00417201 0.00392266 0.00358461 0.02629181
 0.00437578 0.03049134 0.00694859 0.00587948 0.00365091 0.00421309
 0.00515146]"
1574,61,"[6.14792197e-308 1.39502654e-307 1.10943671e-307 8.11266200e-308
 1.58519092e-307 1.26707424e-307 3.15912084e-307 8.59130894e-308
 1.87786131e-307 7.99309980e-308 1.61335627e-307 6.28482215e-308
 1.01107020e-307 9.26290436e-308 1.26881070e-307 1.35141251e-307
 8.23987914e-308 1.04489467e-307 8.46916232e-308 1.28554424e-307
 1.20121727e-307 1.47677827e-307 1.70100310e-307 1.23701679e-307
 9.74837251e-308 1.16606289e-307 1.66128288e-307 1.12215333e-307
 2.16907392e-307 1.02756534e-307 1.05144007e-307 1.15935756e-307
 3.07099240e-308 9.04232426e-308 2.38947191e-307 7.19635648e-308
 1.09437244e-307 1.02442003e-307 4.84487999e-308 1.10178305e-307
 1.05454736e-307 1.80088647e-307 1.63262520e-307 1.00957199e-307
 1.22001755e-307 1.17048278e-307 1.68035223e-307 8.37279253e-308
 1.20414717e-307 9.55016702e-308 1.29874020e-307 1.28155185e-307
 3.09412226e-307 4.51462963e-308 9.55448560e-308 2.54027996e-308
 1.13341845e-307 1.11526659e-307 1.09073665e-307 9.32778149e-307
 1.28416675e-307 1.00000000e+000 1.89259350e-307 1.61847897e-307
 9.71614199e-308 1.37635195e-307 1.82809660e-307]"
1575,61,"[6.19580097e-308 1.42700598e-307 1.13035195e-307 8.11192501e-308
 1.60119410e-307 1.24816006e-307 3.09295574e-307 8.64051651e-308
 1.85514196e-307 8.03072768e-308 1.62599491e-307 6.34185739e-308
 1.02522005e-307 9.33406483e-308 1.28744989e-307 1.36965664e-307
 8.27961952e-308 1.05307794e-307 8.58151853e-308 1.29636953e-307
 1.22127955e-307 1.51056961e-307 1.74454653e-307 1.24151817e-307
 9.82898539e-308 1.18494095e-307 1.69035020e-307 1.13589402e-307
 2.18780022e-307 1.04888856e-307 1.04107280e-307 1.16813544e-307
 3.07678304e-308 9.09992722e-308 2.49255798e-307 7.10456662e-308
 1.09421823e-307 1.04288492e-307 4.84740824e-308 1.08708649e-307
 1.06087117e-307 1.81529786e-307 1.64712143e-307 1.02189048e-307
 1.19992361e-307 1.18052460e-307 1.72404116e-307 8.42381818e-308
 1.19686628e-307 9.63037203e-308 1.30561570e-307 1.26599059e-307
 2.94717211e-307 4.51712640e-308 9.63316538e-308 2.54725371e-308
 1.14961392e-307 1.10888940e-307 1.10057843e-307 8.47542956e-307
 1.30646099e-307 1.00000000e+000 1.89126167e-307 1.64609497e-307
 9.70462482e-308 1.39266931e-307 1.81163448e-307]"
1576,6,"[0.00569952 0.01059549 0.00990988 0.00711953 0.01056855 0.00804529
 0.2825089  0.00764123 0.0106778  0.00635156 0.01836084 0.00611995
 0.00947539 0.0088335  0.00941283 0.01466985 0.00584503 0.00745672
 0.00688944 0.01102229 0.01117214 0.01466736 0.01249705 0.01464332
 0.00768539 0.01001885 0.01496097 0.01136842 0.01759404 0.00772877
 0.00746343 0.00792923 0.00294711 0.00709209 0.01794094 0.00739332
 0.0120083  0.00939483 0.00412729 0.01431599 0.00723615 0.02203137
 0.01013701 0.00875218 0.01193361 0.00963909 0.01135542 0.00648367
 0.00844816 0.01082767 0.01226801 0.01281397 0.0160306  0.00390813
 0.00723044 0.00241555 0.00956734 0.01008884 0.00805996 0.04056577
 0.00987343 0.02693991 0.01943645 0.01449236 0.010397   0.00879501
 0.01012048]"
1577,-1,"[0.00181997 0.00628807 0.00540176 0.00233666 0.00458315 0.00280091
 0.00452627 0.0027646  0.00420054 0.00364504 0.00339979 0.0014086
 0.00337539 0.0026461  0.00610158 0.00703486 0.00313521 0.00483458
 0.00410763 0.00277396 0.00491463 0.00558808 0.00318046 0.00545331
 0.00501132 0.00721764 0.01196986 0.00664828 0.00456294 0.00259164
 0.0030769  0.00451177 0.00084211 0.00434523 0.00413062 0.00191906
 0.00398941 0.00448034 0.00172896 0.00211807 0.00419261 0.00583798
 0.00623815 0.00253615 0.00206528 0.00250216 0.00632055 0.00397739
 0.00359487 0.00273818 0.00276985 0.00226582 0.00376344 0.00153434
 0.00449238 0.00071232 0.00269373 0.00284808 0.00592048 0.00506585
 0.00620512 0.0047042  0.00754337 0.00728462 0.00348274 0.00502384
 0.00410861]"
1578,-1,"[0.00399913 0.01380596 0.01084817 0.00518227 0.01074477 0.00476592
 0.01167445 0.00648224 0.00787248 0.00520774 0.00918347 0.00302223
 0.00866218 0.00619654 0.00924758 0.01641252 0.00482174 0.00689726
 0.00577924 0.00680162 0.01360118 0.02967552 0.00768747 0.01145589
 0.00725045 0.01050565 0.01853239 0.01278851 0.01024088 0.0057116
 0.00483172 0.00639678 0.00158141 0.00627698 0.01236342 0.00363973
 0.0075909  0.00872833 0.00255204 0.00458859 0.00639008 0.0130619
 0.00904873 0.00606416 0.00427297 0.00598037 0.01123273 0.00554783
 0.00660921 0.00664358 0.00651631 0.00501157 0.00769498 0.00237273
 0.0061328  0.00129945 0.00646955 0.00659143 0.00795311 0.0121151
 0.00961652 0.01153721 0.01471273 0.04005194 0.00655907 0.00751577
 0.00764008]"
