document_id,topic,probabilities
141,0,"[0.29252311 0.00960814 0.00916853 0.01768559 0.01031958 0.00704645
 0.00873122 0.02193574 0.00938087 0.00676527 0.00833323 0.00689078
 0.01187178 0.00936036 0.00939937 0.00845662 0.00745452 0.00829784
 0.00733472 0.00945816 0.0110202  0.01091953 0.00955362 0.00827836
 0.0076027  0.00808135 0.00935138 0.00887543 0.00857631 0.01000051
 0.00690677 0.00755374 0.00551537 0.00722446 0.01013471 0.00674977
 0.00712923 0.00775863 0.00565965 0.00759174 0.00856769 0.00831337
 0.00887179 0.00960672 0.00732505 0.00874295 0.00913651 0.00693034
 0.00901012 0.00773912 0.00867862 0.00772596 0.00798003 0.00567906
 0.00728892 0.0040904  0.00937928 0.01305415 0.0082183  0.00918551
 0.00846809 0.00941545 0.00854041 0.01163587 0.00674061 0.00833242
 0.00867615]"
142,-1,"[0.00510018 0.01481784 0.01372304 0.00595348 0.01151756 0.00489062
 0.0112405  0.00780429 0.00802878 0.00571021 0.00991045 0.00369123
 0.01222322 0.0076626  0.00998613 0.0156696  0.00517169 0.00723119
 0.00635091 0.00802728 0.02049004 0.08603345 0.00865684 0.01281865
 0.00762309 0.01188287 0.01910961 0.01486115 0.01048719 0.00683779
 0.0050101  0.00660824 0.00199507 0.00666546 0.01332511 0.00416731
 0.00852054 0.00975322 0.00293404 0.00503609 0.0066929  0.01310263
 0.00888805 0.00740636 0.0046382  0.0070197  0.01088199 0.00597129
 0.00691854 0.0074321  0.00714163 0.00545636 0.00774112 0.00276518
 0.00655058 0.0016351  0.00774697 0.0071683  0.00828793 0.01123336
 0.00982751 0.01107645 0.01425377 0.06861311 0.00745779 0.00758807
 0.00780026]"
143,17,"[5.35322789e-308 1.43414282e-307 1.01845733e-307 5.70621467e-308
 9.39833537e-308 7.99043344e-308 7.50991484e-308 6.49647033e-308
 9.96277776e-308 1.09909519e-307 6.62607088e-308 4.03576939e-308
 6.05092310e-308 4.97622855e-308 1.79903014e-307 9.44668941e-308
 2.17358181e-307 1.00000000e+000 1.09494828e-307 5.47394295e-308
 7.42970510e-308 8.58413663e-308 6.58635386e-308 6.84974294e-308
 2.57689044e-307 9.98144067e-308 9.93961379e-308 8.72941177e-308
 7.42890963e-308 5.95557793e-308 1.07154118e-307 2.12666400e-307
 3.13514255e-308 2.42677024e-307 7.68217793e-308 5.45802953e-308
 6.10203949e-308 7.86379745e-308 8.37074568e-308 5.08486117e-308
 4.25802676e-307 7.59400519e-308 4.51998475e-307 5.15046796e-308
 5.17640457e-308 5.24628356e-308 1.37183268e-307 2.05520877e-307
 8.51099348e-308 5.63689783e-308 5.46498346e-308 5.26199602e-308
 7.84722246e-308 8.00042607e-308 1.73026527e-307 2.61693262e-308
 5.46761353e-308 6.19284499e-308 5.37057573e-307 8.73804087e-308
 1.94344963e-307 9.48070937e-308 8.33729210e-308 9.23895839e-308
 5.60099439e-308 2.56085014e-307 1.06382983e-307]"
144,10,"[0.0032873  0.00578153 0.00724862 0.00362047 0.00487588 0.00367016
 0.00988828 0.00398569 0.00446014 0.00326197 0.04971957 0.0042599
 0.0052608  0.00478942 0.00445267 0.00850726 0.00303274 0.0037769
 0.00385587 0.00569711 0.0058401  0.00792627 0.00649831 0.00605552
 0.00429345 0.00527979 0.00607708 0.00673972 0.0058625  0.0045006
 0.00357294 0.00392921 0.00187112 0.0039709  0.00844284 0.00360942
 0.00518148 0.00601594 0.00219316 0.00622231 0.00357264 0.00735936
 0.00448611 0.00505485 0.00495515 0.00549001 0.00564537 0.00349239
 0.00386471 0.01957452 0.0059966  0.00580339 0.00572494 0.00215822
 0.0037417  0.00143754 0.00554543 0.00452529 0.00420488 0.00730875
 0.0054121  0.00736869 0.0059577  0.0065404  0.00471479 0.00428431
 0.00436455]"
145,33,"[4.65174882e-308 1.16652409e-307 1.10563562e-307 4.72105189e-308
 7.48115149e-308 6.60607234e-308 6.98542881e-308 5.37210347e-308
 7.52331802e-308 1.15664125e-307 6.64498069e-308 3.98695804e-308
 5.56537284e-308 4.65808034e-308 1.39190509e-307 9.75209038e-308
 1.21723097e-307 2.64103184e-307 1.17680129e-307 5.04620365e-308
 6.83789086e-308 7.91051114e-308 5.95624788e-308 6.52562984e-308
 4.80864680e-307 1.04448624e-307 8.93067836e-308 9.30627745e-308
 6.48213787e-308 5.37842384e-308 9.01445133e-308 1.66989337e-307
 3.11421357e-308 1.00000000e+000 6.94797740e-308 4.93887114e-308
 5.87948695e-308 8.25756600e-308 7.10018480e-308 4.90415606e-308
 1.43207119e-307 7.05824923e-308 1.63341584e-307 4.78948944e-308
 4.76312250e-308 4.89527579e-308 1.12947198e-307 3.48995438e-307
 6.50992500e-308 5.91353265e-308 5.08165391e-308 4.99759861e-308
 6.76343095e-308 7.23892716e-308 1.95552381e-307 2.47906852e-308
 5.10457757e-308 5.18933502e-308 2.76271957e-307 7.49487076e-308
 2.38032058e-307 7.95590104e-308 7.34417536e-308 8.13154134e-308
 5.42393170e-308 1.48746691e-307 7.97309306e-308]"
146,0,"[0.24023334 0.00890587 0.00849099 0.01647758 0.00959279 0.00655899
 0.00809799 0.02030252 0.00873062 0.00628628 0.00772403 0.00638529
 0.01094673 0.00865258 0.00872469 0.00783539 0.00694053 0.00771531
 0.00680716 0.00875608 0.01018199 0.01009534 0.0088455  0.00767172
 0.00706076 0.00748928 0.00866085 0.00821926 0.00795889 0.00924777
 0.00642701 0.00702205 0.00513955 0.00671192 0.00938776 0.00628195
 0.00661505 0.00718371 0.00527166 0.00704221 0.00797335 0.0077091
 0.00824687 0.0088837  0.00680092 0.00810279 0.00847981 0.00644058
 0.00838863 0.00716822 0.00803684 0.00716922 0.00741643 0.00529093
 0.00677185 0.00380404 0.00867728 0.01212995 0.00763295 0.00852519
 0.0078582  0.00873817 0.00792249 0.01076628 0.00625578 0.00774522
 0.00807504]"
147,-1,"[0.00102982 0.00400474 0.00261375 0.00127594 0.00298355 0.0022211
 0.00230332 0.00145857 0.00337634 0.00223868 0.00185576 0.00084246
 0.00160586 0.00133177 0.00462383 0.00258458 0.00271932 0.00469585
 0.0024687  0.00156183 0.00206766 0.00236698 0.00201049 0.00185959
 0.00344285 0.00283775 0.0031341  0.00226746 0.00232337 0.0016338
 0.00262865 0.00501504 0.00051004 0.00309143 0.00248344 0.00101842
 0.00159777 0.00213095 0.00116859 0.00114752 0.00413018 0.0022562
 0.01606402 0.00140692 0.00120673 0.00147023 0.00550337 0.00282611
 0.00231284 0.001391   0.00156373 0.00130438 0.00256353 0.00104578
 0.00337307 0.00042427 0.00153693 0.00152017 0.00503151 0.00303713
 0.00449577 0.00354899 0.00255524 0.00281748 0.0014358  0.00927678
 0.00373421]"
148,-1,"[0.00507106 0.01441646 0.01372631 0.00591603 0.01140937 0.00487469
 0.01127687 0.0077191  0.00794216 0.00573457 0.00992169 0.00371016
 0.01238065 0.00776926 0.0099652  0.01568528 0.00514038 0.00715771
 0.0063537  0.00808765 0.02095974 0.08489313 0.00865051 0.01327141
 0.00756003 0.01199171 0.01937473 0.01506015 0.01061501 0.00683036
 0.00498935 0.006575   0.00199826 0.00662791 0.01327445 0.00417541
 0.00874037 0.0098006  0.0029318  0.00506189 0.00662438 0.01341312
 0.00878737 0.00746429 0.00465252 0.00706342 0.01071055 0.0059593
 0.00686064 0.00746803 0.00719065 0.0054856  0.0077182  0.00275913
 0.00654444 0.00164008 0.00779719 0.00711996 0.00819972 0.01120058
 0.00972578 0.01095136 0.01457474 0.06446567 0.00763965 0.00750571
 0.00774003]"
149,33,"[4.69836783e-308 1.20205029e-307 1.13118576e-307 4.77501183e-308
 7.60192109e-308 6.66791829e-308 7.09434771e-308 5.44321544e-308
 7.64012014e-308 1.14781722e-307 6.74678589e-308 4.01860793e-308
 5.63204286e-308 4.70296470e-308 1.40857666e-307 9.97911613e-308
 1.21913545e-307 2.71979688e-307 1.18694646e-307 5.09918259e-308
 6.93878842e-308 8.06174051e-308 6.02982937e-308 6.61405689e-308
 5.21137168e-307 1.06025418e-307 9.10516417e-308 9.48761607e-308
 6.57000537e-308 5.43337293e-308 9.08391673e-308 1.68103343e-307
 3.12101321e-308 1.00000000e+000 7.05841960e-308 4.99314168e-308
 5.94049925e-308 8.38984533e-308 7.04975380e-308 4.95500708e-308
 1.45464961e-307 7.16548841e-308 1.66600702e-307 4.83678999e-308
 4.81196752e-308 4.94301592e-308 1.15958397e-307 3.32771644e-307
 6.60306738e-308 5.99209908e-308 5.13543691e-308 5.04905156e-308
 6.85830775e-308 7.17346473e-308 1.94440077e-307 2.48455711e-308
 5.15774775e-308 5.25815504e-308 2.90597980e-307 7.62059695e-308
 2.52249818e-307 8.09892136e-308 7.45961444e-308 8.28708432e-308
 5.47382528e-308 1.52356274e-307 8.08821003e-308]"
150,30,"[0.00452919 0.00903807 0.00717365 0.00511948 0.00966936 0.01330467
 0.00774446 0.00538018 0.01273152 0.00788681 0.0065918  0.00444402
 0.00522557 0.00480798 0.01032358 0.00807282 0.00953383 0.01159291
 0.00759897 0.00576787 0.00624459 0.00679828 0.00668442 0.00606088
 0.01025342 0.00782403 0.00812034 0.00654915 0.0074524  0.00544445
 0.17793982 0.01302308 0.00286381 0.01001504 0.00751832 0.00614145
 0.00563407 0.00667527 0.00696028 0.00564874 0.01123733 0.00702714
 0.01467936 0.00507762 0.00614725 0.00563038 0.01026896 0.00944193
 0.00884211 0.00529592 0.00573139 0.00671147 0.00999255 0.00634364
 0.00976994 0.00244842 0.00553223 0.00594075 0.01143035 0.00930888
 0.00977138 0.01014315 0.00789742 0.00769247 0.00524309 0.01426843
 0.01574384]"
151,5,"[0.00606713 0.00964355 0.00807417 0.00732575 0.01218652 0.34085909
 0.01081561 0.00720189 0.02128025 0.00810032 0.00875203 0.00634662
 0.00677132 0.00652594 0.01067949 0.00873376 0.01037939 0.01079455
 0.00862372 0.00829635 0.0076699  0.00824432 0.00981068 0.00782343
 0.00900794 0.00856721 0.00984989 0.00772403 0.01141298 0.00774805
 0.02040746 0.0131055  0.00395262 0.00891174 0.01035145 0.00856013
 0.0076113  0.00769067 0.00797893 0.00841318 0.01165698 0.00958784
 0.01458958 0.00704713 0.01045984 0.00806938 0.01238818 0.00874327
 0.01362634 0.00680213 0.00842884 0.01008227 0.02117134 0.00706622
 0.00970001 0.00331553 0.00768297 0.00879833 0.01025964 0.0139776
 0.01007822 0.01532099 0.01044744 0.00926526 0.00712194 0.01572455
 0.02628934]"
152,1,"[6.44576367e-308 1.00000000e+000 1.91771799e-307 7.06494296e-308
 1.38732110e-307 7.61429973e-308 1.12423606e-307 8.78657479e-308
 1.22635635e-307 8.27411029e-308 1.06286067e-307 5.11488642e-308
 9.72585253e-308 7.34674865e-308 1.35518547e-307 1.92482347e-307
 9.34621785e-308 1.52910450e-307 1.07622235e-307 8.05590524e-308
 1.34078386e-307 1.74217430e-307 9.95198539e-308 1.04030621e-307
 1.75019142e-307 1.63618933e-307 1.86517057e-307 1.45373391e-307
 1.04814178e-307 8.55695146e-308 8.75469442e-308 1.17359283e-307
 3.02234741e-308 1.32337085e-307 1.29418595e-307 6.19316981e-308
 8.14392493e-308 1.45306763e-307 5.29489248e-308 6.21906583e-308
 1.31339946e-307 1.15813226e-307 1.70124773e-307 7.62462781e-308
 6.18069600e-308 7.49666920e-308 2.10872016e-307 1.04888328e-307
 1.04215579e-307 8.51727229e-308 7.70906919e-308 6.66557328e-308
 1.01203618e-307 5.09010633e-308 1.09385539e-307 2.59187015e-308
 8.21890492e-308 8.14826168e-308 2.01395749e-307 1.26730477e-307
 2.12218553e-307 1.40224467e-307 1.27028088e-307 1.88897271e-307
 7.33837186e-308 1.55299091e-307 1.16258867e-307]"
153,-1,"[0.00268074 0.00456001 0.00499098 0.00275997 0.00434437 0.00217385
 0.00438412 0.00342209 0.0032331  0.00255987 0.00433482 0.00240785
 0.0214811  0.00727682 0.00397086 0.00462964 0.00217445 0.00273444
 0.00290951 0.00623227 0.01553786 0.00971764 0.00585675 0.00498595
 0.00281778 0.00488496 0.00625992 0.00516116 0.00458565 0.00515942
 0.00207549 0.00274467 0.00094488 0.00258765 0.00694416 0.00156749
 0.00363361 0.00491127 0.00127237 0.00243907 0.00258194 0.0048354
 0.00326328 0.00685527 0.00225485 0.00488192 0.00400893 0.00247367
 0.00285514 0.00351428 0.00495006 0.00293815 0.00327679 0.00118792
 0.00278331 0.00078506 0.00688429 0.0031303  0.00303473 0.0042638
 0.00359213 0.00433453 0.00469615 0.00885677 0.00331002 0.00297693
 0.00319493]"
154,3,"[0.01151034 0.00728939 0.0062708  0.10782919 0.00824554 0.00610251
 0.00782919 0.02228038 0.00889959 0.00465024 0.00681798 0.00489771
 0.00770137 0.0067562  0.00635955 0.00671951 0.00546198 0.0061359
 0.00501363 0.00714603 0.00751043 0.00798357 0.00706703 0.00682315
 0.00559648 0.00577995 0.00730967 0.00643333 0.00727959 0.00642621
 0.00560309 0.00553109 0.00354592 0.0052353  0.00764188 0.00730155
 0.0059061  0.00562998 0.00412666 0.00683783 0.00656613 0.00695648
 0.0068402  0.00667406 0.006903   0.00648502 0.00693352 0.00487973
 0.00916611 0.00610255 0.00698174 0.00649675 0.00736604 0.00406848
 0.00509294 0.00295768 0.0066042  0.02531151 0.00609064 0.00840715
 0.00606484 0.00811094 0.00742624 0.00847417 0.00560834 0.00632784
 0.00744415]"
155,0,"[0.21789408 0.00881058 0.00838221 0.01651097 0.00947777 0.00647392
 0.00802096 0.02043432 0.00863836 0.00618375 0.00764411 0.00630436
 0.0108428  0.00856112 0.00859894 0.00775101 0.00683312 0.00760625
 0.0067045  0.00866658 0.01007227 0.00999852 0.00875654 0.00758769
 0.0069623  0.00739137 0.0085652  0.00812012 0.0078731  0.00914216
 0.00633785 0.00691947 0.00503888 0.00661352 0.00929328 0.00621239
 0.00653422 0.00709705 0.0051838  0.00697322 0.00786272 0.00762599
 0.00813052 0.0087872  0.00673382 0.00800841 0.00837909 0.00633989
 0.00830111 0.00709116 0.00795743 0.00709068 0.00733715 0.00520079
 0.00666767 0.00374219 0.00858203 0.01209739 0.00752795 0.00844393
 0.00775343 0.00865258 0.0078372  0.01066261 0.00617747 0.00764249
 0.00797526]"
156,-1,"[0.00169621 0.0100562  0.00711104 0.00201783 0.00453686 0.0028336
 0.00360986 0.00238585 0.00412911 0.00334766 0.00328606 0.00142652
 0.00292009 0.00229666 0.00608282 0.00547579 0.00345307 0.00575457
 0.00531891 0.002577   0.00405213 0.00466779 0.00336419 0.00332165
 0.0061915  0.00690207 0.00636995 0.00490513 0.00360023 0.00283919
 0.00316093 0.00575467 0.00080806 0.00510394 0.00426558 0.00150741
 0.00269287 0.00496928 0.00168212 0.00178931 0.00463445 0.00388721
 0.00784291 0.00241437 0.00180943 0.00242643 0.01467726 0.00435017
 0.00329167 0.00258738 0.00257297 0.00204405 0.00351924 0.00153187
 0.00510323 0.00066165 0.00264807 0.00235465 0.00829065 0.00424885
 0.01206709 0.00482149 0.00415535 0.00523911 0.0024096  0.00771815
 0.00425473]"
157,2,"[0.00609938 0.01976404 0.30170593 0.00576556 0.01034582 0.00639488
 0.00978282 0.00703007 0.00827375 0.00867538 0.01037385 0.00566746
 0.00994587 0.00727606 0.01408409 0.01841605 0.00725631 0.01060166
 0.01471675 0.0076226  0.01450814 0.01917339 0.00927525 0.01089174
 0.01309256 0.02491993 0.02003241 0.0258892  0.00942365 0.0082373
 0.00710942 0.01042247 0.00330249 0.01157464 0.01201472 0.00532764
 0.00839744 0.01975118 0.00500128 0.00617599 0.00873762 0.01151637
 0.01153316 0.00745323 0.00580669 0.00712868 0.02011962 0.01007428
 0.00725778 0.00900262 0.00735382 0.00663349 0.00807609 0.0047842
 0.01127673 0.00256778 0.00806116 0.00653612 0.01367655 0.0099464
 0.02263952 0.01068373 0.01124901 0.01640216 0.0075089  0.0112497
 0.00840542]"
158,5,"[0.00477742 0.00796754 0.00664935 0.00592563 0.01006144 0.27222709
 0.00917881 0.00584678 0.01834622 0.00644658 0.00735989 0.00506892
 0.00554078 0.00533679 0.00861804 0.00726916 0.00811353 0.00866857
 0.00698193 0.00684862 0.00630539 0.00682872 0.00818056 0.00645875
 0.00732959 0.00704374 0.0082     0.00636912 0.00955642 0.0063227
 0.01599546 0.01049325 0.00307029 0.00720672 0.00869097 0.00684965
 0.00624625 0.00634845 0.00601101 0.00684418 0.00929272 0.00800711
 0.01195714 0.00577212 0.00855364 0.00664236 0.01040354 0.00699449
 0.01123233 0.00563924 0.00698442 0.00827757 0.01939435 0.00536556
 0.00777888 0.00256006 0.00632113 0.00722963 0.00832923 0.01203742
 0.00831754 0.01326988 0.00872292 0.00766862 0.00582519 0.01272969
 0.02243512]"
159,-1,"[0.0015895  0.00771471 0.00595278 0.00184989 0.00375855 0.00263417
 0.00304123 0.00218369 0.00352048 0.00378729 0.00275843 0.00129753
 0.00255999 0.00203956 0.00666909 0.0046976  0.00379921 0.00716264
 0.00590575 0.0022385  0.00344973 0.00382986 0.00282908 0.00290367
 0.00799384 0.00622943 0.00507427 0.00424463 0.00304414 0.00249142
 0.00317309 0.00658041 0.00078872 0.00644845 0.00341962 0.00139821
 0.00242909 0.00425405 0.00183183 0.00162838 0.0049901  0.00327625
 0.00824824 0.00212145 0.0016349  0.00212381 0.00806243 0.00555757
 0.00287258 0.00231151 0.00223629 0.00182307 0.0029758  0.00166232
 0.00643306 0.00065449 0.00230025 0.00210843 0.01294526 0.00350585
 0.01192628 0.00387605 0.00353829 0.00429673 0.00219328 0.00780142
 0.00372008]"
160,-1,"[0.00219498 0.00456296 0.00521417 0.00232666 0.00388265 0.00232856
 0.00379364 0.00281949 0.00295918 0.00266084 0.00353012 0.00209618
 0.00639633 0.00420739 0.00459033 0.00457356 0.0021579  0.00279039
 0.0035637  0.00439699 0.00928702 0.007404   0.0056501  0.00401758
 0.00285696 0.00582941 0.00674232 0.00490074 0.00416502 0.00489515
 0.00232162 0.00297915 0.00079748 0.00262536 0.00681473 0.00132711
 0.0030022  0.0056314  0.00133594 0.00224803 0.00256801 0.00432829
 0.00352282 0.0044603  0.00216031 0.00367555 0.00463607 0.00256122
 0.00251103 0.00294589 0.00403341 0.00278159 0.00301556 0.0012119
 0.00303998 0.00066399 0.00497543 0.00268679 0.00318786 0.00399672
 0.00402586 0.00425616 0.00421382 0.00722946 0.0026882  0.0032471
 0.00300656]"
161,-1,"[0.00098741 0.00250137 0.00270737 0.00119404 0.00235793 0.00152322
 0.00254322 0.00138916 0.00193611 0.00169891 0.00194411 0.00094966
 0.00221074 0.00176688 0.00337682 0.00260805 0.00131518 0.00175294
 0.00217253 0.00201519 0.00322276 0.00303912 0.00269073 0.0025068
 0.00172366 0.0036636  0.00489873 0.00272806 0.00318254 0.00194936
 0.00144947 0.00205939 0.00041722 0.00159687 0.00378726 0.0007769
 0.00195065 0.0026062  0.00077057 0.00126306 0.00161002 0.00324169
 0.00263459 0.00181797 0.00125663 0.00176911 0.00317125 0.0015938
 0.00150246 0.00149446 0.0020106  0.00154133 0.00206573 0.00068055
 0.00201603 0.00034827 0.00202742 0.00145578 0.00199476 0.00294486
 0.00264186 0.00313386 0.00319608 0.004364   0.00168916 0.00221932
 0.0019967 ]"
162,17,"[0.00453599 0.01224234 0.00847864 0.0048581  0.00782045 0.00658537
 0.00625629 0.00553909 0.00829509 0.00877023 0.00554697 0.00336861
 0.00506457 0.00415314 0.01406618 0.00790384 0.01795216 0.24717123
 0.00886369 0.0045578  0.00619888 0.00721025 0.00547631 0.00570471
 0.02156351 0.00819673 0.00825532 0.00727437 0.00615411 0.00496897
 0.0087189  0.01620933 0.00263622 0.01968765 0.00638523 0.00461437
 0.00506684 0.00655245 0.00689062 0.00424843 0.03682154 0.00630451
 0.03256446 0.00429665 0.00432222 0.00436686 0.01130061 0.01603719
 0.00719138 0.00474113 0.00455172 0.004373   0.00651372 0.00667741
 0.01344024 0.00221008 0.00455481 0.00524349 0.04339754 0.00725783
 0.01589283 0.00786192 0.00692045 0.0077394  0.00465391 0.02013747
 0.00877085]"
163,58,"[5.47085826e-308 2.10480711e-307 1.43622096e-307 5.91065050e-308
 1.09279976e-307 8.11476391e-308 8.88092391e-308 6.91801480e-308
 1.08277468e-307 1.24339497e-307 7.99600837e-308 4.34135513e-308
 7.19685224e-308 5.80540801e-308 2.09402330e-307 1.28333662e-307
 1.53212016e-307 5.85439474e-307 1.37277532e-307 6.33775148e-308
 9.26073755e-308 1.08233019e-307 7.69865469e-308 8.31147596e-308
 5.07332091e-307 1.39598979e-307 1.30923152e-307 1.15163709e-307
 8.60133540e-308 6.84218113e-308 1.08148066e-307 2.21245731e-307
 3.08781859e-308 3.46386237e-307 9.24275813e-308 5.58088879e-308
 7.13308576e-308 1.05017830e-307 7.19641920e-308 5.42125407e-308
 2.59911034e-307 9.19513741e-308 3.27069483e-307 5.98209212e-308
 5.42150337e-308 6.04669218e-308 1.81899121e-307 2.38294357e-307
 9.14453022e-308 6.68673747e-308 6.33003958e-308 5.72269115e-308
 8.81443913e-308 6.84893648e-308 2.04996697e-307 2.56880642e-308
 6.40134942e-308 6.60034137e-308 1.00000000e+000 1.01531354e-307
 3.34652857e-307 1.09929697e-307 1.00575489e-307 1.17229665e-307
 6.49456383e-308 2.64702163e-307 1.14250725e-307]"
164,-1,"[0.00177046 0.00872356 0.00488422 0.00220929 0.00522945 0.00328503
 0.00387604 0.00257891 0.00525665 0.00308484 0.00322165 0.00145532
 0.00292976 0.00235632 0.00573151 0.00489048 0.00347256 0.00558877
 0.00413024 0.002746   0.00393661 0.00441753 0.00367624 0.00321081
 0.00491832 0.00532154 0.00615428 0.0040635  0.00389809 0.00296062
 0.00359272 0.00550347 0.00078933 0.00419245 0.00461298 0.00159196
 0.00261146 0.00417416 0.00168416 0.00190691 0.00495213 0.00386399
 0.00972659 0.0025028  0.00199946 0.0025507  0.01160876 0.00373764
 0.00381119 0.00248001 0.00274389 0.00223412 0.00406785 0.00151806
 0.00438891 0.00066522 0.00275879 0.00264424 0.00661895 0.00504394
 0.00712291 0.00592849 0.00433385 0.00528596 0.00233981 0.00853325
 0.00537069]"
165,-1,"[0.00527241 0.01805242 0.01453331 0.00610698 0.01078431 0.00859331
 0.0093461  0.00701239 0.01099323 0.01447536 0.00860422 0.00407041
 0.007434   0.00610872 0.02137736 0.01254386 0.01955361 0.07280782
 0.01467215 0.00668066 0.00925212 0.01085398 0.00803526 0.00862351
 0.05586036 0.01355263 0.01242718 0.01201164 0.00890237 0.00722141
 0.01112928 0.0257886  0.00305259 0.06051326 0.00949106 0.0051351
 0.0076443  0.01056258 0.00764014 0.00529669 0.02493025 0.00949977
 0.03260284 0.00631043 0.00524961 0.00643173 0.01721312 0.03171175
 0.00939361 0.00721083 0.0067035  0.00555812 0.00932582 0.00745362
 0.02524762 0.00246998 0.00673088 0.00672143 0.07115689 0.01047115
 0.0365198  0.01128639 0.01010859 0.01140887 0.00700228 0.02738881
 0.01166419]"
166,42,"[6.02057482e-308 1.79598482e-307 1.29099561e-307 6.92121352e-308
 1.37513502e-307 1.03492386e-307 1.00923837e-307 7.94691712e-308
 1.39642646e-307 1.54649538e-307 8.56843840e-308 4.39452174e-308
 8.12269800e-308 6.65059610e-308 3.39406489e-307 1.17113726e-307
 2.31108630e-307 5.75083872e-307 1.36886542e-307 7.46558515e-308
 1.00871547e-307 1.14786999e-307 9.12087804e-308 8.99858554e-308
 2.23648984e-307 1.33468426e-307 1.34916242e-307 1.11896345e-307
 1.03936081e-307 8.07805834e-308 1.31797875e-307 3.35775942e-307
 3.15611622e-308 2.16774152e-307 1.08635537e-307 5.50539070e-308
 7.99268509e-308 9.96121886e-308 8.19013309e-308 5.70508516e-308
 4.02168307e-307 1.02150617e-307 1.00000000e+000 6.94795596e-308
 5.86907551e-308 7.13130402e-308 1.92489276e-307 2.19261649e-307
 1.10306080e-307 6.85824744e-308 7.37449325e-308 6.21694518e-308
 1.07168100e-307 7.39349701e-308 2.42095819e-307 2.60436497e-308
 7.41281393e-308 7.66713280e-308 3.93456635e-307 1.22661017e-307
 2.26762749e-307 1.36193814e-307 1.13628054e-307 1.29216137e-307
 7.28421453e-308 4.04474355e-307 1.56837365e-307]"
167,3,"[0.01040052 0.00734114 0.00617215 0.1145243  0.00840709 0.00611418
 0.00800154 0.02236169 0.00929023 0.00452443 0.00679559 0.00467899
 0.00749076 0.0064997  0.00632567 0.00672213 0.00535765 0.00609925
 0.00491423 0.00699332 0.00744025 0.00802287 0.00702875 0.00678636
 0.00552516 0.00571048 0.00739955 0.00637978 0.00736771 0.00623903
 0.00557196 0.00548885 0.00329561 0.00514547 0.00772248 0.00724717
 0.00581247 0.00552855 0.00397983 0.00676076 0.00655697 0.0070054
 0.00692655 0.00644102 0.00688411 0.00630604 0.00702887 0.00477396
 0.00952725 0.00595231 0.00686319 0.00642811 0.00754767 0.00390513
 0.00500455 0.00274678 0.00641214 0.0333729  0.00606121 0.00874279
 0.00604033 0.00839623 0.00755626 0.00861512 0.00548314 0.00635584
 0.00759702]"
168,0,"[0.29870388 0.0087815  0.00836836 0.0149203  0.00913874 0.00608014
 0.00779128 0.02025927 0.00819349 0.00591528 0.00748275 0.00613159
 0.01121229 0.00850758 0.00838064 0.00767682 0.00644329 0.00730129
 0.00653018 0.00852357 0.01031256 0.01019181 0.00867583 0.007425
 0.00675067 0.00731054 0.00853371 0.00807815 0.00761224 0.0091779
 0.00599036 0.00662758 0.00459844 0.00637639 0.00922209 0.00580544
 0.0062888  0.00708014 0.00483738 0.00668648 0.0074774  0.00743329
 0.00783357 0.00873533 0.00641361 0.00778753 0.00820963 0.00608233
 0.00781867 0.00697083 0.00779455 0.00681064 0.00699383 0.00484215
 0.00641808 0.00348047 0.00852468 0.01140529 0.0073127  0.00817824
 0.00759901 0.00841379 0.00762637 0.01080976 0.00592272 0.00735408
 0.0075545 ]"
169,60,"[0.00432574 0.01808629 0.02236341 0.00486104 0.00963099 0.0065818
 0.00861923 0.00573987 0.00878628 0.00979602 0.00848455 0.00363584
 0.00700353 0.00554946 0.01533813 0.0131452  0.00951867 0.01646496
 0.01589329 0.00609677 0.00925333 0.01129856 0.00762516 0.00816723
 0.02198692 0.0158884  0.01317821 0.01412355 0.00816274 0.00668869
 0.00747182 0.0157559  0.0023833  0.01946973 0.00953798 0.00390599
 0.00689612 0.01168554 0.00459792 0.0045114  0.01174131 0.00922918
 0.01693792 0.00579214 0.00438064 0.0058502  0.02377525 0.01468495
 0.00736704 0.00690691 0.00610524 0.0048833  0.00803442 0.00436598
 0.01603302 0.00183318 0.00627233 0.00553056 0.02375582 0.00942702
 0.31841319 0.01040249 0.00933987 0.01147592 0.00620875 0.01730787
 0.00916609]"
170,-1,"[0.00335232 0.00578033 0.00556472 0.00397823 0.00673038 0.0042955
 0.00855257 0.00427576 0.00579875 0.00370375 0.00735388 0.00494525
 0.00844516 0.00943419 0.0055571  0.00576477 0.00331808 0.00397988
 0.00405705 0.02127826 0.00812056 0.00766514 0.0367016  0.00616298
 0.00389459 0.00593967 0.00771684 0.00552225 0.00916642 0.01012305
 0.00366889 0.00439816 0.00146654 0.00364947 0.02605135 0.00263209
 0.00525469 0.00585399 0.00202348 0.00507758 0.003899   0.00760924
 0.00525729 0.0131636  0.00532787 0.01441963 0.00608463 0.00355087
 0.00466369 0.00493853 0.01814569 0.00833252 0.00718549 0.00187254
 0.00410177 0.00123817 0.01768754 0.00494242 0.00423204 0.00916636
 0.00504792 0.0095111  0.00703626 0.0082549  0.00478978 0.00482265
 0.00598046]"
